DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jan1950,-0.4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1950,-0.24588,-0.47667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1950,-0.49347,-0.53354,-0.70842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1950,-0.35468,-0.63927,-0.70308,-0.87445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1950,0.16735,-0.2271,-0.47757,-0.60825,-0.76245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1950,-0.58138,-0.28484,-0.51098,-0.65722,-0.71372,-0.84624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1950,-1.04741,-0.94071,-0.54555,-0.6766,-0.78091,-0.81874,-0.92292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1950,1.36294,0.39585,-0.31074,-0.14861,-0.36959,-0.52414,-0.60883,-0.73597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1950,1.19748,1.43216,1.10542,0.58611,0.44343,0.14907,-0.12638,-0.24087,-0.40817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1950,-0.04016,0.54617,0.86139,0.63318,0.34785,0.28773,0.0384,-0.16915,-0.26276,-0.40531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1950,-0.82925,-0.81949,-0.16242,0.12514,-0.04417,-0.23724,-0.15517,-0.34663,-0.50558,-0.55569,-0.65304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1950,0.26541,-0.35286,-0.45666,0.02375,0.22413,0.07111,-0.09504,-0.04145,-0.20238,-0.39826,-0.45822,-0.55359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,1.08054,0.71266,0.21238,0.18547,0.49575,0.61218,0.48418,0.34494,0.33574,0.20396,0.01184,-0.06299,-0.20055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,1.19311,1.281,1.01462,0.64112,0.63735,0.84005,0.92094,0.81967,0.7137,0.66716,0.52289,0.34445,0.27074,0.11861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,0.60929,1.08161,1.25325,1.02985,0.70032,0.69298,0.88171,0.9598,0.86584,0.75717,0.71959,0.57996,0.40134,0.32647,0.1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.79165,0.79994,1.21545,1.39882,1.17327,0.83602,0.85066,1.02345,1.10151,1.00894,0.89357,0.83342,0.69212,0.49934,0.41955,0.25325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,1.35561,1.30545,1.2232,1.53058,1.62866,1.38265,1.09732,1.11868,1.2509,1.31557,1.23748,1.13662,1.06972,0.94413,0.75563,0.65305,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.04022,1.11071,1.17121,1.11613,1.40264,1.52308,1.31548,1.04862,1.0574,1.19006,1.25188,1.17008,1.06665,1.007,0.88775,0.71204,0.60895,0.4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.41464,0.0652,1.10391,1.17639,1.12042,1.40031,1.51558,1.31088,1.04705,1.05452,1.18504,1.24759,1.16543,1.05856,0.99839,0.88013,0.7066,0.60336,0.44222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.7365,0.61143,0.21554,1.11105,1.1872,1.13455,1.40855,1.5096,1.30712,1.05366,1.06301,1.18807,1.24822,1.1689,1.06488,1.00717,0.89564,0.7263,0.6231,0.46556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.62644,1.58737,1.50331,1.30457,1.54598,1.58218,1.5087,1.65064,1.67523,1.47765,1.27447,1.29833,1.39569,1.44152,1.38054,1.29413,1.23112,1.12883,0.96586,0.85491,0.68861,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,0.60707,1.32151,1.40641,1.38197,1.27806,1.6186,1.70025,1.57859,1.67834,1.68014,1.50865,1.3239,1.35538,1.44575,1.4931,1.43696,1.36147,1.29545,1.19,1.02857,0.92473,0.76056,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.26905,1.43959,1.80751,1.81551,1.76915,1.69199,1.83015,1.92931,1.81291,1.86714,1.83568,1.63314,1.47422,1.51401,1.59669,1.63349,1.59026,1.53203,1.47442,1.38155,1.22158,1.11262,0.95759,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.85197,0.25174,0.47868,0.96996,0.99269,0.98733,0.97917,1.27635,1.35628,1.35329,1.51551,1.53087,1.37259,1.20896,1.22245,1.30748,1.34868,1.30163,1.23522,1.18937,1.10338,0.9649,0.88235,0.74957,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,-0.02457,-0.64852,0.06581,0.31653,0.77597,0.79211,0.79059,0.76975,1.07977,1.1544,1.15521,1.3331,1.38319,1.26422,1.10343,1.11756,1.20614,1.24777,1.20217,1.13238,1.09537,1.01994,0.89084,0.81454,0.68742,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,-0.8469,-0.60492,-0.91422,-0.27246,-0.08251,0.39427,0.42324,0.42284,0.40638,0.7389,0.82029,0.85335,1.08138,1.18421,1.11423,0.94057,0.94533,1.04297,1.08745,1.03523,0.96038,0.92312,0.85052,0.72463,0.65094,0.52873,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.26469,-0.48129,-0.477,-0.78597,-0.24097,-0.07558,0.36251,0.39035,0.39276,0.36765,0.70334,0.78512,0.82093,1.05402,1.16188,1.08322,0.90509,0.90998,1.01083,1.05643,1.00152,0.92711,0.88903,0.81687,0.6911,0.62334,0.50733,,,,,,,,,,,,,,,,,,,,,
Apr1952,1.14945,0.82499,0.10924,-0.01944,-0.45062,0.02517,0.22111,0.62483,0.64734,0.6476,0.61584,0.91207,0.99809,1.02588,1.22833,1.31275,1.21775,1.04619,1.04932,1.1476,1.18961,1.13758,1.06325,1.02651,0.95235,0.82154,0.74818,0.62937,,,,,,,,,,,,,,,,,,,,
May1952,1.70591,1.78207,1.47004,0.91926,0.7054,0.23206,0.57508,0.74931,1.04685,1.05739,1.06173,1.03438,1.272,1.35886,1.36534,1.5155,1.55701,1.42784,1.26694,1.27198,1.36491,1.40016,1.35593,1.28923,1.25646,1.19082,1.0648,0.99043,0.87404,,,,,,,,,,,,,,,,,,,
Jun1952,-0.53233,1.30817,1.53911,1.25252,0.72222,0.54177,0.11366,0.46417,0.61888,0.91917,0.93107,0.93007,0.89842,1.1393,1.22175,1.23715,1.3962,1.4438,1.33811,1.18352,1.18446,1.2734,1.30996,1.26512,1.19787,1.16784,1.10294,0.98048,0.90993,0.79784,,,,,,,,,,,,,,,,,,
Jul1952,2.21591,0.7242,1.74795,1.88533,1.52363,1.00985,0.79076,0.34206,0.66279,0.82371,1.09724,1.10453,1.1047,1.07075,1.2874,1.36523,1.3716,1.50571,1.5389,1.41998,1.27121,1.27561,1.36232,1.39665,1.35385,1.28634,1.25729,1.1941,1.07202,1.00163,0.88972,,,,,,,,,,,,,,,,,
Aug1952,2.31152,2.51097,1.75643,2.12576,2.21574,1.80266,1.32544,1.08166,0.62938,0.90857,1.06855,1.3039,1.30644,1.3094,1.27861,1.46486,1.53894,1.5374,1.64211,1.66004,1.53021,1.38991,1.3975,1.48055,1.51304,1.47292,1.4052,1.37909,1.31888,1.1986,1.12917,1.01784,,,,,,,,,,,,,,,,
Sep1952,1.17086,1.78254,2.0011,1.79173,2.02147,2.14009,1.91632,1.4529,1.21332,0.80123,1.04118,1.19233,1.39493,1.39465,1.40093,1.37602,1.53803,1.59951,1.59392,1.68839,1.70679,1.58637,1.45373,1.46476,1.54075,1.57096,1.53408,1.46558,1.44245,1.39193,1.28183,1.21305,1.1011,,,,,,,,,,,,,,,
Oct1952,-0.09696,0.48611,1.22704,1.59806,1.35188,1.87042,2.0603,1.78361,1.33449,1.11681,0.735,0.97543,1.118,1.32166,1.32603,1.33218,1.31197,1.47342,1.51875,1.50274,1.62496,1.67508,1.55986,1.43763,1.44707,1.53287,1.56664,1.52691,1.4501,1.42935,1.37815,1.26304,1.19064,1.07602,,,,,,,,,,,,,,
Nov1952,-0.21843,-0.50816,0.10181,0.77249,1.18428,1.00569,1.54503,1.75859,1.58184,1.18749,0.99248,0.64073,0.86414,0.99701,1.20066,1.20546,1.20912,1.18823,1.36517,1.41576,1.40274,1.52538,1.58622,1.49316,1.36697,1.37248,1.45307,1.4881,1.45063,1.38094,1.36201,1.31426,1.20481,1.13658,1.02847,,,,,,,,,,,,,
Dec1952,0.80045,0.39499,0.25211,0.58277,0.97478,1.22087,1.11919,1.51579,1.66403,1.58338,1.27565,1.09289,0.78401,0.96231,1.07249,1.24434,1.24977,1.25525,1.23541,1.37707,1.42214,1.41396,1.5303,1.59358,1.51314,1.4082,1.4136,1.48751,1.51986,1.48629,1.42225,1.40754,1.3527,1.25396,1.19339,1.09547,,,,,,,,,,,,
Jan1953,-0.48615,0.27172,0.00572,-0.05481,0.28689,0.64723,0.88461,0.77418,1.22552,1.36656,1.28725,1.03087,0.88937,0.62737,0.80539,0.91117,1.08745,1.09529,1.09992,1.07408,1.22257,1.2761,1.27873,1.40726,1.4827,1.41541,1.3062,1.3096,1.38529,1.41909,1.38489,1.32311,1.30548,1.24713,1.15141,1.08924,0.99371,,,,,,,,,,,
Feb1953,-0.76318,-0.84045,-0.12555,-0.29544,-0.38311,-0.05719,0.30344,0.53945,0.43373,0.90777,1.06286,1.00696,0.78057,0.6757,0.45856,0.64621,0.74479,0.92997,0.93866,0.93999,0.91168,1.06553,1.12679,1.13933,1.28984,1.37618,1.30929,1.18985,1.19228,1.26791,1.30135,1.2644,1.20498,1.18634,1.1265,1.02813,0.96639,0.87375,,,,,,,,,,
Mar1953,-0.61941,-0.9312,-1.02036,-0.40378,-0.50874,-0.60438,-0.30263,0.05165,0.29137,0.17824,0.69197,0.86343,0.81981,0.60138,0.5051,0.29108,0.48594,0.58719,0.78133,0.7918,0.79181,0.76646,0.92891,0.99105,1.00149,1.16338,1.25524,1.20453,1.0845,1.08345,1.1577,1.19235,1.15408,1.09755,1.07456,1.01695,0.92429,0.86585,0.77555,,,,,,,,,
Apr1953,-1.23374,-1.22102,-1.37506,-1.43966,-0.79645,-0.85249,-0.96278,-0.65622,-0.2804,-0.0251,-0.14079,0.41189,0.61334,0.57976,0.36757,0.28291,0.09546,0.31586,0.4167,0.6233,0.63669,0.6372,0.61138,0.78744,0.84963,0.8628,1.03024,1.13292,1.09653,0.97512,0.97571,1.05463,1.09091,1.04947,0.99222,0.97188,0.91466,0.82205,0.76414,0.66998,,,,,,,,
May1953,-0.99539,-1.35471,-1.39791,-1.52284,-1.56093,-0.99933,-1.02303,-1.13017,-0.86853,-0.53572,-0.30546,-0.40913,0.12152,0.32433,0.3153,0.12479,0.06862,-0.0778,0.1512,0.2485,0.45585,0.47446,0.47716,0.45611,0.63645,0.70228,0.71861,0.8884,0.99971,0.98509,0.86867,0.87208,0.95229,0.98922,0.94615,0.89166,0.87373,0.81695,0.72798,0.67206,0.57919,,,,,,,
Jun1953,0.72512,-0.42408,-0.97968,-1.0835,-1.26969,-1.33145,-0.8377,-0.89071,-0.98379,-0.73599,-0.41595,-0.19538,-0.29342,0.20586,0.39811,0.38558,0.19103,0.13169,-0.01128,0.20482,0.29602,0.49574,0.51223,0.51497,0.49504,0.6656,0.72582,0.74049,0.90332,1.00844,0.99171,0.87706,0.88169,0.96001,0.99669,0.95545,0.90213,0.88507,0.82902,0.74056,0.68622,0.5977,,,,,,
Jul1953,0.83281,0.82167,-0.23017,-0.81209,-0.94043,-1.14563,-1.20438,-0.75731,-0.82335,-0.90732,-0.66798,-0.36011,-0.14738,-0.24623,0.24121,0.43034,0.4152,0.2211,0.16219,0.0179,0.22639,0.31585,0.51331,0.52862,0.53132,0.51203,0.67915,0.7386,0.75273,0.91397,1.01872,1.00485,0.89097,0.89524,0.97337,1.00969,0.96884,0.91468,0.89747,0.84196,0.75341,0.69975,0.61262,,,,,
Aug1953,-0.65747,0.10798,0.40386,-0.37332,-0.87432,-0.98703,-1.17724,-1.2184,-0.78422,-0.84738,-0.92838,-0.69594,-0.39808,-0.19338,-0.28888,0.18399,0.37326,0.36081,0.17433,0.12184,-0.01971,0.18865,0.27777,0.47345,0.48878,0.49154,0.47484,0.6407,0.69864,0.71542,0.87692,0.98515,0.97914,0.86456,0.86799,0.94754,0.98462,0.94309,0.88918,0.87202,0.81645,0.72835,0.67511,0.58912,,,,
Sep1953,-0.24748,-0.50873,-0.08553,0.18522,-0.43051,-0.9127,-1.05205,-1.22454,-1.24445,-0.79389,-0.85821,-0.9467,-0.7161,-0.41746,-0.21558,-0.31191,0.1467,0.32924,0.31953,0.14233,0.09129,-0.04527,0.16083,0.24619,0.43886,0.45579,0.45819,0.44597,0.60914,0.66698,0.68552,0.84386,0.94912,0.94983,0.83937,0.84388,0.92162,0.95741,0.917,0.86528,0.84919,0.79447,0.70874,0.65751,0.57444,,,
Oct1953,0.86961,0.47697,0.32795,0.4717,0.66715,0.07318,-0.44932,-0.63151,-0.84019,-0.91304,-0.52761,-0.61503,-0.70146,-0.48671,-0.20942,-0.01887,-0.1187,0.32956,0.50085,0.48328,0.29795,0.22675,0.08925,0.27569,0.35822,0.54506,0.56196,0.56752,0.55323,0.71421,0.77216,0.78919,0.94499,1.04274,1.03007,0.92081,0.92463,0.99869,1.03241,0.99368,0.94158,0.9244,0.86936,0.78548,0.7354,0.65357,,
Nov1953,-1.26378,-0.36559,-0.42475,-0.53108,-0.37375,-0.12874,-0.5146,-0.92898,-1.05244,-1.21771,-1.23659,-0.80852,-0.8634,-0.95736,-0.74495,-0.46564,-0.27612,-0.36759,0.07233,0.25098,0.24632,0.07609,0.02416,-0.10353,0.09189,0.18205,0.37476,0.3911,0.39446,0.38481,0.54387,0.59985,0.6256,0.78944,0.89785,0.89844,0.78886,0.79462,0.87092,0.90628,0.86658,0.8163,0.80145,0.74725,0.66802,0.61906,0.53658,
Dec1953,-0.16632,-0.89385,-0.39698,-0.45508,-0.53622,-0.42458,-0.25525,-0.57114,-0.9302,-1.05167,-1.24783,-1.25612,-0.83815,-0.88558,-0.96597,-0.76385,-0.49984,-0.31877,-0.40171,0.00385,0.1664,0.1643,0.01067,-0.03445,-0.16098,0.03061,0.12307,0.3073,0.32278,0.32437,0.31967,0.47738,0.52987,0.55897,0.71308,0.81583,0.82845,0.72174,0.72948,0.80617,0.84181,0.80243,0.75229,0.73709,0.68516,0.60879,0.56051,0.47767
Jan1954,-0.53175,-0.48607,-0.98603,-0.61977,-0.65258,-0.71568,-0.61927,-0.48308,-0.75135,-1.0302,-1.11929,-1.29375,-1.30091,-0.9204,-0.95346,-1.03846,-0.85146,-0.60039,-0.42728,-0.49772,-0.11524,0.04077,0.04143,-0.10513,-0.14691,-0.26516,-0.07231,0.01805,0.198,0.21353,0.21608,0.21887,0.37633,0.43086,0.46723,0.6163,0.71782,0.73628,0.62989,0.63963,0.71613,0.75104,0.71276,0.66474,0.65212,0.6015,0.53087,0.48889
Feb1954,0.15293,-0.25137,-0.33803,-0.78025,-0.50022,-0.54621,-0.6054,-0.53251,-0.39998,-0.64437,-0.89064,-0.98312,-1.12339,-1.16166,-0.82967,-0.86401,-0.94108,-0.77754,-0.54915,-0.38844,-0.45407,-0.10361,0.04255,0.037,-0.11098,-0.14938,-0.25839,-0.06823,0.02212,0.19628,0.20991,0.21329,0.21479,0.36677,0.42344,0.45666,0.60152,0.70246,0.71622,0.61045,0.61898,0.6963,0.72995,0.69271,0.64748,0.63974,0.59302,0.52353
Mar1954,1.54433,1.061,0.56162,0.30223,-0.13818,0.13242,0.06059,-0.02169,0.02662,0.1307,-0.11255,-0.38677,-0.52836,-0.66994,-0.74932,-0.45663,-0.52399,-0.57869,-0.44075,-0.23645,-0.09127,-0.15481,0.16003,0.29904,0.2846,0.13951,0.09453,-0.02631,0.15313,0.24254,0.4033,0.41471,0.41821,0.41474,0.5588,0.60988,0.63388,0.76811,0.86123,0.8622,0.76204,0.76948,0.84059,0.87128,0.83601,0.79143,0.7801,0.73389
Apr1954,0.08963,1.19932,0.94082,0.51497,0.25055,-0.19942,0.08923,0.01562,-0.0643,-0.01584,0.08756,-0.16868,-0.4479,-0.58627,-0.70671,-0.77324,-0.48483,-0.54713,-0.59592,-0.45584,-0.2505,-0.10522,-0.17111,0.14422,0.28114,0.26876,0.12397,0.07839,-0.03936,0.14216,0.22873,0.39229,0.40312,0.40425,0.39904,0.54627,0.59977,0.62548,0.76181,0.85351,0.85202,0.7518,0.75842,0.83008,0.86091,0.82463,0.77941,0.7677
May1954,-0.73011,-0.52275,0.61624,0.49544,0.16079,-0.00254,-0.39058,-0.16256,-0.23209,-0.29149,-0.24431,-0.15328,-0.36739,-0.60987,-0.71612,-0.8306,-0.87316,-0.59563,-0.64151,-0.68796,-0.55588,-0.35618,-0.21431,-0.27418,0.03525,0.17518,0.16333,0.01837,-0.01928,-0.12352,0.05838,0.14487,0.30779,0.31969,0.32072,0.31796,0.46663,0.52055,0.55144,0.68996,0.7827,0.77916,0.67848,0.68708,0.76036,0.79173,0.75536,0.71074
Jun1954,-0.05393,-0.69327,-0.58058,0.4949,0.42354,0.1142,-0.03549,-0.40361,-0.18844,-0.25521,-0.3095,-0.26251,-0.17193,-0.37513,-0.60558,-0.70939,-0.81704,-0.85486,-0.59021,-0.63702,-0.68042,-0.55052,-0.35956,-0.22262,-0.27767,0.0187,0.15044,0.14101,0.00272,-0.03399,-0.13972,0.03357,0.11826,0.27487,0.28742,0.28921,0.28843,0.43494,0.48725,0.51732,0.65452,0.74783,0.74955,0.65032,0.65895,0.73169,0.76281,0.72751
Jul1954,0.70653,0.1184,-0.5092,-0.44582,0.56801,0.47741,0.15679,-0.00166,-0.36506,-0.14756,-0.21209,-0.26735,-0.22345,-0.13848,-0.33405,-0.55754,-0.66184,-0.7672,-0.80802,-0.55172,-0.60114,-0.64433,-0.51817,-0.33265,-0.19931,-0.25249,0.03578,0.16499,0.15532,0.01862,-0.0174,-0.12032,0.05061,0.13568,0.29078,0.30296,0.30478,0.30282,0.44704,0.49899,0.5281,0.66419,0.75685,0.75919,0.66173,0.66917,0.74108,0.77156
Aug1954,0.82632,0.81893,0.29936,-0.2945,-0.29023,0.62775,0.5336,0.21747,0.06151,-0.29774,-0.08244,-0.14375,-0.19955,-0.16014,-0.081,-0.27508,-0.49413,-0.60168,-0.70798,-0.7541,-0.50643,-0.55816,-0.60025,-0.47706,-0.29564,-0.16468,-0.21572,0.06567,0.1907,0.18119,0.04299,0.00489,-0.09646,0.0731,0.15746,0.31331,0.3254,0.32672,0.32444,0.4678,0.51982,0.54814,0.68345,0.77683,0.77811,0.68219,0.68787,0.75918
Sep1954,-0.80923,-0.23871,0.05562,-0.16821,-0.55201,-0.50811,0.3768,0.34334,0.07387,-0.04749,-0.39013,-0.18624,-0.24261,-0.29189,-0.25104,-0.17526,-0.36236,-0.57077,-0.66994,-0.77643,-0.82005,-0.57365,-0.62086,-0.66648,-0.5424,-0.36137,-0.23163,-0.27665,0.00332,0.12628,0.1177,-0.0193,-0.0566,-0.1504,0.02244,0.11004,0.26673,0.27874,0.28079,0.2782,0.41941,0.47164,0.502,0.63761,0.73092,0.73438,0.64008,0.64674
Oct1954,-1.17037,-1.29063,-1.13207,-0.93357,-0.94278,-1.1579,-1.05216,-0.13592,-0.08535,-0.27335,-0.34828,-0.65296,-0.48154,-0.52742,-0.56851,-0.52235,-0.44458,-0.60249,-0.78297,-0.85544,-0.96246,-1.00021,-0.75949,-0.80267,-0.84934,-0.73199,-0.55544,-0.42473,-0.46204,-0.18103,-0.05593,-0.05246,-0.17816,-0.21161,-0.30371,-0.12668,-0.03533,0.12124,0.13423,0.13788,0.13723,0.28121,0.33683,0.37532,0.51634,0.61063,0.62116,0.526
Nov1954,0.6194,-0.61642,-0.79902,-0.64376,-0.50774,-0.54467,-0.77662,-0.75419,0.05716,0.08274,-0.11825,-0.19138,-0.49799,-0.32535,-0.38497,-0.42794,-0.38684,-0.315,-0.4857,-0.67388,-0.75241,-0.86023,-0.91233,-0.67061,-0.71741,-0.75958,-0.64023,-0.46505,-0.33715,-0.37722,-0.10579,0.01183,0.01282,-0.11426,-0.15037,-0.23893,-0.06531,0.02527,0.18107,0.19403,0.197,0.19268,0.33687,0.39048,0.42772,0.56514,0.65801,0.66684
Dec1954,-0.47299,-0.06618,-0.79326,-0.95464,-0.79584,-0.68694,-0.74691,-0.94854,-0.90524,-0.20896,-0.14912,-0.30116,-0.32885,-0.61508,-0.45089,-0.50012,-0.53792,-0.49514,-0.42205,-0.57943,-0.75325,-0.82376,-0.93053,-0.98279,-0.7567,-0.80405,-0.84923,-0.73115,-0.55873,-0.43417,-0.47106,-0.20159,-0.08018,-0.07334,-0.20134,-0.24562,-0.33025,-0.16538,-0.07281,0.08093,0.09365,0.09708,0.09197,0.23627,0.29217,0.33366,0.47286,0.56616
Jan1955,1.03802,0.29374,0.37757,-0.10269,-0.29037,-0.20066,-0.14726,-0.19944,-0.41527,-0.40085,0.15074,0.17626,1e-04,-0.05125,-0.3262,-0.17128,-0.22886,-0.27192,-0.23678,-0.1711,-0.3362,-0.51964,-0.60997,-0.72296,-0.79161,-0.57827,-0.63129,-0.66471,-0.55389,-0.39029,-0.27151,-0.30474,-0.04621,0.07087,0.07735,-0.05143,-0.09874,-0.19011,-0.02913,0.06171,0.2097,0.22043,0.2238,0.21593,0.35477,0.40524,0.4415,0.57506
Feb1955,1.50924,1.44006,0.91401,0.92437,0.61695,0.43202,0.46922,0.49482,0.46276,0.2341,0.18929,0.59785,0.59523,0.41197,0.34374,0.087,0.23499,0.17049,0.12169,0.14945,0.20126,0.03026,-0.15201,-0.26761,-0.39344,-0.47766,-0.28,-0.33475,-0.35094,-0.24736,-0.09783,0.0131,-0.02219,0.2152,0.32458,0.32035,0.1955,0.14781,0.04911,0.19618,0.28031,0.42123,0.43015,0.432,0.42255,0.55386,0.59991,0.6237
Mar1955,0.19897,1.15739,1.28456,0.81908,0.85598,0.55086,0.37977,0.41648,0.44401,0.40407,0.2031,0.15783,0.55276,0.55393,0.37215,0.29822,0.04554,0.19493,0.13185,0.085,0.11151,0.16785,0.00106,-0.16692,-0.27146,-0.39011,-0.46785,-0.28248,-0.33264,-0.34534,-0.24637,-0.10317,0.00454,-0.0299,0.20507,0.31173,0.30727,0.18858,0.14473,0.04507,0.18632,0.26978,0.406,0.41444,0.41632,0.40805,0.53198,0.57742
Apr1955,-0.90112,-0.46147,0.71973,1.00877,0.56946,0.62556,0.29453,0.12251,0.17293,0.20373,0.16021,-0.04683,-0.08982,0.33927,0.36536,0.18892,0.14368,-0.10083,0.04995,-0.00889,-0.05227,-0.02385,0.03297,-0.13082,-0.29797,-0.39008,-0.50068,-0.5736,-0.38659,-0.43239,-0.45019,-0.34973,-0.20669,-0.10059,-0.13475,0.10358,0.21459,0.21602,0.10114,0.05434,-0.04627,0.09647,0.1796,0.31782,0.32688,0.32917,0.32248,0.44912
May1955,-1.41896,-1.41132,-1.05703,0.0501,0.46646,0.14489,0.2325,-0.12549,-0.27913,-0.21532,-0.18113,-0.22078,-0.38162,-0.40803,0.01557,0.05758,-0.08075,-0.08496,-0.30303,-0.16086,-0.21462,-0.24976,-0.21876,-0.15852,-0.30925,-0.46169,-0.54437,-0.6512,-0.71417,-0.52726,-0.57059,-0.59213,-0.4927,-0.34935,-0.24325,-0.27438,-0.03637,0.07516,0.08539,-0.02387,-0.0674,-0.17165,-0.03051,0.05423,0.19485,0.20426,0.20722,0.20258
Jun1955,0.28615,-0.97131,-1.19463,-0.92349,0.0971,0.46739,0.16342,0.2522,-0.09589,-0.24589,-0.18436,-0.15125,-0.18608,-0.3422,-0.36786,0.03637,0.06852,-0.06352,-0.06706,-0.27855,-0.1426,-0.19067,-0.22571,-0.19559,-0.13594,-0.28303,-0.43291,-0.51342,-0.61776,-0.68026,-0.50427,-0.54781,-0.56746,-0.47415,-0.33615,-0.23371,-0.26248,-0.03109,0.07632,0.08466,-0.02096,-0.06167,-0.16028,-0.02211,0.05997,0.19803,0.20754,0.211
Jul1955,0.17679,0.1708,-0.88937,-1.138,-0.88032,0.09775,0.44483,0.14524,0.23209,-0.10257,-0.24574,-0.1868,-0.15533,-0.19149,-0.33863,-0.36057,0.03179,0.06199,-0.06437,-0.0698,-0.27752,-0.14617,-0.19223,-0.22694,-0.19766,-0.13806,-0.28351,-0.43001,-0.50859,-0.61103,-0.6724,-0.49894,-0.54188,-0.55964,-0.46776,-0.33194,-0.23082,-0.25963,-0.03192,0.07457,0.08299,-0.02019,-0.05988,-0.15593,-0.018,0.06213,0.19848,0.208
Aug1955,0.22641,0.17569,0.10707,-0.78314,-1.05009,-0.82357,0.09399,0.42736,0.1462,0.22437,-0.09395,-0.22841,-0.17195,-0.14344,-0.18033,-0.32439,-0.34371,0.03678,0.0648,-0.05835,-0.06746,-0.27108,-0.14126,-0.18761,-0.22267,-0.19395,-0.13315,-0.27888,-0.42487,-0.50216,-0.60537,-0.6683,-0.49683,-0.53995,-0.55717,-0.46513,-0.33058,-0.23056,-0.25888,-0.03282,0.0739,0.08272,-0.01949,-0.05805,-0.15363,-0.01465,0.06423,0.20011
Sep1955,-0.30028,-0.14755,-0.07746,-0.07928,-0.82954,-1.10186,-0.9084,0.01479,0.35129,0.10142,0.17479,-0.12988,-0.2605,-0.20216,-0.17352,-0.21238,-0.35475,-0.37054,0.00214,0.03039,-0.09029,-0.09704,-0.29735,-0.17209,-0.21682,-0.24999,-0.2217,-0.15677,-0.30044,-0.44784,-0.52731,-0.62935,-0.69049,-0.51745,-0.55815,-0.57226,-0.47763,-0.3426,-0.24185,-0.27177,-0.04859,0.05821,0.06844,-0.0308,-0.06782,-0.16305,-0.02344,0.05366
Oct1955,1.321,0.87756,0.88859,0.86018,0.85415,0.08446,-0.33076,-0.23635,0.50949,0.73469,0.4558,0.51696,0.24011,0.0971,0.13762,0.1603,0.11527,-0.02716,-0.04812,0.29847,0.29983,0.15135,0.13385,-0.08405,0.04119,-0.00968,-0.04546,-0.01609,0.0474,-0.10188,-0.25442,-0.34203,-0.44671,-0.51829,-0.35059,-0.38899,-0.39173,-0.29944,-0.16744,-0.06835,-0.10129,0.11784,0.22133,0.22721,0.12763,0.08846,-0.00547,0.12803
