DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
May1951,0.99594,1.17676,1.34309,1.33397,1.13831,0.60448,0.39123,0.52481,0.71489,0.72325,0.63202,0.56283,0.54282,0.44116,0.32291,0.28788,0.19993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.08491,0.77582,1.06421,1.26429,1.25792,1.08526,0.58401,0.38042,0.50952,0.69528,0.70599,0.6136,0.54733,0.52982,0.43419,0.31627,0.27597,0.19537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.3353,0.07764,0.76841,1.05801,1.24996,1.24083,1.06014,0.57527,0.37211,0.50294,0.6841,0.69517,0.60398,0.53845,0.52167,0.43144,0.31593,0.2782,0.20032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.97879,0.72521,0.37925,0.89773,1.09673,1.26743,1.26815,1.0823,0.61818,0.42003,0.55368,0.72342,0.733,0.64557,0.58159,0.55898,0.47343,0.36017,0.32194,0.24104,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.41701,1.46247,1.37459,1.21323,1.31753,1.39266,1.54509,1.50428,1.28166,0.84563,0.66308,0.78607,0.93866,0.94785,0.87389,0.81073,0.76895,0.68028,0.56902,0.51861,0.42364,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,-0.17869,0.67028,0.83232,0.83084,0.795,1.02726,1.20277,1.35687,1.32705,1.1549,0.76329,0.58144,0.68828,0.83854,0.84693,0.77342,0.71736,0.69056,0.60991,0.50487,0.45479,0.34932,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.6947,1.56381,1.77228,1.76883,1.71979,1.73325,1.72748,1.80258,1.88201,1.80284,1.59567,1.2746,1.10718,1.22905,1.35631,1.36011,1.31166,1.25675,1.1893,1.09676,0.98855,0.90898,0.78736,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.47432,1.00647,0.89987,1.16228,1.1949,1.17705,1.17626,1.24906,1.34373,1.46606,1.4798,1.31786,1.02146,0.86804,0.95391,1.07171,1.0773,1.02828,0.98189,0.93396,0.85553,0.76036,0.7021,0.5973,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,0.2506,-0.32345,0.78575,0.73834,0.9852,1.01698,0.99794,0.99252,1.09123,1.1889,1.29284,1.31325,1.20367,0.96642,0.82923,0.91112,1.01643,1.02321,0.97979,0.94082,0.90075,0.82844,0.74243,0.69384,0.59292,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,-0.60498,-0.36712,-0.61798,0.45767,0.39817,0.69327,0.733,0.71472,0.7064,0.84728,0.96897,1.09939,1.1317,1.05214,0.83688,0.68995,0.76636,0.87797,0.88602,0.8405,0.79728,0.76552,0.69985,0.61723,0.56239,0.47468,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.74706,0.00169,-0.02806,-0.39095,0.57302,0.52205,0.7807,0.81566,0.79863,0.78668,0.91722,1.02824,1.15734,1.18092,1.10407,0.87222,0.72732,0.79949,0.90795,0.91513,0.87078,0.83028,0.79159,0.72736,0.64663,0.5961,0.51139,,,,,,,,,,,,,,,,,,,,,
Apr1952,1.6326,1.48472,0.90668,0.70659,0.19915,0.98566,0.9752,1.1723,1.20134,1.19322,1.17606,1.24349,1.33592,1.43986,1.42284,1.31478,1.0984,0.97406,1.03832,1.13974,1.14379,1.10435,1.0637,1.02147,0.95941,0.87349,0.81612,0.72572,,,,,,,,,,,,,,,,,,,,
May1952,1.34473,1.70982,1.67476,1.26415,1.02635,0.5301,1.18546,1.17494,1.3509,1.37983,1.3808,1.36776,1.409,1.50539,1.60196,1.55907,1.42598,1.2161,1.09951,1.16064,1.26039,1.26419,1.22913,1.18793,1.1452,1.08736,1.00365,0.94244,0.8511,,,,,,,,,,,,,,,,,,,
Jun1952,-0.52199,0.91161,1.52027,1.52041,1.10389,0.89869,0.43938,1.11443,1.09706,1.27867,1.30762,1.30265,1.28496,1.33681,1.43252,1.52953,1.49791,1.37074,1.1725,1.05787,1.11302,1.21035,1.21413,1.17737,1.13715,1.09727,1.03732,0.95332,0.89454,0.80408,,,,,,,,,,,,,,,,,,
Jul1952,2.09593,0.90747,1.49467,1.78582,1.75323,1.34278,1.09214,0.6446,1.25263,1.24574,1.41209,1.43807,1.43752,1.41609,1.44504,1.53018,1.61856,1.57109,1.44143,1.24673,1.14015,1.1952,1.28858,1.2911,1.25677,1.216,1.17501,1.11769,1.03478,0.97451,0.88559,,,,,,,,,,,,,,,,,
Aug1952,2.81017,2.79496,2.44243,2.24146,2.21889,2.17047,1.81892,1.51328,1.10962,1.57322,1.57949,1.71336,1.73477,1.74804,1.72602,1.71317,1.78255,1.85918,1.778,1.63643,1.44562,1.35737,1.41274,1.50046,1.50103,1.47289,1.42899,1.38616,1.33545,1.25554,1.19056,1.10095,,,,,,,,,,,,,,,,
Sep1952,1.2824,2.16481,2.23363,2.21794,2.21926,2.24909,2.30282,1.9451,1.62474,1.24762,1.65313,1.6769,1.80625,1.82382,1.84347,1.81972,1.80027,1.85939,1.92345,1.83629,1.69746,1.50536,1.42384,1.48237,1.56556,1.56571,1.54057,1.49512,1.45189,1.40786,1.33595,1.27099,1.1757,,,,,,,,,,,,,,,
Oct1952,-0.23448,0.5103,1.67868,1.87045,1.73683,1.92864,2.12126,2.09966,1.7502,1.48838,1.14458,1.56447,1.59553,1.73336,1.75166,1.76598,1.73984,1.72218,1.76246,1.80879,1.75681,1.66122,1.46832,1.3871,1.44985,1.54312,1.54554,1.51918,1.46878,1.43046,1.38638,1.31063,1.24148,1.139,,,,,,,,,,,,,,
Nov1952,-0.10437,-0.48303,0.13069,1.14316,1.39865,1.32293,1.51606,1.81094,1.8211,1.54293,1.3316,1.01077,1.43561,1.46164,1.6114,1.63354,1.64734,1.62873,1.6474,1.70859,1.76959,1.72128,1.62881,1.4317,1.35226,1.42146,1.52271,1.52811,1.5013,1.45215,1.40903,1.363,1.28771,1.21586,1.11302,,,,,,,,,,,,,
Dec1952,-0.06522,-0.23068,-0.44135,0.03679,0.82074,1.04047,0.96001,1.17296,1.4498,1.5041,1.31739,1.13914,0.86069,1.25744,1.25009,1.38087,1.40276,1.40974,1.39427,1.42306,1.48624,1.54888,1.54998,1.48201,1.30927,1.23928,1.29749,1.39195,1.39725,1.37054,1.33015,1.29154,1.24192,1.17018,1.10974,1.01456,,,,,,,,,,,,
Jan1953,-0.25421,-0.29422,-0.43172,-0.60682,-0.17682,0.54625,0.74943,0.67493,0.9211,1.20512,1.24901,1.09612,0.97195,0.74933,1.11933,1.1093,1.23005,1.25079,1.25166,1.23854,1.2814,1.34606,1.4055,1.41897,1.36392,1.21359,1.14677,1.19752,1.28489,1.28991,1.26299,1.22963,1.19641,1.14463,1.0815,1.02344,0.93327,,,,,,,,,,,
Feb1953,-0.30618,-0.53512,-0.48459,-0.58451,-0.75953,-0.37683,0.31428,0.52253,0.44494,0.71893,1.0341,1.09531,0.93653,0.839,0.64998,1.0238,1.00656,1.13377,1.15595,1.15553,1.13787,1.18923,1.25934,1.32693,1.34535,1.29649,1.14302,1.07328,1.12655,1.2128,1.21399,1.18405,1.1514,1.11839,1.06191,0.99797,0.94045,0.85692,,,,,,,,,,
Mar1953,-0.06447,-0.34522,-0.57555,-0.54317,-0.61696,-0.77339,-0.4269,0.22528,0.42913,0.34738,0.63992,0.95997,1.02616,0.87203,0.78541,0.58171,0.96516,0.93948,1.07049,1.09347,1.09258,1.07801,1.13187,1.20698,1.27638,1.29843,1.25133,1.09961,1.03215,1.08026,1.16495,1.16678,1.13619,1.10305,1.06936,1.01546,0.95343,0.89784,0.81665,,,,,,,,,
Apr1953,-0.21815,-0.25403,-0.52787,-0.71778,-0.67517,-0.73054,-0.88773,-0.54837,0.1048,0.31164,0.22146,0.53551,0.87336,0.93661,0.79043,0.70314,0.51158,0.91502,0.87982,1.01437,1.03739,1.03527,1.02209,1.08047,1.15791,1.22676,1.24586,1.20199,1.05382,0.9885,1.03536,1.12392,1.12621,1.09362,1.05976,1.02765,0.97463,0.91112,0.85683,0.77121,,,,,,,,
May1953,-0.89246,-0.73515,-0.65531,-0.85584,-0.98503,-0.85201,-0.90105,-1.05306,-0.7485,-0.14239,0.06242,-0.02328,0.30504,0.67288,0.74788,0.61192,0.54344,0.37261,0.79259,0.75336,0.89552,0.92203,0.91934,0.90861,0.97379,1.0536,1.12547,1.14668,1.10587,0.96613,0.9062,0.95424,1.0414,1.04386,1.00995,0.97759,0.94871,0.8968,0.83557,0.78288,0.69423,,,,,,,
Jun1953,0.54998,-0.51416,-0.51307,-0.51328,-0.70125,-0.84335,-0.77476,-0.8372,-0.98523,-0.68793,-0.08712,0.11341,0.03334,0.35106,0.70975,0.77938,0.63862,0.57215,0.41221,0.82003,0.7751,0.91188,0.93687,0.93314,0.92298,0.98677,1.06198,1.13055,1.15017,1.10865,0.96869,0.90486,0.95409,1.04048,1.04376,1.01055,0.97704,0.94816,0.89641,0.83572,0.78165,0.69733,,,,,,
Jul1953,0.22142,0.41597,-0.49116,-0.49761,-0.49454,-0.67593,-0.79869,-0.7516,-0.81607,-0.95821,-0.67155,-0.08832,0.10692,0.0298,0.34037,0.69417,0.76165,0.62576,0.5637,0.40725,0.8086,0.76462,0.89949,0.92398,0.92008,0.91033,0.97275,1.04699,1.11514,1.13612,1.09561,0.96012,0.89625,0.94486,1.02974,1.03306,1.00025,0.96728,0.93914,0.88851,0.82841,0.77496,0.6923,,,,,
Aug1953,-0.40542,-0.15758,0.10754,-0.53357,-0.54485,-0.52947,-0.70799,-0.81357,-0.76789,-0.82369,-0.96076,-0.68156,-0.11768,0.07008,-0.00502,0.2948,0.64498,0.71251,0.5841,0.5275,0.37732,0.77845,0.73465,0.87018,0.89437,0.8899,0.88107,0.94486,1.01821,1.0879,1.11063,1.07167,0.94493,0.88086,0.92863,1.01419,1.0178,0.98451,0.95157,0.92416,0.87377,0.81352,0.75986,0.67742,,,,
Sep1953,-0.24492,-0.42124,-0.29021,-0.11401,-0.6261,-0.64403,-0.64362,-0.79753,-0.87499,-0.80328,-0.85718,-0.99688,-0.73043,-0.17678,0.01,-0.06353,0.23216,0.58019,0.65082,0.52733,0.47697,0.33118,0.73179,0.68426,0.81775,0.8431,0.83915,0.83187,0.89905,0.97546,1.04735,1.07109,1.02768,0.9055,0.84436,0.89209,0.97697,0.98025,0.94719,0.91597,0.89128,0.84227,0.7837,0.72959,0.64866,,,
Oct1953,0.743,0.38497,0.27985,0.30781,0.43266,-0.07222,-0.22093,-0.26885,-0.42199,-0.55054,-0.57172,-0.64188,-0.77448,-0.53552,-0.02144,0.15404,0.08872,0.36804,0.6929,0.75201,0.62677,0.55632,0.40466,0.79651,0.75305,0.88534,0.91193,0.91192,0.90107,0.96829,1.04775,1.12132,1.14222,1.09234,0.95848,0.8966,0.94593,1.03282,1.03596,1.00414,0.97266,0.94342,0.89466,0.83746,0.78454,0.70689,,
Nov1953,-0.69962,-0.15669,-0.28967,-0.34886,-0.32193,-0.22173,-0.51463,-0.61136,-0.61253,-0.74018,-0.82464,-0.78514,-0.84803,-0.97846,-0.75333,-0.25957,-0.08726,-0.15511,0.12385,0.46506,0.54346,0.42108,0.36711,0.22934,0.64291,0.60868,0.75542,0.78512,0.78732,0.77868,0.85114,0.93287,1.02124,1.05134,1.00402,0.87458,0.81785,0.86494,0.95517,0.95836,0.92318,0.89213,0.86693,0.81639,0.75863,0.70301,0.62192,
Dec1953,0.3417,-0.19559,0.12342,-0.01113,-0.08596,-0.09599,-0.02492,-0.25403,-0.34524,-0.40187,-0.53945,-0.62075,-0.6183,-0.69618,-0.80424,-0.59859,-0.15307,-0.00054,-0.05852,0.18231,0.47434,0.53793,0.42425,0.37086,0.22899,0.63352,0.60592,0.74186,0.76778,0.76804,0.76158,0.82957,0.90511,0.98951,1.01825,0.97345,0.8542,0.80423,0.84658,0.93274,0.93767,0.9044,0.87375,0.84955,0.80371,0.74742,0.69474,0.61593
Jan1954,-0.43054,-0.05793,-0.46374,-0.16946,-0.27698,-0.33996,-0.34571,-0.26631,-0.45931,-0.51391,-0.5522,-0.66811,-0.74403,-0.73344,-0.80564,-0.92382,-0.70605,-0.24411,-0.08438,-0.13662,0.09484,0.37577,0.44245,0.33872,0.28755,0.14853,0.54188,0.5139,0.64708,0.67001,0.6677,0.66871,0.73411,0.808,0.8929,0.92037,0.87904,0.76234,0.70542,0.75004,0.83605,0.83965,0.80582,0.7774,0.75717,0.71334,0.66077,0.61325
Feb1954,-0.04522,-0.46268,-0.18498,-0.52493,-0.30025,-0.37888,-0.42773,-0.42989,-0.357,-0.5377,-0.59913,-0.61785,-0.69726,-0.77344,-0.74821,-0.81358,-0.92355,-0.72362,-0.29045,-0.13632,-0.18557,0.03898,0.32042,0.38711,0.27587,0.23675,0.1058,0.49198,0.46393,0.59559,0.61549,0.61227,0.61411,0.68366,0.7568,0.83792,0.8622,0.82733,0.71575,0.65291,0.69891,0.78485,0.7878,0.75415,0.72673,0.71228,0.67328,0.61934
Mar1954,0.89735,0.43249,-0.0177,0.03374,-0.27477,-0.05598,-0.14378,-0.19987,-0.21558,-0.15534,-0.31016,-0.39351,-0.42988,-0.49347,-0.58523,-0.57187,-0.64928,-0.73828,-0.56613,-0.17366,-0.03211,-0.07765,0.11855,0.38233,0.44618,0.34272,0.30396,0.17657,0.55644,0.52566,0.65027,0.66948,0.66715,0.66672,0.73375,0.80622,0.88372,0.90672,0.87402,0.76316,0.70625,0.75251,0.83631,0.8392,0.80706,0.7792,0.76306,0.72398
Apr1954,0.24678,0.63573,0.3294,-0.04704,-0.0112,-0.29315,-0.06284,-0.15496,-0.2102,-0.22892,-0.17465,-0.3195,-0.40824,-0.43434,-0.49186,-0.56844,-0.56838,-0.64641,-0.72356,-0.55417,-0.1671,-0.03048,-0.07552,0.1164,0.37521,0.43459,0.33142,0.29036,0.17125,0.55136,0.51457,0.63936,0.65828,0.655,0.65396,0.72303,0.79905,0.87711,0.90193,0.86704,0.75268,0.69484,0.74073,0.82561,0.82836,0.79553,0.76723,0.752
May1954,-0.77614,-0.34583,0.14889,-0.03587,-0.3111,-0.2107,-0.4693,-0.2913,-0.37154,-0.41648,-0.42875,-0.37766,-0.50738,-0.5795,-0.58984,-0.64496,-0.69488,-0.6826,-0.74998,-0.82088,-0.65808,-0.27968,-0.14457,-0.18568,0.01183,0.27518,0.33914,0.23919,0.19946,0.08893,0.47598,0.4396,0.56255,0.58176,0.57818,0.57711,0.64859,0.72621,0.80897,0.83621,0.79928,0.67941,0.61774,0.66462,0.75021,0.75351,0.72047,0.69204
Jun1954,-0.14706,-0.79862,-0.43594,0.0348,-0.09237,-0.36844,-0.24779,-0.50438,-0.32935,-0.4114,-0.45235,-0.46177,-0.40609,-0.53251,-0.60027,-0.60967,-0.66519,-0.70983,-0.69869,-0.76689,-0.83632,-0.67269,-0.29773,-0.16442,-0.20233,-0.0062,0.25053,0.31363,0.21758,0.17871,0.06459,0.43855,0.40369,0.5256,0.5452,0.54198,0.54056,0.61258,0.6906,0.77465,0.80091,0.76723,0.65127,0.58849,0.63559,0.72265,0.72629,0.6934
Jul1954,0.7108,0.08524,-0.61735,-0.32472,0.109,-0.02557,-0.29421,-0.20068,-0.45703,-0.28259,-0.36543,-0.40605,-0.41707,-0.36134,-0.48434,-0.5507,-0.56252,-0.61326,-0.66158,-0.65327,-0.72466,-0.79464,-0.6351,-0.2673,-0.13653,-0.17347,0.01578,0.26584,0.32627,0.23,0.1942,0.08469,0.45202,0.41805,0.53733,0.55673,0.55358,0.55213,0.62235,0.70019,0.78212,0.80756,0.77516,0.6607,0.59958,0.64541,0.73083,0.73436
Aug1954,0.76446,0.76313,0.27507,-0.34025,-0.17323,0.19943,0.0657,-0.2082,-0.14525,-0.39185,-0.21509,-0.29751,-0.33926,-0.35329,-0.30053,-0.42565,-0.49309,-0.50878,-0.55806,-0.6122,-0.60754,-0.68408,-0.75382,-0.59817,-0.23627,-0.10805,-0.14404,0.0415,0.28555,0.34538,0.24789,0.2106,0.10778,0.47411,0.43887,0.55763,0.57724,0.57403,0.57216,0.64213,0.71961,0.80023,0.82465,0.79338,0.67964,0.62004,0.66534,0.75028
Sep1954,-0.26546,0.0913,0.30811,0.00743,-0.47571,-0.30998,0.03958,-0.06423,-0.30132,-0.21303,-0.43825,-0.2813,-0.35931,-0.39676,-0.4088,-0.35578,-0.47945,-0.54024,-0.5493,-0.59874,-0.65165,-0.63588,-0.70872,-0.78016,-0.62737,-0.27401,-0.14784,-0.18149,0.00558,0.25034,0.3075,0.20746,0.17087,0.07105,0.43938,0.40569,0.52345,0.54281,0.5397,0.53795,0.61033,0.68809,0.76943,0.79307,0.76252,0.65067,0.59324,0.63625
Oct1954,-1.10205,-1.09497,-0.94175,-0.75159,-0.8488,-1.10402,-0.88621,-0.45357,-0.49596,-0.66248,-0.49366,-0.70685,-0.57792,-0.63978,-0.66889,-0.67108,-0.61785,-0.72,-0.7531,-0.7394,-0.79766,-0.85374,-0.83182,-0.89601,-0.96066,-0.81674,-0.48044,-0.35432,-0.38507,-0.19727,0.05526,0.12151,0.02707,0.00389,-0.09491,0.27066,0.24256,0.36449,0.38536,0.38376,0.38521,0.46411,0.54927,0.63786,0.66617,0.63572,0.52989,0.46627
Nov1954,0.19486,-0.81398,-0.86587,-0.72479,-0.60453,-0.71012,-0.92167,-0.79507,-0.42978,-0.47704,-0.63585,-0.47997,-0.6993,-0.58442,-0.64886,-0.67809,-0.68218,-0.63408,-0.74142,-0.77741,-0.76867,-0.82275,-0.88071,-0.84998,-0.91691,-0.98602,-0.84834,-0.51496,-0.38762,-0.42126,-0.23112,0.01842,0.09273,0.00811,-0.02359,-0.11299,0.27733,0.24336,0.3697,0.39255,0.38868,0.38839,0.47025,0.55399,0.64352,0.67038,0.63898,0.53829
Dec1954,0.31581,0.22754,-0.3946,-0.49847,-0.40106,-0.33564,-0.41437,-0.58423,-0.51051,-0.26694,-0.32607,-0.47301,-0.35183,-0.56871,-0.45163,-0.51106,-0.54131,-0.54954,-0.50432,-0.60415,-0.64837,-0.64759,-0.71165,-0.77777,-0.76644,-0.8418,-0.90118,-0.76975,-0.45216,-0.3334,-0.36673,-0.1895,0.046,0.12465,0.03794,-0.00647,-0.09253,0.28135,0.24569,0.3632,0.38508,0.3811,0.37904,0.4562,0.54069,0.63024,0.65873,0.6284
Jan1955,1.04803,0.69189,0.56327,0.19001,0.06793,0.11454,0.13807,0.09762,-0.08223,-0.04874,0.11312,0.08048,-0.10115,-0.03483,-0.26026,-0.13601,-0.20677,-0.23872,-0.24636,-0.19844,-0.32415,-0.39458,-0.40644,-0.47428,-0.56081,-0.57204,-0.65845,-0.71125,-0.57513,-0.25455,-0.13876,-0.1681,-0.00583,0.22193,0.28913,0.19614,0.14451,0.04764,0.40597,0.37313,0.4883,0.5076,0.50455,0.50118,0.57432,0.65232,0.73451,0.76078
Feb1955,2.12718,1.84166,1.55205,1.41118,1.24021,1.1368,1.14391,1.15161,1.11806,0.93074,0.87312,0.97096,0.90269,0.7032,0.7017,0.49882,0.61195,0.54867,0.51649,0.50832,0.53685,0.40772,0.32514,0.28333,0.20986,0.10166,0.05276,-0.03365,-0.07569,0.04803,0.33032,0.4314,0.40288,0.53331,0.71927,0.76273,0.66434,0.60881,0.51158,0.83653,0.80452,0.90902,0.92576,0.9245,0.91702,0.97549,1.03956,1.09182
Mar1955,0.46491,2.00839,1.84022,1.57082,1.42367,1.24962,1.1455,1.15404,1.1655,1.1316,0.94289,0.88417,0.98214,0.91495,0.72365,0.70123,0.5002,0.60862,0.54501,0.51335,0.50594,0.53607,0.40206,0.32253,0.2846,0.21801,0.11532,0.06858,-0.00838,-0.04845,0.06898,0.34054,0.43923,0.41054,0.53954,0.72401,0.76702,0.67094,0.61716,0.52135,0.84188,0.81303,0.91608,0.93219,0.93104,0.92296,0.97972,1.04163
Apr1955,-0.35444,0.02013,1.7607,1.70536,1.47122,1.32426,1.13932,1.03334,1.04673,1.05801,1.01704,0.83059,0.77378,0.87238,0.81782,0.62439,0.61929,0.42469,0.53049,0.46994,0.43816,0.42806,0.45969,0.32682,0.24586,0.20652,0.14185,0.03951,0.00322,-0.07264,-0.11871,-0.00357,0.26816,0.36691,0.33824,0.47192,0.66483,0.71055,0.61649,0.55628,0.45822,0.78633,0.75553,0.86126,0.87767,0.87613,0.86805,0.92883
May1955,-1.28788,-1.06212,-0.59708,1.33273,1.39592,1.17986,1.07156,0.8491,0.7385,0.75874,0.76902,0.72758,0.55613,0.51041,0.62691,0.59205,0.41633,0.44224,0.24719,0.35436,0.29664,0.26814,0.25818,0.29471,0.1695,0.09506,0.06305,0.00275,-0.09565,-0.12246,-0.19407,-0.24005,-0.12576,0.14731,0.24687,0.21765,0.35476,0.5519,0.60402,0.51189,0.44866,0.34478,0.67563,0.64447,0.7519,0.76924,0.76781,0.76042
Jun1955,0.22484,-0.97631,-0.91244,-0.55624,1.27774,1.361,1.16341,1.06712,0.84594,0.73467,0.75674,0.76461,0.72459,0.55767,0.51645,0.62834,0.58803,0.41977,0.45385,0.26138,0.35889,0.30059,0.27172,0.26079,0.29909,0.1761,0.09825,0.06589,0.00874,-0.08847,-0.12093,-0.19728,-0.24194,-0.13044,0.13693,0.23512,0.2059,0.34123,0.53622,0.58864,0.49632,0.43625,0.33705,0.66409,0.63329,0.74179,0.75939,0.75802
Jul1955,-0.04892,0.02746,-0.98876,-0.92808,-0.57225,1.23044,1.31053,1.12367,1.03122,0.81107,0.70029,0.72301,0.73021,0.68985,0.52808,0.49151,0.6011,0.56435,0.40326,0.43794,0.2486,0.34453,0.28673,0.25829,0.24788,0.28602,0.16342,0.08641,0.05414,-0.00364,-0.09589,-0.12431,-0.20069,-0.24413,-0.13456,0.1293,0.22612,0.19767,0.33079,0.52567,0.57734,0.4861,0.42757,0.32998,0.65293,0.62219,0.72908,0.74641
Aug1955,-0.19127,-0.19794,-0.14315,-0.95871,-0.90855,-0.5777,1.15017,1.23798,1.06522,0.9748,0.76198,0.65629,0.67849,0.68395,0.64416,0.48826,0.45681,0.56473,0.53242,0.37685,0.4152,0.22785,0.32355,0.26659,0.23771,0.22709,0.26571,0.14516,0.06795,0.03762,-0.02148,-0.1136,-0.13593,-0.21223,-0.25636,-0.14733,0.11629,0.21297,0.18475,0.31858,0.51464,0.56651,0.47535,0.41719,0.32079,0.64442,0.61355,0.7204
Sep1955,0.34774,0.21537,0.17083,0.06275,-0.69538,-0.75688,-0.51719,1.12266,1.20646,1.03923,0.96331,0.7559,0.65943,0.68448,0.69263,0.65202,0.49799,0.46584,0.57237,0.53882,0.38611,0.42174,0.24313,0.33063,0.27424,0.2469,0.23715,0.27586,0.16158,0.08845,0.05359,-0.00936,-0.10007,-0.12289,-0.1921,-0.23407,-0.12676,0.13274,0.22791,0.19879,0.33247,0.52514,0.57635,0.48377,0.42828,0.33366,0.65456,0.62228
Oct1955,1.51529,1.31528,1.22701,1.14076,1.13236,0.49984,0.22369,0.30148,1.47796,1.47976,1.33457,1.24702,1.08518,0.99056,1.0066,1.02028,0.98462,0.82457,0.7845,0.8633,0.8104,0.63744,0.64567,0.47785,0.56417,0.50771,0.48096,0.47506,0.50776,0.38948,0.31291,0.27199,0.20861,0.11427,0.07781,0.01265,-0.02217,0.08181,0.33277,0.42655,0.39687,0.52185,0.70258,0.74644,0.65546,0.60431,0.51295,0.81828
