DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jun1952,-0.49976,0.47452,1.52221,1.44806,1.023,0.75342,0.48413,1.43451,1.34747,1.67397,1.74779,1.75663,1.77151,1.72729,1.79649,1.84707,1.83605,1.74602,1.54535,1.38593,1.49109,1.56945,1.57042,1.49762,1.3412,1.26558,1.12148,0.90829,0.81373,0.61174,,,,,,,,,,,,,,,,,,
Jul1952,0.52795,-0.22727,0.56379,1.53669,1.4751,1.05769,0.77626,0.51417,1.46208,1.37332,1.70565,1.78246,1.79286,1.80583,1.73035,1.78562,1.83524,1.81873,1.73791,1.53941,1.38799,1.49724,1.58216,1.5813,1.50651,1.34688,1.27144,1.12672,0.91679,0.82292,0.62559,,,,,,,,,,,,,,,,,
Aug1952,2.83257,2.52667,1.956,1.8501,2.16222,2.0689,1.80043,1.59093,1.309,2.00392,1.97869,2.15266,2.1994,2.24374,2.2923,2.08758,2.06586,2.07321,2.04055,1.97705,1.81371,1.71801,1.84712,1.90954,1.9168,1.86803,1.7226,1.6224,1.47615,1.28521,1.19838,1.01939,,,,,,,,,,,,,,,,
Sep1952,0.50368,2.00268,1.93104,1.66045,1.66287,1.98861,1.95778,1.73254,1.50494,1.25419,1.87435,1.90662,2.0804,2.1185,2.15836,2.21379,2.05787,2.04276,2.06543,2.03904,1.95136,1.79902,1.70234,1.84,1.91297,1.91676,1.87328,1.72825,1.64587,1.51278,1.32209,1.23041,1.04299,,,,,,,,,,,,,,,
Oct1952,-0.5005,-0.25552,1.46647,1.42637,1.18464,1.32983,1.84191,1.77332,1.4946,1.26593,1.05581,1.68983,1.72304,1.90443,1.9464,1.95491,1.95638,1.86125,1.88823,1.90908,1.90683,1.85631,1.69798,1.59757,1.73231,1.82302,1.81679,1.76322,1.61171,1.54071,1.40376,1.2135,1.12023,0.92957,,,,,,,,,,,,,,
Nov1952,-0.62805,-0.90694,-0.61626,0.89249,0.90567,0.73594,0.94982,1.49648,1.4838,1.21936,1.00904,0.83922,1.47281,1.49066,1.7148,1.77385,1.79124,1.79522,1.75999,1.81917,1.87378,1.87123,1.81767,1.65189,1.53894,1.67502,1.79076,1.78864,1.72716,1.56529,1.49338,1.34961,1.14922,1.04727,0.84228,,,,,,,,,,,,,
Dec1952,-0.64714,-0.98544,-1.27149,-0.94719,0.45222,0.46132,0.28425,0.58243,1.18578,1.19954,0.97151,0.78563,0.62701,1.22785,1.1725,1.44006,1.5059,1.51518,1.50184,1.51374,1.59884,1.67541,1.68819,1.63419,1.47405,1.34991,1.4435,1.54927,1.55286,1.4875,1.34544,1.29561,1.16912,0.983,0.88209,0.68151,,,,,,,,,,,,
Jan1953,-0.98156,-1.12215,-1.47609,-1.75787,-1.53996,0.00171,0.04255,-0.14054,0.26142,0.94859,0.96805,0.74024,0.57025,0.42293,1.04153,0.95508,1.24065,1.30575,1.3087,1.28098,1.33386,1.44,1.52922,1.5453,1.49975,1.34676,1.21603,1.28466,1.38233,1.38513,1.31762,1.18505,1.13976,1.01827,0.83787,0.73439,0.53729,,,,,,,,,,,
Feb1953,-0.90154,-1.25308,-1.4564,-1.69735,-1.94514,-1.8174,-0.43504,-0.35676,-0.51222,-0.13739,0.64275,0.70089,0.44769,0.31814,0.19507,0.8739,0.75621,1.0986,1.17395,1.17457,1.13438,1.20426,1.33563,1.44751,1.47571,1.43224,1.26183,1.1144,1.18803,1.28745,1.28278,1.20507,1.06378,1.02131,0.89329,0.7015,0.59604,0.39897,,,,,,,,,,
Mar1953,-0.10137,-0.78702,-1.17236,-1.38066,-1.65778,-1.89938,-1.77264,-0.49542,-0.42153,-0.56801,-0.16082,0.60008,0.6636,0.4255,0.29834,0.15984,0.82533,0.69693,1.03399,1.10645,1.10511,1.07269,1.14611,1.27461,1.38434,1.41148,1.37314,1.20667,1.05398,1.11723,1.21282,1.20755,1.12848,0.99374,0.95739,0.84092,0.65736,0.5559,0.36981,,,,,,,,,
Apr1953,-0.02186,-0.09597,-0.73546,-1.11969,-1.33194,-1.63238,-1.93788,-1.79474,-0.53785,-0.47491,-0.61942,-0.23574,0.50942,0.58634,0.34749,0.22152,0.09613,0.75894,0.61622,0.95875,1.02826,1.02511,0.99603,1.08028,1.22054,1.33442,1.35591,1.32527,1.15974,1.00729,1.06331,1.16675,1.16214,1.07905,0.94591,0.91277,0.80317,0.62244,0.52409,0.34168,,,,,,,,
May1953,-1.01674,-0.71475,-0.63055,-1.09839,-1.36066,-1.5031,-1.74377,-1.91655,-1.79214,-0.88526,-0.8078,-0.88896,-0.56827,0.19727,0.31939,0.07646,-0.01903,-0.12287,0.53785,0.37992,0.74645,0.81876,0.81239,0.79073,0.90405,1.0616,1.18798,1.21016,1.17529,1.01507,0.8579,0.90949,1.0158,1.00787,0.9198,0.79643,0.77699,0.66827,0.49107,0.39617,0.21631,,,,,,,
Jun1953,0.65254,-0.41883,-0.39172,-0.38498,-0.80114,-1.11739,-1.29586,-1.49901,-1.68644,-1.55196,-0.7181,-0.66236,-0.75891,-0.45244,0.27849,0.37877,0.14324,0.03873,-0.06073,0.56948,0.42345,0.77484,0.84369,0.83943,0.82049,0.92508,1.07222,1.19301,1.21504,1.18343,1.02068,0.8626,0.9168,1.01817,1.01037,0.92668,0.80342,0.78473,0.68194,0.51397,0.42152,0.25192,,,,,,
Jul1953,0.63109,0.71182,-0.21815,-0.26677,-0.29198,-0.7044,-1.01613,-1.20544,-1.40092,-1.58021,-1.46537,-0.6565,-0.60761,-0.70684,-0.39551,0.32013,0.41678,0.19036,0.08233,-0.01743,0.59654,0.45569,0.79981,0.86622,0.862,0.84328,0.94182,1.08419,1.20427,1.22701,1.19337,1.03358,0.87969,0.93249,1.03093,1.02256,0.94051,0.82017,0.80037,0.70096,0.53775,0.44693,0.28332,,,,,
Aug1953,-0.38065,0.08225,0.34915,-0.36193,-0.33942,-0.35354,-0.75016,-1.04203,-1.22531,-1.40887,-1.59009,-1.48442,-0.68698,-0.63772,-0.72852,-0.42341,0.28279,0.3819,0.16152,0.05825,-0.04164,0.56094,0.42274,0.75842,0.81962,0.81367,0.79753,0.89688,1.03761,1.16048,1.18516,1.15526,1.00806,0.85495,0.90578,1.00391,0.99441,0.91172,0.79373,0.7749,0.67915,0.51643,0.42448,0.26146,,,,
Sep1953,-0.32008,-0.51707,-0.19367,0.08696,-0.49923,-0.44735,-0.46129,-0.83405,-1.07087,-1.22648,-1.42104,-1.59819,-1.50352,-0.75032,-0.70133,-0.78364,-0.50069,0.19442,0.29389,0.07035,-0.00772,-0.10003,0.49772,0.35005,0.67732,0.74182,0.73553,0.72193,0.82694,0.97998,1.11265,1.13556,1.10037,0.95112,0.79489,0.84556,0.94739,0.93932,0.8556,0.73976,0.72602,0.63159,0.46915,0.37252,0.20959,,,
Oct1953,0.76946,0.34644,0.22009,0.34128,0.56069,-0.01013,-0.11555,-0.13983,-0.48073,-0.76596,-0.95465,-1.1545,-1.33596,-1.23994,-0.48546,-0.44586,-0.54262,-0.25745,0.37372,0.46,0.25168,0.15378,0.06048,0.62038,0.48424,0.79195,0.86241,0.86163,0.83948,0.93214,1.076,1.19618,1.21423,1.17534,1.02494,0.8783,0.9284,1.02258,1.01533,0.93853,0.82928,0.80718,0.71261,0.55549,0.46621,0.31776,,
Nov1953,-0.77346,-0.03144,-0.19433,-0.30345,-0.17814,0.04463,-0.38205,-0.4006,-0.39898,-0.71653,-0.94119,-1.1372,-1.34032,-1.49466,-1.44593,-0.71599,-0.67353,-0.7484,-0.49133,0.15174,0.24441,0.0299,-0.05063,-0.12474,0.46732,0.32415,0.64742,0.72225,0.72113,0.70726,0.81168,0.97555,1.11441,1.13302,1.09135,0.9287,0.77698,0.82596,0.92645,0.91778,0.83436,0.72425,0.70622,0.6113,0.44846,0.35241,0.19684,
Dec1953,0.09916,-0.50758,-0.03282,-0.13206,-0.26212,-0.18597,-0.02372,-0.36142,-0.38065,-0.38544,-0.6785,-0.89605,-1.08982,-1.28866,-1.4207,-1.34939,-0.67498,-0.64085,-0.71175,-0.46874,0.11681,0.2012,0.00671,-0.06515,-0.13164,0.44475,0.30646,0.59987,0.66472,0.66304,0.65905,0.76083,0.91607,1.05372,1.06885,1.03334,0.87975,0.73368,0.77937,0.87372,0.86754,0.78715,0.68091,0.65995,0.56451,0.40663,0.31324,0.15411
Jan1954,-0.94411,-0.57954,-1.05289,-0.57783,-0.64504,-0.76427,-0.6296,-0.44511,-0.76199,-0.70636,-0.68317,-1.00657,-1.18177,-1.37779,-1.61614,-1.71298,-1.63268,-0.91858,-0.86863,-0.91033,-0.67718,-0.07212,0.01848,-0.18629,-0.25502,-0.32396,0.2652,0.12816,0.4307,0.4968,0.49458,0.50536,0.60506,0.77075,0.91097,0.92196,0.88413,0.73909,0.5891,0.64029,0.73627,0.72678,0.64784,0.54247,0.53107,0.44123,0.28757,0.19666
Feb1954,-0.48137,-0.96803,-0.7993,-1.1995,-0.84452,-0.90744,-1.01116,-0.86618,-0.66133,-0.95149,-0.89416,-0.84573,-1.1052,-1.27464,-1.45104,-1.63708,-1.71584,-1.65497,-1.0399,-0.98887,-1.00888,-0.79254,-0.19835,-0.10895,-0.3214,-0.38313,-0.45124,0.14365,0.00906,0.32747,0.38316,0.38094,0.3993,0.50676,0.6816,0.82395,0.83782,0.80159,0.64812,0.48557,0.5424,0.64241,0.62937,0.54994,0.44656,0.43992,0.35963,0.20866
Mar1954,1.24212,0.44575,-0.22496,-0.25348,-0.64584,-0.32926,-0.39183,-0.48595,-0.39482,-0.24824,-0.51878,-0.52547,-0.50735,-0.76371,-0.98901,-1.13862,-1.31394,-1.43246,-1.3644,-0.75207,-0.71901,-0.77205,-0.54934,0.00784,0.0863,-0.09954,-0.17368,-0.24735,0.31805,0.18557,0.48549,0.53686,0.53508,0.54368,0.64806,0.80344,0.93169,0.94478,0.91066,0.76675,0.61723,0.66867,0.7629,0.75168,0.67583,0.57516,0.56472,0.48348
Apr1954,0.54908,1.01497,0.57937,-0.10753,-0.13048,-0.44661,-0.11999,-0.20796,-0.29713,-0.23937,-0.14426,-0.38494,-0.41124,-0.39877,-0.62931,-0.84913,-1.00441,-1.17821,-1.2867,-1.2288,-0.64994,-0.62642,-0.68682,-0.48363,0.03793,0.11012,-0.06147,-0.14023,-0.19756,0.35459,0.22131,0.51383,0.56727,0.56781,0.57854,0.68405,0.83664,0.96129,0.97445,0.94476,0.79995,0.65284,0.69894,0.79331,0.78184,0.70756,0.61071,0.59505
May1954,-0.74798,-0.17288,0.45264,0.11655,-0.42947,-0.41497,-0.69785,-0.45273,-0.53136,-0.60612,-0.53598,-0.42014,-0.63189,-0.62398,-0.59769,-0.83023,-1.004,-1.14587,-1.28677,-1.3634,-1.32171,-0.78534,-0.75977,-0.8047,-0.60849,-0.09516,-0.02086,-0.19545,-0.27016,-0.32299,0.22678,0.10217,0.39011,0.44328,0.44336,0.46395,0.57886,0.73303,0.86473,0.88,0.85264,0.70402,0.55281,0.60262,0.69663,0.68479,0.61151,0.51526
Jun1954,-0.0461,-0.66813,-0.23015,0.32508,0.04798,-0.43338,-0.44131,-0.71303,-0.47507,-0.5548,-0.6245,-0.56144,-0.45619,-0.64796,-0.63138,-0.60374,-0.81829,-0.97878,-1.11008,-1.24905,-1.32534,-1.28327,-0.78337,-0.75806,-0.80032,-0.61645,-0.12976,-0.05728,-0.22578,-0.29306,-0.34581,0.17391,0.06332,0.34364,0.39225,0.39263,0.41086,0.52608,0.68,0.81017,0.82376,0.79999,0.66135,0.51294,0.56449,0.65655,0.64601,0.57522
Jul1954,0.63348,0.1651,-0.44762,-0.11364,0.39195,0.1168,-0.35619,-0.36957,-0.64979,-0.41957,-0.49828,-0.56612,-0.51006,-0.41184,-0.58603,-0.56641,-0.54187,-0.74785,-0.91809,-1.04708,-1.19304,-1.28006,-1.2381,-0.74136,-0.71673,-0.75805,-0.57614,-0.0974,-0.02861,-0.19615,-0.2583,-0.30954,0.20333,0.09625,0.37216,0.42035,0.4201,0.4379,0.54852,0.69921,0.82505,0.83727,0.8154,0.68269,0.53836,0.58656,0.67597,0.66466
Aug1954,0.6922,0.69902,0.32171,-0.21631,0.04026,0.47313,0.22143,-0.24069,-0.27276,-0.53944,-0.31396,-0.39142,-0.45671,-0.41038,-0.31908,-0.48853,-0.47091,-0.45092,-0.65274,-0.83693,-0.97185,-1.12964,-1.22629,-1.18528,-0.67644,-0.65256,-0.69689,-0.51751,-0.04965,0.01386,-0.15242,-0.22062,-0.26411,0.25086,0.14432,0.4173,0.46459,0.46412,0.47917,0.58591,0.73522,0.85615,0.86597,0.84441,0.7132,0.57239,0.61945,0.70785
Sep1954,-0.21787,0.15433,0.32512,0.11315,-0.33472,-0.08034,0.32457,0.08969,-0.30685,-0.32602,-0.56691,-0.38216,-0.45187,-0.51172,-0.46505,-0.37802,-0.54675,-0.52876,-0.51232,-0.71086,-0.88169,-1.00298,-1.15944,-1.24788,-1.20495,-0.71432,-0.69127,-0.73146,-0.56586,-0.11219,-0.04728,-0.21834,-0.28746,-0.32721,0.19004,0.08722,0.35891,0.40865,0.41079,0.43025,0.54281,0.69664,0.81971,0.82604,0.8052,0.675,0.53812,0.58126
Oct1954,-1.29925,-1.24448,-1.0669,-0.81875,-0.80344,-1.07937,-0.72723,-0.23102,-0.44653,-0.73126,-0.70368,-0.94014,-0.7762,-0.82206,-0.88233,-0.81436,-0.68992,-0.85333,-0.83321,-0.79914,-1.008,-1.16002,-1.26135,-1.3943,-1.45096,-1.40445,-0.95806,-0.92744,-0.94784,-0.79333,-0.33812,-0.26507,-0.43431,-0.48685,-0.52364,-0.03335,-0.11803,0.14474,0.19369,0.19726,0.22677,0.33849,0.50048,0.63176,0.64313,0.62791,0.49949,0.35034
Nov1954,-0.07157,-1.11558,-1.13117,-0.97003,-0.79121,-0.81944,-1.05051,-0.74126,-0.27136,-0.47391,-0.73523,-0.72309,-0.97304,-0.82813,-0.88148,-0.93904,-0.87342,-0.75289,-0.92309,-0.9082,-0.88003,-1.08433,-1.24038,-1.32659,-1.45706,-1.51405,-1.46606,-1.03217,-1.00016,-1.01888,-0.86645,-0.41042,-0.33209,-0.50412,-0.55534,-0.58983,-0.08522,-0.16917,0.09584,0.14605,0.14796,0.17841,0.29622,0.46549,0.60151,0.61092,0.59257,0.46193
Dec1954,0.57205,0.26807,-0.65348,-0.66145,-0.5306,-0.42807,-0.47425,-0.69043,-0.47228,-0.08344,-0.24232,-0.51408,-0.51403,-0.75848,-0.61941,-0.67462,-0.73379,-0.68663,-0.58811,-0.73917,-0.72636,-0.70991,-0.90186,-1.05908,-1.15899,-1.32104,-1.38975,-1.3397,-0.8967,-0.87013,-0.899,-0.74982,-0.30883,-0.23343,-0.40134,-0.46816,-0.51083,-0.01239,-0.09221,0.15726,0.20702,0.20815,0.23189,0.33621,0.49573,0.63121,0.63876,0.61633
Jan1955,0.52312,0.53456,0.34978,-0.44986,-0.48328,-0.37086,-0.27772,-0.33004,-0.5443,-0.31645,0.04474,-0.09833,-0.39224,-0.40245,-0.65149,-0.51231,-0.58456,-0.64589,-0.60238,-0.49822,-0.66633,-0.66065,-0.64931,-0.84159,-1.0091,-1.11963,-1.28803,-1.35511,-1.30923,-0.84893,-0.82475,-0.85709,-0.70237,-0.24671,-0.17099,-0.33908,-0.40606,-0.44968,0.04252,-0.03989,0.21322,0.25931,0.26232,0.27703,0.38306,0.5341,0.66313,0.66988
Feb1955,2.42859,1.9002,1.80396,1.71615,1.36242,1.14549,1.20262,1.2088,1.12441,0.85663,0.85593,1.03062,0.91785,0.63616,0.59224,0.39622,0.50988,0.42403,0.37917,0.3926,0.42149,0.24935,0.21699,0.18025,0.0268,-0.1802,-0.32535,-0.49325,-0.63716,-0.59591,-0.10715,-0.09811,-0.15167,-0.00501,0.41457,0.46264,0.30059,0.21887,0.15981,0.64181,0.54788,0.78895,0.83131,0.83222,0.82469,0.90337,1.01985,1.10979
Mar1955,-0.41085,2.18794,1.79438,1.70312,1.57266,1.1859,0.99175,1.06472,1.07548,0.98664,0.74965,0.7541,0.93958,0.8408,0.5647,0.50384,0.30195,0.40598,0.32105,0.2699,0.28165,0.31833,0.15471,0.12612,0.09796,-0.04504,-0.24707,-0.38478,-0.54004,-0.67309,-0.63068,-0.17089,-0.16134,-0.21104,-0.0588,0.34694,0.39396,0.23723,0.16415,0.10812,0.57197,0.48232,0.71799,0.75897,0.75941,0.75643,0.83845,0.95678
Apr1955,-0.67864,-0.69633,1.64126,1.52549,1.45673,1.30498,0.88665,0.74988,0.83028,0.83349,0.71503,0.50753,0.53791,0.75607,0.65243,0.37204,0.32893,0.12025,0.22096,0.14688,0.09141,0.10144,0.14582,-0.01664,-0.03955,-0.06107,-0.19773,-0.39051,-0.50338,-0.65032,-0.76557,-0.72977,-0.29605,-0.28237,-0.32106,-0.16328,0.23904,0.29121,0.1386,0.06797,0.01249,0.46939,0.37622,0.61538,0.65586,0.65713,0.66036,0.74101
May1955,-1.39499,-1.31019,-1.25646,0.9422,0.89099,0.92977,0.82449,0.31501,0.20982,0.30315,0.32312,0.22488,0.04572,0.14271,0.42476,0.32424,0.06101,0.04361,-0.18746,-0.08071,-0.14089,-0.19427,-0.18058,-0.11656,-0.25683,-0.27112,-0.28497,-0.42583,-0.6033,-0.70782,-0.8534,-0.94423,-0.9112,-0.49369,-0.47589,-0.50332,-0.34837,0.04908,0.11147,-0.03633,-0.10191,-0.16118,0.29362,0.20696,0.44841,0.4888,0.49141,0.49737
Jun1955,0.41529,-0.88618,-1.00726,-0.99677,0.92929,0.88382,0.92764,0.82262,0.34688,0.23443,0.32322,0.34353,0.24385,0.0784,0.18193,0.43861,0.33461,0.07487,0.0586,-0.16325,-0.05489,-0.11297,-0.16521,-0.14968,-0.08673,-0.22621,-0.24258,-0.25641,-0.39055,-0.55911,-0.65994,-0.79371,-0.88206,-0.84747,-0.45153,-0.43628,-0.4647,-0.31393,0.06596,0.12933,-0.01294,-0.07519,-0.12832,0.30499,0.22511,0.45648,0.49616,0.4983
Jul1955,-0.44885,0.06773,-1.00015,-1.0748,-1.06088,0.83307,0.77989,0.83828,0.73394,0.24831,0.14938,0.23166,0.25142,0.15879,0.01475,0.12953,0.38898,0.28795,0.03328,0.01844,-0.2014,-0.09502,-0.15692,-0.20867,-0.19114,-0.12255,-0.26224,-0.27569,-0.28896,-0.42324,-0.58277,-0.67994,-0.81295,-0.89685,-0.8619,-0.4696,-0.45409,-0.48028,-0.33218,0.04635,0.11055,-0.02985,-0.08882,-0.13804,0.2859,0.20667,0.43363,0.47118
Aug1955,-0.31123,-0.48183,-0.15881,-1.01846,-1.07185,-1.06373,0.7231,0.68196,0.74732,0.64747,0.1834,0.09918,0.17745,0.19319,0.11081,-0.01893,0.10361,0.36028,0.26233,0.01542,-0.00122,-0.21699,-0.11039,-0.17439,-0.2287,-0.21,-0.14004,-0.28232,-0.29839,-0.31308,-0.44773,-0.6091,-0.6998,-0.83246,-0.91276,-0.87803,-0.48666,-0.47019,-0.49644,-0.35037,0.03087,0.09438,-0.04644,-0.10531,-0.15422,0.26791,0.19039,0.41654
Sep1955,-0.58987,-0.71922,-0.81665,-0.47297,-1.16419,-1.17671,-1.17336,0.48258,0.46476,0.54269,0.46988,0.01213,-0.05576,0.0249,0.04754,-0.03075,-0.15212,-0.02107,0.23737,0.13495,-0.08454,-0.09273,-0.30057,-0.20374,-0.27276,-0.32211,-0.30311,-0.2299,-0.37625,-0.39525,-0.40733,-0.54329,-0.69575,-0.78124,-0.90805,-0.97753,-0.9459,-0.56866,-0.54984,-0.5724,-0.42823,-0.04348,0.02408,-0.11966,-0.17735,-0.22384,0.20422,0.1225
