DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Apr1952,1.95585,1.83082,1.31817,1.04927,0.57006,1.63316,1.60555,1.81146,1.86151,1.89762,1.92366,1.83179,1.92647,2.01036,1.96414,1.85938,1.65418,1.53789,1.67475,1.72529,1.70741,1.66576,1.60155,1.55063,1.4623,1.3815,1.30823,1.21235,,,,,,,,,,,,,,,,,,,,
May1952,1.04193,1.81052,1.81537,1.46497,1.26078,0.80931,1.74972,1.77457,1.97788,2.02036,2.06792,2.10352,1.98718,2.06293,2.13394,2.08322,1.94357,1.74068,1.6372,1.77209,1.8243,1.80573,1.77233,1.70396,1.6411,1.54928,1.47092,1.39041,1.29661,,,,,,,,,,,,,,,,,,,
Jun1952,-0.38259,0.60019,1.578,1.62904,1.27354,1.07959,0.66195,1.66576,1.65397,1.89926,1.94098,1.97367,1.99794,1.90282,1.97651,2.0632,2.02025,1.88272,1.68265,1.57702,1.70503,1.75739,1.74005,1.70164,1.63156,1.57774,1.48821,1.40909,1.32927,1.23169,,,,,,,,,,,,,,,,,,
Jul1952,0.84685,0.03014,0.75521,1.64501,1.70349,1.34591,1.13269,0.72863,1.71862,1.70302,1.94772,1.98761,2.02662,2.03719,1.92036,1.98159,2.06862,2.01831,1.88588,1.68997,1.59142,1.72274,1.77728,1.75921,1.71999,1.64514,1.59265,1.50284,1.42473,1.34527,1.24797,,,,,,,,,,,,,,,,,
Aug1952,2.89191,2.66013,2.13031,1.98683,2.23318,2.25004,1.97083,1.7791,1.47384,2.12184,2.14151,2.25812,2.28363,2.34924,2.37421,2.19346,2.19796,2.25605,2.19605,2.07262,1.91247,1.84628,1.97788,2.02371,2.01284,1.99116,1.91312,1.85351,1.77495,1.71084,1.63093,1.54175,,,,,,,,,,,,,,,,
Sep1952,0.87536,2.18084,2.15899,1.94788,1.91533,2.14668,2.18127,1.94999,1.76833,1.49583,2.07429,2.12404,2.25028,2.27707,2.3484,2.36603,2.2174,2.22496,2.26999,2.2166,2.08813,1.92545,1.86361,2.0043,2.05841,2.04225,2.02098,1.94639,1.88642,1.81835,1.75809,1.68442,1.59322,,,,,,,,,,,,,,,
Oct1952,-0.3701,0.09177,1.72417,1.73997,1.51545,1.62847,2.01691,2.02637,1.75361,1.57656,1.33208,1.95514,2.02641,2.16614,2.19157,2.24227,2.2483,2.10392,2.11128,2.15368,2.12627,2.04442,1.87954,1.81167,1.9685,2.04317,2.02396,1.99351,1.91234,1.86634,1.78472,1.71437,1.63256,1.53766,,,,,,,,,,,,,,
Nov1952,-0.46486,-0.77205,-0.32637,1.09983,1.14841,1.01948,1.17383,1.62683,1.67528,1.46611,1.30631,1.07615,1.72767,1.78048,1.95555,2.0098,2.0641,2.06881,2.01137,2.05902,2.12858,2.1107,2.02809,1.85287,1.78604,1.94094,2.03815,2.02768,1.99422,1.91206,1.86545,1.77915,1.70578,1.60699,1.50795,,,,,,,,,,,,,
Dec1952,-0.46899,-0.77312,-1.06222,-0.6162,0.68853,0.73317,0.59698,0.81465,1.31107,1.39263,1.2395,1.08476,0.84824,1.47569,1.45736,1.66039,1.71253,1.74078,1.73532,1.73232,1.83171,1.92042,1.92317,1.84815,1.67584,1.59969,1.71406,1.79798,1.79102,1.75664,1.69221,1.6661,1.58892,1.52268,1.43255,1.34727,,,,,,,,,,,,
Jan1953,-0.79997,-0.88456,-1.17025,-1.51597,-1.11801,0.29706,0.3517,0.22482,0.53553,1.08892,1.16841,1.02374,0.9029,0.69443,1.3013,1.26239,1.4674,1.51078,1.52123,1.51308,1.54332,1.66544,1.75775,1.76149,1.70197,1.55206,1.48,1.56898,1.63911,1.62824,1.59244,1.53353,1.51865,1.43732,1.37438,1.29031,1.2071,,,,,,,,,,,
Feb1953,-0.4708,-0.97823,-1.07999,-1.29285,-1.65376,-1.34027,0.00631,0.07902,-0.05811,0.25986,0.88006,0.98754,0.82387,0.73423,0.54826,1.20125,1.14814,1.38672,1.43448,1.44372,1.42586,1.46904,1.606,1.71509,1.72676,1.66405,1.49792,1.42472,1.50999,1.58231,1.56389,1.52245,1.46084,1.44125,1.34817,1.28144,1.20013,1.11951,,,,,,,,,,
Mar1953,0.11749,-0.3292,-0.86734,-0.99542,-1.21992,-1.53122,-1.24145,0.01329,0.07957,-0.05742,0.2726,0.87138,0.97093,0.82342,0.74517,0.52947,1.18398,1.11586,1.36268,1.4125,1.42292,1.40967,1.45343,1.59165,1.70126,1.71049,1.64724,1.47902,1.39898,1.48272,1.55124,1.53464,1.49195,1.43126,1.40347,1.31568,1.24987,1.1728,1.09348,,,,,,,,,
Apr1953,0.17675,0.1497,-0.28399,-0.78297,-0.95873,-1.1575,-1.4556,-1.18666,-0.0014,0.05249,-0.09552,0.23931,0.83094,0.93336,0.77865,0.6999,0.50655,1.16661,1.08688,1.33687,1.38649,1.39808,1.38398,1.42952,1.57201,1.68588,1.68772,1.63183,1.47407,1.39546,1.48121,1.55783,1.54239,1.49774,1.43255,1.40272,1.31451,1.24627,1.16625,1.08824,,,,,,,,
May1953,-0.72844,-0.37087,-0.26547,-0.60443,-1.00777,-1.10863,-1.29273,-1.50364,-1.28851,-0.29855,-0.23501,-0.35361,-0.02981,0.62334,0.76017,0.60161,0.53533,0.36015,1.04747,0.95146,1.22568,1.27911,1.29048,1.27914,1.33224,1.48081,1.60049,1.59626,1.54329,1.39017,1.31536,1.39884,1.4791,1.46151,1.41059,1.34847,1.32833,1.24399,1.17191,1.09148,1.01285,,,,,,,
Jun1953,0.84057,-0.06001,-0.03571,-0.02386,-0.3214,-0.74524,-0.92622,-1.10277,-1.31132,-1.09273,-0.15045,-0.09207,-0.21401,0.09407,0.71226,0.82947,0.67313,0.6039,0.44128,1.10297,1.00839,1.27024,1.32088,1.33171,1.3186,1.3684,1.50965,1.62603,1.61922,1.56076,1.41141,1.33372,1.41819,1.49307,1.47769,1.43031,1.36802,1.34339,1.25785,1.18372,1.1042,1.03295,,,,,,
Jul1953,0.22924,0.71216,-0.02916,-0.01892,-0.01973,-0.3068,-0.70166,-0.89643,-1.06631,-1.26624,-1.0596,-0.14896,-0.0947,-0.20777,0.09911,0.70837,0.82293,0.66737,0.60245,0.4415,1.09668,1.00469,1.26536,1.31432,1.32395,1.30931,1.35956,1.49897,1.61524,1.60882,1.54717,1.40081,1.32358,1.40624,1.47989,1.46415,1.41606,1.35338,1.33146,1.24618,1.17295,1.09452,1.02563,,,,,
Aug1953,-0.23558,-0.04425,0.39116,-0.14194,-0.08686,-0.07421,-0.33494,-0.70257,-0.89813,-1.05476,-1.25589,-1.05332,-0.16787,-0.11836,-0.22444,0.07037,0.6653,0.77781,0.62747,0.57402,0.42126,1.0601,0.96722,1.22163,1.26796,1.27385,1.26197,1.31511,1.45279,1.57084,1.56824,1.51123,1.3838,1.3055,1.38603,1.46053,1.44403,1.39526,1.33297,1.31382,1.22891,1.15543,1.0754,1.00659,,,,
Sep1953,-0.22577,-0.3514,-0.22862,0.14633,-0.29207,-0.19758,-0.16938,-0.41662,-0.74268,-0.91331,-1.07274,-1.26415,-1.07561,-0.23814,-0.18915,-0.28607,-0.00689,0.58503,0.70746,0.55295,0.50821,0.36672,1.00312,0.90708,1.16249,1.2092,1.21533,1.20516,1.26363,1.40986,1.53301,1.53679,1.47679,1.35354,1.27033,1.34789,1.42494,1.40709,1.35682,1.29723,1.28293,1.20028,1.12478,1.04392,0.97477,,,
Oct1953,0.75688,0.40714,0.31529,0.33702,0.5915,0.15355,0.12605,0.13262,-0.08011,-0.43521,-0.66337,-0.83577,-1.02808,-0.8332,-0.03186,0.01249,-0.0887,0.17797,0.72136,0.8237,0.68021,0.61632,0.4727,1.09029,1.00416,1.25639,1.30625,1.31587,1.2969,1.35912,1.50093,1.61635,1.61119,1.54961,1.42114,1.33555,1.40652,1.48192,1.46303,1.41633,1.35724,1.33166,1.24756,1.17508,1.09783,1.03078,,
Nov1953,-0.35547,0.10834,-0.02171,-0.08161,-0.04981,0.1829,-0.11879,-0.09006,-0.04957,-0.25137,-0.54911,-0.75655,-0.94549,-1.12415,-0.95177,-0.20986,-0.17045,-0.2595,-0.01684,0.53788,0.65574,0.50497,0.45833,0.34053,0.99786,0.91073,1.1867,1.24434,1.25774,1.24469,1.31238,1.47255,1.60811,1.59443,1.53199,1.389,1.30138,1.36936,1.45204,1.43015,1.37718,1.3185,1.29504,1.2093,1.13372,1.0506,0.97864,
Dec1953,0.3478,-0.05371,0.30101,0.19125,0.09937,0.08888,0.2513,0.01802,0.02365,0.03052,-0.13522,-0.41354,-0.61812,-0.7959,-0.9539,-0.79217,-0.12645,-0.09274,-0.16861,0.04031,0.52493,0.62877,0.4931,0.45565,0.34238,0.97301,0.88899,1.13603,1.18773,1.19959,1.19421,1.26388,1.4174,1.54707,1.53472,1.48994,1.35111,1.27203,1.33567,1.41836,1.399,1.35105,1.29934,1.28654,1.20779,1.1291,1.03887,0.96916
Jan1954,-0.44066,-0.13153,-0.409,-0.06903,-0.13927,-0.22401,-0.22351,-0.03014,-0.2086,-0.15479,-0.14105,-0.31401,-0.58179,-0.77951,-0.98438,-1.15986,-0.97382,-0.23427,-0.19049,-0.26583,-0.05262,0.42889,0.53317,0.4032,0.36031,0.24073,0.87834,0.78092,1.02258,1.07418,1.0835,1.08798,1.16044,1.30296,1.42375,1.41338,1.36897,1.23497,1.15914,1.2232,1.29757,1.27971,1.23037,1.1857,1.17733,1.10703,1.03579,0.95168
Feb1954,-0.3021,-0.66972,-0.36551,-0.61038,-0.34962,-0.39436,-0.45704,-0.4394,-0.25812,-0.43426,-0.38282,-0.34062,-0.48803,-0.72169,-0.87363,-1.05169,-1.20692,-1.04565,-0.36389,-0.3141,-0.3847,-0.17742,0.3105,0.4205,0.28418,0.25141,0.13443,0.79067,0.68974,0.94487,0.9914,1.00029,1.00823,1.08388,1.2238,1.34653,1.3425,1.30294,1.16157,1.07266,1.14434,1.21402,1.19392,1.14109,1.09824,1.09477,1.02588,0.95401
Mar1954,1.16345,0.50283,-0.02518,0.02321,-0.19212,0.06482,0.00935,-0.04882,-0.05981,0.08004,-0.08186,-0.07516,-0.05923,-0.18501,-0.43858,-0.60602,-0.77715,-0.91967,-0.78041,-0.16742,-0.12787,-0.19512,-0.00777,0.44241,0.54431,0.42082,0.3822,0.27266,0.89849,0.79897,1.04011,1.08477,1.09517,1.09697,1.1641,1.29504,1.40941,1.40711,1.36831,1.2349,1.15354,1.22439,1.29077,1.27143,1.22219,1.18043,1.17804,1.10996
Apr1954,0.31823,0.84205,0.44509,-0.06252,-0.01389,-0.16634,0.10162,0.04873,-0.01421,-0.03688,0.07677,-0.06254,-0.0571,-0.03609,-0.16276,-0.40102,-0.56541,-0.73638,-0.86566,-0.73546,-0.14391,-0.11073,-0.17488,0.00508,0.44035,0.53538,0.41123,0.37007,0.27361,0.90302,0.79726,1.04403,1.09197,1.10273,1.10258,1.17123,1.30705,1.42321,1.41709,1.38219,1.24609,1.16449,1.23936,1.30979,1.28906,1.2363,1.19012,1.18483
May1954,-0.71571,-0.26298,0.34821,0.06543,-0.35005,-0.26047,-0.40634,-0.20735,-0.2575,-0.30743,-0.31462,-0.19303,-0.3158,-0.28041,-0.23825,-0.36818,-0.56738,-0.70599,-0.86779,-0.97392,-0.85518,-0.28643,-0.25183,-0.30577,-0.11981,0.32348,0.4224,0.29894,0.25478,0.16073,0.80781,0.70118,0.95131,0.99932,1.00778,1.01037,1.08908,1.23713,1.35603,1.35043,1.31676,1.1727,1.08463,1.16122,1.23277,1.21271,1.15811,1.11083
Jun1954,0.06791,-0.58125,-0.29077,0.24674,0.00909,-0.36465,-0.28737,-0.43279,-0.23103,-0.28703,-0.33128,-0.33321,-0.21372,-0.32824,-0.28558,-0.25002,-0.37698,-0.56766,-0.70677,-0.86892,-0.96967,-0.85255,-0.29436,-0.26016,-0.30933,-0.12731,0.30104,0.39729,0.27671,0.23677,0.13816,0.76201,0.66036,0.9068,0.95481,0.96442,0.96739,1.0456,1.19167,1.3065,1.30096,1.27303,1.13332,1.04739,1.12266,1.19414,1.17479,1.12027
Jul1954,0.86026,0.35454,-0.29798,-0.12241,0.35165,0.11979,-0.24492,-0.19689,-0.35505,-0.14944,-0.20866,-0.2532,-0.26097,-0.14314,-0.25137,-0.20959,-0.18049,-0.299,-0.49208,-0.63324,-0.79842,-0.90621,-0.79186,-0.24185,-0.20835,-0.25432,-0.07881,0.33813,0.43047,0.31219,0.27585,0.17871,0.79119,0.69106,0.93284,0.97992,0.98889,0.99038,1.06603,1.20641,1.31555,1.3085,1.28293,1.14603,1.06379,1.13651,1.20476,1.18551
Aug1954,0.8493,0.91592,0.53727,-0.01511,0.06988,0.46175,0.26389,-0.09747,-0.08584,-0.23173,-0.02544,-0.08259,-0.12872,-0.14437,-0.03677,-0.14683,-0.10962,-0.08576,-0.19954,-0.39564,-0.5411,-0.71204,-0.82441,-0.71224,-0.16539,-0.13391,-0.1797,-0.01309,0.38567,0.47265,0.35606,0.31732,0.22817,0.8339,0.7341,0.97413,1.02072,1.02907,1.02834,1.1021,1.23934,1.34521,1.33452,1.31069,1.17633,1.09685,1.16746,1.23505
Sep1954,0.22788,0.55796,0.71866,0.48105,-0.00382,0.07903,0.44097,0.26927,-0.07786,-0.06915,-0.19781,-0.01705,-0.07579,-0.11829,-0.13472,-0.03058,-0.14587,-0.11217,-0.08347,-0.19756,-0.3846,-0.51514,-0.68285,-0.79786,-0.69152,-0.15984,-0.12773,-0.1749,-0.01177,0.37857,0.46718,0.3441,0.30065,0.21233,0.82591,0.72597,0.96707,1.01476,1.02456,1.02456,1.1019,1.24243,1.34708,1.33583,1.31166,1.17733,1.09837,1.16932
Oct1954,-1.29974,-1.0558,-0.77302,-0.49644,-0.48546,-0.78755,-0.57495,-0.11002,-0.26993,-0.51289,-0.42922,-0.57405,-0.42472,-0.46581,-0.503,-0.5002,-0.37948,-0.46849,-0.41347,-0.36642,-0.49118,-0.67417,-0.785,-0.9487,-1.04184,-0.93831,-0.42831,-0.38853,-0.42754,-0.26389,0.15414,0.2536,0.12888,0.09473,-0.00599,0.61141,0.51781,0.75879,0.80653,0.81564,0.82639,0.90897,1.05926,1.17364,1.16981,1.13794,1.00028,0.91193
Nov1954,-0.00544,-1.07653,-0.94416,-0.70198,-0.49956,-0.52974,-0.75195,-0.58137,-0.15207,-0.30724,-0.51708,-0.44344,-0.60924,-0.48311,-0.5208,-0.56366,-0.56417,-0.45081,-0.54987,-0.50309,-0.46148,-0.58155,-0.75402,-0.85028,-1.00813,-1.10185,-1.00529,-0.51033,-0.46992,-0.50883,-0.34674,0.07654,0.18812,0.06387,0.02937,-0.065,0.58363,0.47879,0.73302,0.78198,0.78909,0.80097,0.88867,1.04767,1.16901,1.16297,1.12899,0.98637
Dec1954,0.51217,0.26436,-0.53763,-0.43801,-0.27599,-0.15846,-0.20943,-0.406,-0.30385,0.02244,-0.10096,-0.30923,-0.26053,-0.41702,-0.29487,-0.33969,-0.38342,-0.39044,-0.28944,-0.38984,-0.36344,-0.33584,-0.44757,-0.61364,-0.71197,-0.86859,-0.9631,-0.87063,-0.39199,-0.35699,-0.39776,-0.24905,0.14873,0.25689,0.13281,0.08539,-0.00424,0.61381,0.51937,0.75579,0.8055,0.81423,0.82512,0.90928,1.07351,1.19236,1.17728,1.14753
Jan1955,0.50926,0.45851,0.30412,-0.35824,-0.2806,-0.14669,-0.05693,-0.08475,-0.25868,-0.15537,0.14244,0.03742,-0.18267,-0.13726,-0.29977,-0.1673,-0.22884,-0.27359,-0.27953,-0.17819,-0.29519,-0.28851,-0.26681,-0.37883,-0.56015,-0.67646,-0.84333,-0.9298,-0.83109,-0.33509,-0.30137,-0.33624,-0.18868,0.21624,0.31657,0.19241,0.14579,0.05125,0.64819,0.55812,0.78754,0.83306,0.84043,0.84701,0.92942,1.08508,1.19906,1.18371
Feb1955,2.35857,1.92009,1.76331,1.60252,1.38139,1.29192,1.33339,1.36299,1.3129,1.08493,1.02652,1.16176,1.07587,0.8632,0.84409,0.7136,0.83106,0.76081,0.7255,0.71332,0.75084,0.62445,0.59255,0.5752,0.49305,0.30463,0.17005,0.04028,-0.06963,0.00675,0.46302,0.49054,0.44824,0.56696,0.87773,0.94418,0.82649,0.77691,0.69941,1.23055,1.14368,1.34611,1.38689,1.39787,1.39336,1.44891,1.568,1.63665
Mar1955,-0.22489,2.23354,1.8799,1.72044,1.5261,1.28354,1.20745,1.25656,1.28857,1.23457,1.01363,0.96272,1.09586,1.02554,0.82473,0.77921,0.64358,0.7474,0.67366,0.63225,0.61989,0.67508,0.54686,0.51656,0.50412,0.42595,0.24118,0.11603,-0.00469,-0.11383,-0.0387,0.40048,0.42757,0.38612,0.51309,0.82368,0.889,0.77483,0.72897,0.65164,1.17032,1.08998,1.28827,1.32695,1.33619,1.33291,1.3941,1.51127
Apr1955,-0.72073,-0.59762,1.84574,1.67126,1.55048,1.3326,1.03912,0.99995,1.06057,1.09125,1.02234,0.81941,0.78078,0.93243,0.85667,0.65339,0.63492,0.50082,0.59683,0.52911,0.48704,0.47053,0.53191,0.40771,0.38015,0.367,0.28554,0.10278,-0.00892,-0.12802,-0.23727,-0.16475,0.27384,0.30073,0.26161,0.39736,0.72463,0.79407,0.67976,0.63351,0.55133,1.08699,1.00483,1.21532,1.25512,1.26165,1.2564,1.31974
May1955,-1.33884,-1.29635,-1.11146,1.33965,1.23061,1.15617,1.00682,0.62211,0.61043,0.68985,0.72344,0.64959,0.46935,0.4741,0.675,0.60189,0.40467,0.41663,0.26345,0.36357,0.30329,0.2639,0.24837,0.32367,0.20996,0.19281,0.18542,0.10524,-0.07692,-0.18551,-0.30563,-0.40327,-0.33255,0.10426,0.13273,0.09481,0.23464,0.57408,0.6542,0.54131,0.49494,0.40284,0.95222,0.86695,1.08483,1.12784,1.1348,1.13161
Jun1955,0.214,-0.92585,-1.05569,-0.96795,1.25466,1.15623,1.10925,0.97615,0.59737,0.58054,0.66173,0.69886,0.62766,0.45917,0.47182,0.65961,0.58393,0.39371,0.41421,0.26923,0.36067,0.30313,0.26192,0.24603,0.32365,0.21215,0.18725,0.1785,0.10088,-0.07341,-0.18502,-0.30675,-0.39854,-0.3275,0.09333,0.12131,0.08279,0.22073,0.5516,0.6297,0.51997,0.47564,0.3927,0.92784,0.84498,1.05928,1.10179,1.10769
Jul1955,-0.39043,-0.08057,-1.00956,-1.10562,-1.01661,1.1893,1.07743,1.04271,0.913,0.52668,0.51611,0.59578,0.63154,0.56446,0.40745,0.42839,0.61608,0.54031,0.35792,0.37885,0.23707,0.32729,0.26859,0.22661,0.21195,0.29362,0.18196,0.15773,0.14939,0.07298,-0.09351,-0.2033,-0.32346,-0.41373,-0.34297,0.07249,0.10038,0.06495,0.20039,0.53026,0.60846,0.50029,0.4567,0.37667,0.89866,0.81774,1.02639,1.06711
Aug1955,-0.25044,-0.38186,-0.25248,-0.98788,-1.06907,-0.99419,1.06868,0.96739,0.94485,0.82929,0.46545,0.46481,0.53963,0.56977,0.50775,0.36478,0.39426,0.57769,0.50365,0.33476,0.35917,0.2192,0.30882,0.25032,0.2076,0.19257,0.2747,0.16275,0.13609,0.12693,0.05021,-0.11508,-0.22094,-0.3411,-0.42941,-0.35869,0.05448,0.08095,0.04642,0.18043,0.51185,0.58988,0.48191,0.43874,0.36133,0.88019,0.79915,1.00732
Sep1955,-0.82028,-0.85697,-0.88579,-0.66384,-1.19897,-1.23732,-1.16423,0.82739,0.73475,0.72552,0.64936,0.27245,0.28102,0.36181,0.39572,0.33952,0.2056,0.24523,0.44503,0.36616,0.20914,0.24867,0.11105,0.19545,0.13353,0.09548,0.0841,0.16581,0.05968,0.03614,0.03192,-0.0523,-0.2147,-0.32037,-0.43536,-0.51378,-0.44473,-0.03741,-0.00846,-0.04207,0.09403,0.43161,0.51309,0.40468,0.36399,0.28871,0.81151,0.7305
Oct1955,0.96568,0.37851,0.28374,0.17377,0.18744,-0.45185,-0.67932,-0.68989,1.05744,0.96,0.97021,0.88207,0.54043,0.52654,0.59643,0.63038,0.57285,0.43878,0.46601,0.6347,0.55933,0.38461,0.4079,0.28716,0.36052,0.29078,0.25658,0.24889,0.32108,0.21151,0.18906,0.18099,0.09933,-0.06705,-0.18062,-0.28501,-0.35976,-0.29588,0.10578,0.13405,0.09997,0.23121,0.55175,0.62542,0.52006,0.48275,0.41037,0.90338
