DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Dec1950,-0.34977,-0.84287,-0.67178,-0.07692,0.03152,-0.15244,-0.3277,-0.24693,-0.41088,-0.66596,-0.75505,-0.9139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan1951,0.57218,-0.00629,-0.49367,-0.39615,0.07495,0.15217,-0.0201,-0.16525,-0.10382,-0.24002,-0.49076,-0.56213,-0.75109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb1951,0.76655,0.71685,0.30285,-0.13511,-0.06659,0.29918,0.35951,0.21227,0.09134,0.10642,-0.05584,-0.27882,-0.32563,-0.52077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar1951,1.0952,1.09856,0.97854,0.57115,0.19071,0.26237,0.55795,0.60381,0.4628,0.34455,0.36022,0.18377,-0.04876,-0.09046,-0.29143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr1951,0.95832,1.19528,1.27244,1.17225,0.76775,0.39873,0.50041,0.75516,0.79942,0.66082,0.53281,0.52679,0.34113,0.10888,0.06374,-0.14231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May1951,1.00084,1.11693,1.30501,1.41976,1.32131,0.9421,0.61106,0.69743,0.90628,0.94988,0.82259,0.70155,0.67598,0.49511,0.27189,0.2199,0.0179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun1951,0.05245,0.78509,0.98226,1.20248,1.30578,1.23237,0.88963,0.58213,0.65861,0.86123,0.90283,0.77708,0.65806,0.63945,0.47044,0.25418,0.19582,0.00718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul1951,0.32278,0.04954,0.77564,0.97495,1.18607,1.29185,1.20175,0.86996,0.56772,0.64561,0.84647,0.88804,0.76281,0.64325,0.62904,0.46728,0.25714,0.19828,0.01588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug1951,0.8809,0.65007,0.30907,0.87927,1.02134,1.20387,1.30633,1.21591,0.90113,0.61448,0.69209,0.87893,0.91816,0.8004,0.68746,0.66807,0.51744,0.31414,0.25463,0.07329,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep1951,1.58492,1.57052,1.47004,1.29553,1.38004,1.41674,1.5495,1.58979,1.46745,1.16973,0.92217,1.01365,1.16412,1.19369,1.09943,0.99513,0.95511,0.80504,0.60033,0.52839,0.33652,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct1951,-0.08348,0.91581,1.06576,1.02745,0.9551,1.18219,1.30278,1.42405,1.46199,1.35545,1.08927,0.85567,0.93672,1.08593,1.11738,1.02301,0.92019,0.89311,0.74928,0.55471,0.48315,0.28922,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov1951,1.80351,1.69439,1.99554,1.98952,1.92016,1.88492,1.84145,1.88395,1.90749,1.88919,1.7507,1.50326,1.32382,1.43574,1.53693,1.55702,1.49602,1.42193,1.36001,1.22366,1.02002,0.93402,0.73852,,,,,,,,,,,,,,,,,,,,,,,,,
Dec1951,-0.65415,1.01623,0.90518,1.27329,1.30361,1.27965,1.2675,1.35922,1.43048,1.54542,1.5876,1.47142,1.2528,1.07489,1.14119,1.25637,1.28129,1.21513,1.13436,1.09298,0.96806,0.79138,0.72703,0.55353,,,,,,,,,,,,,,,,,,,,,,,,
Jan1952,0.0131,-0.55474,0.72463,0.66186,1.05727,1.09121,1.07099,1.04657,1.18051,1.25561,1.35761,1.40955,1.3377,1.15595,0.98829,1.04624,1.15823,1.182,1.11931,1.04208,1.01185,0.89928,0.73336,0.67385,0.50671,,,,,,,,,,,,,,,,,,,,,,,
Feb1952,-0.92172,-0.68328,-0.92383,0.28624,0.20873,0.67912,0.72426,0.70628,0.68383,0.86214,0.96681,1.10421,1.19491,1.16602,1.01045,0.82388,0.86986,0.99683,1.02315,0.95428,0.86624,0.84,0.73442,0.56916,0.50695,0.34637,,,,,,,,,,,,,,,,,,,,,,
Mar1952,0.62655,-0.25707,-0.32926,-0.64682,0.40118,0.33382,0.75748,0.7998,0.78195,0.75471,0.92865,1.02273,1.15335,1.23614,1.20638,1.03863,0.85007,0.89719,1.01935,1.04249,0.97398,0.89284,0.86056,0.75573,0.59367,0.5387,0.38411,,,,,,,,,,,,,,,,,,,,,
Apr1952,1.7312,1.48132,0.81233,0.55466,0.08049,0.9329,0.92014,1.22466,1.26217,1.25248,1.2204,1.31338,1.38935,1.48781,1.51264,1.45161,1.28584,1.12197,1.16903,1.28219,1.30289,1.24214,1.16265,1.12466,1.0167,0.85156,0.79016,0.63047,,,,,,,,,,,,,,,,,,,,
May1952,1.35682,1.83088,1.68682,1.22067,0.96224,0.50123,1.1974,1.2091,1.47224,1.50386,1.50514,1.48595,1.5519,1.62982,1.71071,1.70999,1.60962,1.43082,1.27869,1.32315,1.43192,1.45057,1.39785,1.32224,1.2808,1.18062,1.02151,0.95577,0.80028,,,,,,,,,,,,,,,,,,,
Jun1952,-0.52401,0.91758,1.58588,1.4916,1.01723,0.78624,0.37184,1.08145,1.07323,1.34575,1.37538,1.36813,1.33921,1.4262,1.50583,1.59098,1.61045,1.51668,1.35128,1.20153,1.23763,1.34414,1.36334,1.3081,1.2341,1.19989,1.10017,0.94331,0.8799,0.72894,,,,,,,,,,,,,,,,,,
Jul1952,1.97699,0.69601,1.41038,1.86166,1.71532,1.25901,1.00075,0.58759,1.24526,1.25018,1.4994,1.52523,1.52303,1.49411,1.55112,1.61571,1.68494,1.68736,1.59002,1.42312,1.28513,1.325,1.4268,1.44463,1.39288,1.31858,1.28352,1.1863,1.03094,0.96607,0.81871,,,,,,,,,,,,,,,,,
Aug1952,2.89151,2.91048,2.41964,2.20792,2.35847,2.15984,1.76722,1.51184,1.12065,1.63726,1.66788,1.85225,1.86712,1.88399,1.86259,1.86979,1.91015,1.94916,1.9128,1.80334,1.63602,1.52558,1.56898,1.65748,1.67436,1.63275,1.56,1.52313,1.4333,1.28456,1.2173,1.07501,,,,,,,,,,,,,,,,
Sep1952,1.17943,2.10343,2.20795,2.11288,2.10768,2.29028,2.23934,1.86352,1.60589,1.24435,1.69293,1.74968,1.90494,1.91677,1.93885,1.92673,1.93285,1.96537,1.99853,1.96159,1.85868,1.69102,1.59002,1.64156,1.72172,1.73651,1.69989,1.62651,1.59178,1.51307,1.37693,1.30853,1.16441,,,,,,,,,,,,,,,
Oct1952,-0.34919,0.32983,1.65577,1.85362,1.64646,1.89593,2.23291,2.0583,1.68331,1.4413,1.11014,1.57104,1.62681,1.78954,1.81462,1.83176,1.81352,1.8025,1.83151,1.85582,1.86183,1.8026,1.64218,1.54331,1.60437,1.70017,1.71839,1.67689,1.59351,1.56221,1.47521,1.32629,1.25538,1.10821,,,,,,,,,,,,,,
Nov1952,-0.3444,-0.7257,-0.09544,1.10533,1.39921,1.2538,1.50972,1.85812,1.78983,1.47401,1.25985,0.95596,1.40613,1.45138,1.6266,1.64677,1.65899,1.64774,1.69414,1.74869,1.78434,1.79318,1.7451,1.59245,1.48657,1.54258,1.6389,1.66224,1.61983,1.53742,1.50805,1.42402,1.27586,1.20673,1.05891,,,,,,,,,,,,,
Dec1952,0.15642,-0.19133,-0.48181,0.0431,0.9082,1.12889,1.01623,1.27847,1.59328,1.60358,1.34517,1.15407,0.88779,1.28908,1.30372,1.47546,1.4988,1.50455,1.48177,1.5294,1.58052,1.63022,1.66696,1.63015,1.50276,1.40677,1.45164,1.54276,1.56348,1.52409,1.45256,1.42835,1.34192,1.21039,1.14689,1.00706,,,,,,,,,,,,
Jan1953,-0.61511,-0.29539,-0.53916,-0.78862,-0.29363,0.5537,0.77867,0.65761,0.98522,1.31346,1.32412,1.10931,0.96516,0.73553,1.12057,1.12284,1.29432,1.31724,1.31732,1.28915,1.3562,1.41821,1.48033,1.52523,1.50438,1.39379,1.29265,1.32878,1.4188,1.43936,1.39901,1.33274,1.30984,1.22104,1.09621,1.03212,0.89582,,,,,,,,,,,
Feb1953,-0.71421,-0.93761,-0.61875,-0.78483,-1.02352,-0.59652,0.22239,0.45918,0.34518,0.69818,1.06809,1.10061,0.89577,0.78849,0.59093,0.98994,0.9778,1.16697,1.19209,1.18803,1.15002,1.22696,1.29835,1.37157,1.4378,1.42098,1.30466,1.19448,1.23058,1.32021,1.3367,1.29141,1.22606,1.20264,1.11286,0.98473,0.922,0.7905,,,,,,,,,,
Mar1953,-0.31947,-0.7595,-0.99765,-0.73606,-0.87435,-1.09136,-0.70977,0.0688,0.30444,0.18896,0.57527,0.95532,0.99471,0.79588,0.69581,0.48967,0.89692,0.87829,1.07299,1.09732,1.09256,1.05872,1.13952,1.21051,1.28476,1.35481,1.34331,1.23219,1.118,1.14843,1.2372,1.25339,1.20685,1.14567,1.12121,1.03623,0.91396,0.85542,0.72739,,,,,,,,,
Apr1953,-0.55801,-0.58538,-0.98375,-1.20141,-0.95247,-1.05601,-1.266,-0.90096,-0.13301,0.10668,-0.01844,0.39416,0.8093,0.85851,0.65575,0.55261,0.3612,0.79794,0.76996,0.97821,1.00447,0.99864,0.96434,1.05366,1.12739,1.20504,1.27667,1.27111,1.16413,1.04952,1.07749,1.17281,1.19069,1.14139,1.07902,1.0564,0.97337,0.85099,0.79115,0.65841,,,,,,,,
May1953,-1.08058,-1.05559,-1.00795,-1.29477,-1.45036,-1.18159,-1.24875,-1.42492,-1.12098,-0.46231,-0.23301,-0.34415,0.06421,0.51626,0.59644,0.40402,0.32138,0.16141,0.61519,0.57697,0.7995,0.82967,0.82304,0.79357,0.89554,0.97548,1.05947,1.13444,1.13439,1.04171,0.92907,0.95908,1.05826,1.07602,1.02353,0.96308,0.94703,0.86536,0.74472,0.68915,0.55448,,,,,,,
Jun1953,0.65131,-0.54416,-0.73534,-0.75919,-1.04878,-1.21702,-1.03159,-1.12808,-1.29577,-1.00092,-0.35447,-0.13493,-0.24275,0.14477,0.5761,0.64561,0.44977,0.36923,0.21846,0.65107,0.61132,0.8232,0.85067,0.8435,0.81629,0.91323,0.98683,1.06573,1.13703,1.13684,1.04342,0.93172,0.96288,1.05954,1.07731,1.0268,0.96631,0.95069,0.86905,0.74998,0.69521,0.56731,,,,,,
Jul1953,0.52112,0.64107,-0.41279,-0.62817,-0.66675,-0.95271,-1.10351,-0.9566,-1.05889,-1.21904,-0.94103,-0.32083,-0.11057,-0.21578,0.16401,0.58466,0.65037,0.45719,0.37953,0.23024,0.65037,0.61428,0.8231,0.84951,0.84265,0.81569,0.9107,0.98382,1.06202,1.13249,1.13293,1.04368,0.93336,0.96399,1.05935,1.07676,1.02687,0.9674,0.95146,0.87079,0.75286,0.69866,0.57373,,,,,
Aug1953,-0.50781,-0.04445,0.25138,-0.50744,-0.67746,-0.70445,-0.97853,-1.11147,-0.96855,-1.06114,-1.21497,-0.94763,-0.35142,-0.15095,-0.24876,0.11178,0.52501,0.59286,0.40883,0.33753,0.19261,0.6097,0.57429,0.78153,0.80728,0.80035,0.77502,0.87,0.94245,1.02241,1.09383,1.09826,1.01955,0.90788,0.93801,1.03474,1.05227,1.0016,0.94269,0.927,0.84702,0.7297,0.67545,0.55051,,,,
Sep1953,-0.30687,-0.50552,-0.22165,0.02579,-0.59313,-0.74693,-0.79981,-1.05289,-1.15923,-0.99654,-1.09,-1.257,-0.99405,-0.40197,-0.20232,-0.30009,0.05306,0.46014,0.52963,0.35202,0.28745,0.15173,0.5629,0.52368,0.72794,0.7558,0.74874,0.72657,0.82268,0.89638,0.98153,1.05306,1.05444,0.9813,0.87129,0.90134,0.99812,1.01563,0.96536,0.90876,0.89536,0.81679,0.70188,0.64705,0.5237,,,
Oct1953,0.79319,0.37307,0.2423,0.33435,0.51456,-0.09868,-0.36229,-0.4278,-0.67507,-0.83127,-0.73495,-0.84854,-1.01293,-0.76046,-0.20016,-0.01461,-0.1132,0.23685,0.61019,0.66477,0.48801,0.40775,0.26802,0.6604,0.62426,0.82352,0.85361,0.85111,0.82547,0.9173,0.99214,1.07157,1.13957,1.13801,1.05217,0.94348,0.97166,1.06526,1.08172,1.03367,0.97641,0.9588,0.87934,0.76652,0.7145,0.59604,,
Nov1953,-1.15227,-0.32294,-0.44097,-0.52739,-0.42656,-0.25129,-0.62373,-0.77613,-0.81365,-1.03283,-1.13006,-0.99794,-1.09397,-1.24648,-1.0108,-0.46622,-0.28045,-0.37445,-0.04083,0.34896,0.42111,0.25096,0.18596,0.05944,0.47276,0.44005,0.65487,0.68618,0.68324,0.66292,0.76136,0.84081,0.93381,1.01133,1.01377,0.93403,0.82365,0.8532,0.94921,0.96516,0.91255,0.85702,0.84614,0.76725,0.65541,0.60145,0.47969,
Dec1953,0.06467,-0.67117,-0.20199,-0.30362,-0.40068,-0.34335,-0.21822,-0.54362,-0.68354,-0.74579,-0.9666,-1.05477,-0.9345,-1.02652,-1.16322,-0.94377,-0.43987,-0.26816,-0.34942,-0.04309,0.30454,0.3693,0.21467,0.15941,0.03489,0.43574,0.40658,0.60423,0.63301,0.62798,0.61393,0.71319,0.7863,0.87974,0.94954,0.95013,0.88136,0.77698,0.80562,0.89833,0.91582,0.86527,0.81223,0.80161,0.72497,0.61791,0.56322,0.44274
Jan1954,-0.7868,-0.43408,-0.97398,-0.60583,-0.66759,-0.73627,-0.66718,-0.54146,-0.81576,-0.91205,-0.94098,-1.16632,-1.24628,-1.11097,-1.18766,-1.334,-1.10605,-0.58978,-0.41183,-0.48264,-0.18579,0.15538,0.2228,0.07296,0.02074,-0.10237,0.29938,0.27473,0.47162,0.50001,0.49433,0.48901,0.58435,0.66333,0.7599,0.82565,0.82746,0.7659,0.65775,0.68958,0.78352,0.79965,0.75042,0.70045,0.69465,0.6202,0.51853,0.46979
Feb1954,-0.03276,-0.54862,-0.42778,-0.88669,-0.61563,-0.67373,-0.72761,-0.667,-0.54733,-0.80138,-0.89254,-0.91848,-1.09234,-1.19723,-1.08595,-1.15184,-1.28513,-1.07948,-0.59751,-0.42548,-0.49111,-0.21578,0.12059,0.1845,0.02817,-0.01668,-0.13682,0.25804,0.24209,0.43838,0.4607,0.45603,0.45315,0.54734,0.62702,0.7185,0.78395,0.79152,0.72916,0.61923,0.65184,0.74749,0.76223,0.71432,0.66524,0.66603,0.59747,0.49987
Mar1954,1.36036,0.80951,0.21301,0.09935,-0.35743,-0.1017,-0.18459,-0.26351,-0.2371,-0.13469,-0.37857,-0.51045,-0.56878,-0.7173,-0.84287,-0.74594,-0.83636,-0.95684,-0.77675,-0.33966,-0.18715,-0.25359,-0.00987,0.30286,0.35574,0.21361,0.16463,0.04314,0.41901,0.40249,0.5844,0.60527,0.60106,0.59273,0.68303,0.75456,0.83499,0.89586,0.90184,0.83652,0.73577,0.7639,0.85442,0.86855,0.82262,0.77523,0.77267,0.70473
Apr1954,0.2803,1.02383,0.72053,0.20115,0.08237,-0.35372,-0.08484,-0.16932,-0.24806,-0.22834,-0.13852,-0.37229,-0.50875,-0.55999,-0.69628,-0.8081,-0.72863,-0.82325,-0.92726,-0.75417,-0.32687,-0.17977,-0.24605,-0.00917,0.29746,0.35074,0.20846,0.1549,0.04395,0.42095,0.3985,0.58126,0.60345,0.59858,0.58989,0.68405,0.75858,0.84047,0.90035,0.90511,0.83717,0.73427,0.76225,0.8539,0.86777,0.82163,0.77397,0.76865
May1954,-0.75531,-0.3803,0.44198,0.26988,-0.144,-0.18613,-0.56003,-0.35479,-0.43629,-0.49147,-0.46452,-0.38346,-0.58705,-0.69575,-0.72831,-0.86011,-0.93715,-0.85233,-0.92923,-1.02088,-0.86176,-0.4519,-0.30894,-0.36657,-0.12198,0.18469,0.24087,0.09876,0.04853,-0.04953,0.32866,0.30632,0.49088,0.51316,0.50695,0.49849,0.59805,0.6741,0.76118,0.82587,0.83044,0.75864,0.65187,0.68306,0.77664,0.79081,0.74385,0.69616
Jun1954,-0.13702,-0.76076,-0.46069,0.31185,0.19607,-0.19997,-0.22938,-0.58795,-0.38456,-0.467,-0.51693,-0.48809,-0.40639,-0.60254,-0.70613,-0.73564,-0.86155,-0.93251,-0.85308,-0.93099,-1.015,-0.85862,-0.46217,-0.32317,-0.3758,-0.14182,0.15181,0.20727,0.07042,0.02279,-0.08005,0.28388,0.26371,0.44288,0.46464,0.45991,0.45308,0.55272,0.62776,0.71529,0.78042,0.78868,0.72191,0.61651,0.64851,0.74305,0.75708,0.71145
Jul1954,0.61012,0.0411,-0.58264,-0.34762,0.36645,0.24765,-0.1421,-0.18614,-0.53704,-0.3377,-0.41904,-0.469,-0.44404,-0.36588,-0.55192,-0.65207,-0.68207,-0.8012,-0.87569,-0.79954,-0.88172,-0.96681,-0.81549,-0.43009,-0.29528,-0.34631,-0.12107,0.16525,0.21893,0.08356,0.03939,-0.05929,0.29878,0.28005,0.45627,0.47777,0.47306,0.4662,0.56262,0.6364,0.722,0.78574,0.79475,0.72943,0.6263,0.65651,0.74915,0.76323
Aug1954,0.69265,0.67306,0.21113,-0.34054,-0.19419,0.43182,0.32282,-0.05921,-0.11903,-0.45321,-0.25762,-0.33779,-0.38718,-0.36802,-0.29292,-0.48138,-0.58173,-0.61491,-0.73128,-0.81149,-0.74153,-0.82881,-0.91438,-0.76542,-0.38605,-0.25418,-0.30482,-0.08629,0.19267,0.2436,0.10799,0.06099,-0.03379,0.32299,0.30459,0.47983,0.50095,0.49597,0.48867,0.58362,0.65727,0.74182,0.80387,0.8131,0.74868,0.64764,0.67633,0.76804
Sep1954,-0.52172,-0.06416,0.14675,-0.11179,-0.53013,-0.36723,0.22299,0.14534,-0.18672,-0.21457,-0.52811,-0.3528,-0.42228,-0.4679,-0.4455,-0.37181,-0.55738,-0.65198,-0.68149,-0.7995,-0.87914,-0.79885,-0.87992,-0.96727,-0.81798,-0.44284,-0.31216,-0.35816,-0.14071,0.1345,0.18572,0.05001,0.00333,-0.08618,0.27357,0.25829,0.43325,0.45481,0.45027,0.44354,0.53937,0.61443,0.70143,0.76282,0.77265,0.71141,0.61093,0.64025
Oct1954,-1.17641,-1.26206,-1.09773,-0.88349,-0.93721,-1.16244,-0.94369,-0.29001,-0.32152,-0.56683,-0.53742,-0.8256,-0.67522,-0.72408,-0.76273,-0.73057,-0.65129,-0.80482,-0.87797,-0.88667,-1.00936,-1.08513,-1.00941,-1.07362,-1.15495,-1.01662,-0.66346,-0.53248,-0.56906,-0.3545,-0.07084,-0.00722,-0.13517,-0.18027,-0.26525,0.0942,0.08565,0.25992,0.28222,0.27942,0.27664,0.37598,0.45753,0.55174,0.62116,0.6317,0.57613,0.47241
Nov1954,0.23473,-0.89011,-0.98826,-0.83834,-0.70514,-0.7868,-0.9718,-0.81992,-0.24606,-0.27969,-0.51219,-0.48729,-0.77788,-0.64019,-0.69182,-0.72895,-0.69981,-0.62773,-0.79274,-0.87306,-0.88219,-0.99971,-1.08244,-0.99904,-1.06577,-1.15214,-1.01789,-0.66237,-0.53059,-0.56733,-0.35248,-0.07143,-0.00388,-0.13219,-0.18117,-0.26321,0.10724,0.09867,0.27374,0.29601,0.28995,0.28404,0.38812,0.46881,0.56418,0.63006,0.64007,0.58597
Dec1954,0.19141,0.15944,-0.60802,-0.73135,-0.59781,-0.50971,-0.59115,-0.77923,-0.6661,-0.21176,-0.22901,-0.43173,-0.41006,-0.68818,-0.55105,-0.609,-0.64777,-0.62303,-0.55277,-0.70533,-0.78337,-0.79999,-0.92055,-1.00652,-0.93555,-1.01722,-1.10111,-0.96635,-0.62073,-0.49611,-0.53237,-0.32434,-0.05053,0.01717,-0.11525,-0.1771,-0.25312,0.10232,0.09467,0.26132,0.28348,0.27818,0.27137,0.37107,0.44773,0.54511,0.60771,0.61713
Jan1955,0.87735,0.5296,0.42782,-0.13287,-0.27579,-0.20096,-0.16046,-0.22459,-0.42779,-0.33374,0.06149,0.05464,-0.16926,-0.17419,-0.45575,-0.32024,-0.38924,-0.43147,-0.41134,-0.34422,-0.51427,-0.61237,-0.64399,-0.76539,-0.86511,-0.80432,-0.89293,-0.97439,-0.83756,-0.48952,-0.36761,-0.40216,-0.20254,0.07079,0.13391,-0.00151,-0.06304,-0.14368,0.19986,0.19131,0.35425,0.37411,0.3706,0.36105,0.45773,0.52746,0.61747,0.67794
Feb1955,2.09336,1.74324,1.4585,1.36554,1.09476,0.91622,0.93026,0.93734,0.88705,0.64643,0.61619,0.86476,0.82179,0.60327,0.55657,0.29833,0.42776,0.35404,0.30591,0.31468,0.34815,0.16529,0.05494,-0.01298,-0.14072,-0.26013,-0.22702,-0.33252,-0.39737,-0.26552,0.05909,0.16952,0.1311,0.30319,0.54018,0.57724,0.44569,0.3859,0.29562,0.61192,0.59764,0.74608,0.76219,0.75905,0.74258,0.82692,0.8846,0.94545
Mar1955,-0.10138,1.74501,1.61524,1.3483,1.26516,0.98094,0.81287,0.83146,0.83991,0.78476,0.56786,0.5385,0.78795,0.75363,0.5398,0.48543,0.22295,0.35409,0.2774,0.22748,0.23631,0.27862,0.09665,-0.00342,-0.0639,-0.17879,-0.2909,-0.25838,-0.35415,-0.41318,-0.28613,0.02417,0.13063,0.09267,0.26743,0.49928,0.53642,0.41131,0.35465,0.26378,0.57066,0.55666,0.70357,0.71958,0.71556,0.70104,0.7837,0.84047
Apr1955,-0.68109,-0.51317,1.38446,1.39735,1.16698,1.08658,0.76832,0.60483,0.63367,0.64031,0.57315,0.36328,0.34327,0.61943,0.59319,0.37301,0.34084,0.0786,0.2139,0.1461,0.0981,0.1058,0.15086,-0.02895,-0.12782,-0.17982,-0.29081,-0.40101,-0.35766,-0.44999,-0.50974,-0.38635,-0.07936,0.0264,-0.00885,0.17309,0.41303,0.4553,0.33078,0.26994,0.17718,0.48596,0.47212,0.62356,0.63976,0.63643,0.62382,0.70704
May1955,-1.37784,-1.28532,-1.08878,0.75405,0.91067,0.74444,0.68554,0.31315,0.1561,0.20305,0.21695,0.1524,-0.0262,-0.01887,0.29373,0.28829,0.09144,0.09833,-0.15243,-0.02386,-0.08419,-0.12551,-0.11586,-0.06229,-0.2207,-0.31006,-0.35314,-0.46125,-0.56302,-0.51207,-0.60243,-0.66254,-0.54045,-0.23468,-0.12863,-0.16269,0.02276,0.26541,0.31564,0.19755,0.13678,0.0392,0.34722,0.33691,0.49254,0.50957,0.5063,0.49511
Jun1955,0.44518,-0.8929,-1.01882,-0.90115,0.77603,0.9066,0.76247,0.71645,0.3609,0.2032,0.24784,0.25972,0.19759,0.0235,0.03106,0.3271,0.31097,0.12362,0.13353,-0.11241,0.01151,-0.04568,-0.08783,-0.07887,-0.02501,-0.18288,-0.27421,-0.31729,-0.42148,-0.5215,-0.47925,-0.56778,-0.62547,-0.50959,-0.21706,-0.11442,-0.14667,0.03293,0.26716,0.31574,0.20082,0.14464,0.05279,0.35459,0.34534,0.4995,0.51637,0.51383
Jul1955,-0.11546,0.18711,-0.9044,-1.01718,-0.89946,0.71925,0.83971,0.70765,0.66518,0.31375,0.16264,0.20713,0.21851,0.15745,-0.0032,0.00999,0.29864,0.28202,0.10317,0.11227,-0.13017,-0.00787,-0.06372,-0.10504,-0.09596,-0.04193,-0.19806,-0.28715,-0.32855,-0.43048,-0.52577,-0.48238,-0.56906,-0.62445,-0.51044,-0.22272,-0.12173,-0.15309,0.02227,0.25376,0.30215,0.18971,0.13535,0.04658,0.34398,0.33394,0.48582,0.50279
Aug1955,-0.11558,-0.19686,0.00538,-0.85703,-0.97003,-0.86835,0.65613,0.77292,0.65142,0.6131,0.27825,0.13887,0.18359,0.19299,0.13621,-0.02091,-0.00277,0.2771,0.26196,0.08932,0.09698,-0.13907,-0.01844,-0.07339,-0.11484,-0.10577,-0.05174,-0.20688,-0.29519,-0.33649,-0.43831,-0.53528,-0.49127,-0.57666,-0.63007,-0.51739,-0.23259,-0.13258,-0.16318,0.01077,0.24265,0.29182,0.18055,0.12613,0.03913,0.33643,0.32609,0.47747
Sep1955,-0.39104,-0.39153,-0.39007,-0.21416,-0.92679,-1.04075,-0.97141,0.49849,0.63795,0.53953,0.51318,0.18566,0.06184,0.10899,0.12175,0.06308,-0.088,-0.06665,0.21084,0.19785,0.03203,0.04878,-0.18446,-0.07144,-0.12547,-0.16345,-0.1542,-0.09683,-0.24902,-0.3385,-0.38181,-0.48283,-0.57611,-0.53032,-0.6122,-0.66233,-0.55017,-0.26563,-0.16523,-0.19671,-0.02394,0.20866,0.26049,0.14906,0.09612,0.01293,0.30938,0.29964
