"poblacion","month","event","mean","sd","se","variable"
4,9,"2012",0.187202564102564,NA,NA,"myndvisp"
4,9,"ref",0.211467454083169,0.0124811614127447,0.00312029035318618,"myndvisp"
4,10,"2005",0.166066666666667,NA,NA,"myndvisp"
4,10,"2012",0.227030769230769,NA,NA,"myndvisp"
4,10,"ref",0.200565442482673,0.0128518025083546,0.00321295062708865,"myndvisp"
4,11,"2005",0.119698290598291,NA,NA,"myndvisp"
4,11,"2012",0.162808547008547,NA,NA,"myndvisp"
4,11,"ref",0.169188696565283,0.0205060498729762,0.00512651246824404,"myndvisp"
4,12,"2005",0.140818803418803,NA,NA,"myndvisp"
4,12,"2012",0.131164102564103,NA,NA,"myndvisp"
4,12,"ref",0.143074545249674,0.0128804110723162,0.00322010276807906,"myndvisp"
5,1,"2005",0.144497142857143,NA,NA,"myndvisp"
5,1,"2012",0.165407857142857,NA,NA,"myndvisp"
5,1,"ref",0.135246956863693,0.0167484876396428,0.00432444091349981,"myndvisp"
5,2,"2005",0.145240714285714,NA,NA,"myndvisp"
5,2,"2012",0.150762857142857,NA,NA,"myndvisp"
5,2,"ref",0.142695836286683,0.0451200576818006,0.0112800144204502,"myndvisp"
5,3,"2005",0.110357142857143,NA,NA,"myndvisp"
5,3,"2012",0.213145,NA,NA,"myndvisp"
5,3,"ref",0.149698366332055,0.0306808043283281,0.00767020108208203,"myndvisp"
5,4,"2005",0.184735,NA,NA,"myndvisp"
5,4,"2012",0.169382142857143,NA,NA,"myndvisp"
5,4,"ref",0.202208349545047,0.0315373500119022,0.00788433750297555,"myndvisp"
5,5,"2005",0.229418571428571,NA,NA,"myndvisp"
5,5,"2012",0.269032142857143,NA,NA,"myndvisp"
5,5,"ref",0.253973421628779,0.0270615613277196,0.00676539033192991,"myndvisp"
5,6,"2005",0.232711428571429,NA,NA,"myndvisp"
5,6,"2012",0.292312857142857,NA,NA,"myndvisp"
5,6,"ref",0.300073291454927,0.0257619228038043,0.00644048070095106,"myndvisp"
5,7,"2005",0.183670714285714,NA,NA,"myndvisp"
5,7,"2012",0.255406428571429,NA,NA,"myndvisp"
5,7,"ref",0.261332965620746,0.0231791762575641,0.00579479406439104,"myndvisp"
5,8,"2005",0.1894,NA,NA,"myndvisp"
5,8,"2012",0.209917857142857,NA,NA,"myndvisp"
5,8,"ref",0.228374831516539,0.0188937479564663,0.00472343698911658,"myndvisp"
5,9,"2005",0.173850714285714,NA,NA,"myndvisp"
5,9,"2012",0.190206428571429,NA,NA,"myndvisp"
5,9,"ref",0.212278775238107,0.0166510074648747,0.00416275186621866,"myndvisp"
5,10,"2005",0.158064285714286,NA,NA,"myndvisp"
5,10,"2012",0.244288571428571,NA,NA,"myndvisp"
5,10,"ref",0.206136482603826,0.0188948048165608,0.0047237012041402,"myndvisp"
5,11,"2005",0.1368872,NA,NA,"myndvisp"
5,11,"2012",0.182815,NA,NA,"myndvisp"
5,11,"ref",0.186948244765559,0.0198633611771759,0.00496584029429397,"myndvisp"
5,12,"2005",0.114675483870968,NA,NA,"myndvisp"
5,12,"2012",0.155068571428571,NA,NA,"myndvisp"
5,12,"ref",0.162018535327177,0.024737885389292,0.00618447134732301,"myndvisp"
6,1,"2005",0.275404385964912,NA,NA,"myndvisp"
6,1,"2012",0.249948684210526,NA,NA,"myndvisp"
6,1,"ref",0.242525314088658,0.0123797317162876,0.00319643298451318,"myndvisp"
6,2,"2005",0.232344736842105,NA,NA,"myndvisp"
6,2,"2012",0.226579824561404,NA,NA,"myndvisp"
6,2,"ref",0.22561611592877,0.0239010084830049,0.00597525212075122,"myndvisp"
6,3,"2005",0.191554824561404,NA,NA,"myndvisp"
6,3,"2012",0.212702192982456,NA,NA,"myndvisp"
6,3,"ref",0.215864950080031,0.0123748583738271,0.00309371459345678,"myndvisp"
6,4,"2005",0.219050877192982,NA,NA,"myndvisp"
6,4,"2012",0.212162280701754,NA,NA,"myndvisp"
6,4,"ref",0.227210419944925,0.0139190689306114,0.00347976723265285,"myndvisp"
6,5,"2005",0.296076315789474,NA,NA,"myndvisp"
6,5,"2012",0.305016228070175,NA,NA,"myndvisp"
6,5,"ref",0.296519962021282,0.0274170048802424,0.00685425122006061,"myndvisp"
6,6,"2005",0.325074122807018,NA,NA,"myndvisp"
6,6,"2012",0.350982894736842,NA,NA,"myndvisp"
6,6,"ref",0.340829655006009,0.0156525363467387,0.00391313408668469,"myndvisp"
6,7,"2005",0.303396052631579,NA,NA,"myndvisp"
6,7,"2012",0.32386798245614,NA,NA,"myndvisp"
6,7,"ref",0.329861050261929,0.0243350081732275,0.00608375204330688,"myndvisp"
6,8,"2005",0.279584210526316,NA,NA,"myndvisp"
6,8,"2012",0.285112280701754,NA,NA,"myndvisp"
6,8,"ref",0.309327886447757,0.018212184778534,0.0045530461946335,"myndvisp"
6,9,"2005",0.276496052631579,NA,NA,"myndvisp"
6,9,"2012",0.286363596491228,NA,NA,"myndvisp"
6,9,"ref",0.299657083528535,0.0153020500732183,0.00382551251830459,"myndvisp"
6,10,"2005",0.273018859649123,NA,NA,"myndvisp"
6,10,"2012",0.351819736842105,NA,NA,"myndvisp"
6,10,"ref",0.297730800874314,0.0152324611842145,0.00380811529605361,"myndvisp"
6,11,"2005",0.244657894736842,NA,NA,"myndvisp"
6,11,"2012",0.276703947368421,NA,NA,"myndvisp"
6,11,"ref",0.277991224205773,0.0161249838434614,0.00403124596086536,"myndvisp"
6,12,"2005",0.260942105263158,NA,NA,"myndvisp"
6,12,"2012",0.243390350877193,NA,NA,"myndvisp"
6,12,"ref",0.256787540321291,0.0173056797344216,0.0043264199336054,"myndvisp"
7,1,"2005",0.276876044568245,NA,NA,"myndvisp"
7,1,"2012",0.231170473537604,NA,NA,"myndvisp"
7,1,"ref",0.24342909559017,0.0188106891082583,0.00485689904313131,"myndvisp"
7,2,"2005",0.217745125348189,NA,NA,"myndvisp"
7,2,"2012",0.217458495821727,NA,NA,"myndvisp"
7,2,"ref",0.228480060915735,0.0267946123488261,0.00669865308720652,"myndvisp"
7,3,"2005",0.206805849582173,NA,NA,"myndvisp"
7,3,"2012",0.209884401114206,NA,NA,"myndvisp"
7,3,"ref",0.236538440039417,0.0179083768326793,0.00447709420816981,"myndvisp"
7,4,"2005",0.233140947075209,NA,NA,"myndvisp"
7,4,"2012",0.217194707520891,NA,NA,"myndvisp"
7,4,"ref",0.26230759873805,0.0240119638239689,0.00600299095599222,"myndvisp"
7,5,"2005",0.301110027855153,NA,NA,"myndvisp"
7,5,"2012",0.296827298050139,NA,NA,"myndvisp"
7,5,"ref",0.324904848605441,0.0186951600158739,0.00467379000396848,"myndvisp"
7,6,"2005",0.300940668523677,NA,NA,"myndvisp"
7,6,"2012",0.316420055710306,NA,NA,"myndvisp"
7,6,"ref",0.337895930660746,0.0229028985921307,0.00572572464803269,"myndvisp"
7,7,"2005",0.282650974930362,NA,NA,"myndvisp"
7,7,"2012",0.284683008356546,NA,NA,"myndvisp"
7,7,"ref",0.311758818060347,0.0222148565335958,0.00555371413339894,"myndvisp"
7,8,"2005",0.263069359331476,NA,NA,"myndvisp"
7,8,"2012",0.253748746518106,NA,NA,"myndvisp"
7,8,"ref",0.288717690109415,0.0176629815434662,0.00441574538586654,"myndvisp"
7,9,"2005",0.251455710306407,NA,NA,"myndvisp"
7,9,"2012",0.248443732590529,NA,NA,"myndvisp"
7,9,"ref",0.274543576398344,0.0135418537687763,0.00338546344219407,"myndvisp"
7,10,"2005",0.256668245125348,NA,NA,"myndvisp"
7,10,"2012",0.276960445682451,NA,NA,"myndvisp"
7,10,"ref",0.273110361028201,0.0140625446842232,0.00351563617105581,"myndvisp"
7,11,"2005",0.267914893617021,NA,NA,"myndvisp"
7,11,"2012",0.275818384401114,NA,NA,"myndvisp"
7,11,"ref",0.272260716854575,0.0144116612927282,0.00360291532318206,"myndvisp"
7,12,"2005",0.258119023136247,NA,NA,"myndvisp"
7,12,"2012",0.245182729805014,NA,NA,"myndvisp"
7,12,"ref",0.253899252671523,0.0144400381414202,0.00361000953535505,"myndvisp"
8,1,"2005",0.274824555160142,NA,NA,"myndvisp"
8,1,"2012",0.248053380782918,NA,NA,"myndvisp"
8,1,"ref",0.25875938022658,0.0138818870670176,0.00358428782829942,"myndvisp"
8,2,"2005",0.224635587188612,NA,NA,"myndvisp"
8,2,"2012",0.244948754448399,NA,NA,"myndvisp"
8,2,"ref",0.244501730523434,0.0130405097078707,0.00326012742696768,"myndvisp"
8,3,"2005",0.245156939501779,NA,NA,"myndvisp"
8,3,"2012",0.223528113879004,NA,NA,"myndvisp"
8,3,"ref",0.236871962842056,0.0141010794171298,0.00352526985428244,"myndvisp"
8,4,"2005",0.233113879003559,NA,NA,"myndvisp"
8,4,"2012",0.2288,NA,NA,"myndvisp"
8,4,"ref",0.250772852562169,0.0164557838752186,0.00411394596880464,"myndvisp"
8,5,"2005",0.310323131672598,NA,NA,"myndvisp"
8,5,"2012",0.311161921708185,NA,NA,"myndvisp"
8,5,"ref",0.309218510940872,0.0204764471564105,0.00511911178910263,"myndvisp"
8,6,"2005",0.307500711743772,NA,NA,"myndvisp"
8,6,"2012",0.321649110320285,NA,NA,"myndvisp"
8,6,"ref",0.33637119473636,0.019710686560301,0.00492767164007525,"myndvisp"
8,7,"2005",0.28914128113879,NA,NA,"myndvisp"
8,7,"2012",0.297089323843416,NA,NA,"myndvisp"
8,7,"ref",0.321118117780985,0.0213545596144252,0.00533863990360631,"myndvisp"
8,8,"2005",0.273222064056939,NA,NA,"myndvisp"
8,8,"2012",0.26695231316726,NA,NA,"myndvisp"
8,8,"ref",0.302214122084075,0.0189426218295514,0.00473565545738786,"myndvisp"
8,9,"2005",0.260970106761566,NA,NA,"myndvisp"
8,9,"2012",0.265770462633452,NA,NA,"myndvisp"
8,9,"ref",0.293511920281296,0.0143512714732919,0.00358781786832298,"myndvisp"
8,10,"2005",0.265278647686833,NA,NA,"myndvisp"
8,10,"2012",0.283464412811388,NA,NA,"myndvisp"
8,10,"ref",0.29135914516212,0.0147357620103127,0.00368394050257817,"myndvisp"
8,11,"2005",0.258692896174863,NA,NA,"myndvisp"
8,11,"2012",0.277133807829182,NA,NA,"myndvisp"
8,11,"ref",0.28057763459721,0.0124150595277329,0.00310376488193323,"myndvisp"
8,12,"2005",0.253364907651715,NA,NA,"myndvisp"
8,12,"2012",0.257610320284698,NA,NA,"myndvisp"
8,12,"ref",0.270123150962443,0.017541174967984,0.004385293741996,"myndvisp"
