"poblacion","month","mean_2012","mean_ref","sd_2012","sd_ref","se_2012","se_ref","iv","std_a"
2,12,0.160660714285714,0.150953130382425,NA,0.0124207665294236,NA,0.0031051916323559,"myevisp",0.781560774070845
3,1,0.190841614906832,0.205194272150787,NA,0.013870579032956,NA,0.00358136810645948,"myevisp",-1.03475544963573
3,2,0.198278881987578,0.202247614691987,NA,0.0349574730960319,NA,0.00873936827400798,"myevisp",-0.113530308483884
3,3,0.21862049689441,0.210077657532132,NA,0.0234750973170006,NA,0.00586877432925015,"myevisp",0.36391071129196
3,4,0.211637903225806,0.247926167382081,NA,0.0275667747418337,NA,0.00689169368545842,"myevisp",-1.31637685206627
3,5,0.309987741935484,0.300039430344444,NA,0.0208070441608762,NA,0.00520176104021905,"myevisp",0.478122289457409
3,6,0.323525842696629,0.325836178515529,NA,0.0226536928638294,NA,0.00566342321595735,"myevisp",-0.101984953746252
3,7,0.294985625,0.304305335357383,NA,0.0199090802438888,NA,0.00497727006097221,"myevisp",-0.468113556388112
3,8,0.253175974025974,0.278003947982011,NA,0.0198019757013836,NA,0.00495049392534589,"myevisp",-1.25381296949588
3,9,0.26372972972973,0.275521852097832,NA,0.0156975621902336,NA,0.0039243905475584,"myevisp",-0.751207240028547
3,10,0.297427810650888,0.279185012066355,NA,0.0213684867817088,NA,0.00534212169542721,"myevisp",0.853724401306158
3,11,0.22941568627451,0.253623849638342,NA,0.0227991802722096,NA,0.0056997950680524,"myevisp",-1.06179972590242
3,12,0.216449068322981,0.226375851247871,NA,0.027175463161604,NA,0.006793865790401,"myevisp",-0.365284774204527
4,1,0.172984615384615,0.120374350774493,NA,0.0193973844272535,NA,0.00500838312311574,"myevisp",2.7122349823724
4,2,0.124288888888889,0.122993420948369,NA,0.0349461979567026,NA,0.00873654948917566,"myevisp",0.0370703543236762
4,3,0.158884615384615,0.144648945128384,NA,0.0314319868135896,NA,0.00785799670339741,"myevisp",0.452903926839158
4,4,0.205561538461538,0.19776397689448,NA,0.0244752192737035,NA,0.00611880481842587,"myevisp",0.318590059596972
4,5,0.258380341880342,0.247339672305609,NA,0.0211301251083847,NA,0.00528253127709618,"myevisp",0.522508481047823
4,6,0.289128205128205,0.281630971112338,NA,0.0167739165000414,NA,0.00419347912501034,"myevisp",0.446957871517255
4,7,0.250740170940171,0.253897433605148,NA,0.0191210427195962,NA,0.00478026067989904,"myevisp",-0.165119795571674
4,8,0.210004273504274,0.224687158947324,NA,0.0197099292645035,NA,0.00492748231612586,"myevisp",-0.744948662474098
4,9,0.187202564102564,0.211467454083169,NA,0.0124811614127447,NA,0.00312029035318618,"myevisp",-1.94412115813414
4,10,0.227030769230769,0.200565442482673,NA,0.0128518025083546,NA,0.00321295062708865,"myevisp",2.05926964181808
4,11,0.162808547008547,0.169188696565283,NA,0.0205060498729762,NA,0.00512651246824404,"myevisp",-0.311134986809146
4,12,0.131164102564103,0.143074545249674,NA,0.0128804110723162,NA,0.00322010276807906,"myevisp",-0.924694298862152
5,1,0.165407857142857,0.135246956863693,NA,0.0167484876396428,NA,0.00432444091349981,"myevisp",1.8008133586805
5,2,0.150762857142857,0.142695836286683,NA,0.0451200576818006,NA,0.0112800144204502,"myevisp",0.178790127288072
5,3,0.213145,0.149698366332055,NA,0.0306808043283281,NA,0.00767020108208203,"myevisp",2.06795861637056
5,4,0.169382142857143,0.202208349545047,NA,0.0315373500119022,NA,0.00788433750297555,"myevisp",-1.04086762760711
5,5,0.269032142857143,0.253973421628779,NA,0.0270615613277196,NA,0.00676539033192991,"myevisp",0.556461655925931
5,6,0.292312857142857,0.300073291454927,NA,0.0257619228038043,NA,0.00644048070095106,"myevisp",-0.301236610759635
5,7,0.255406428571429,0.261332965620746,NA,0.0231791762575641,NA,0.00579479406439104,"myevisp",-0.255683678464766
5,8,0.209917857142857,0.228374831516539,NA,0.0188937479564663,NA,0.00472343698911658,"myevisp",-0.976882639495847
5,9,0.190206428571429,0.212278775238107,NA,0.0166510074648747,NA,0.00416275186621866,"myevisp",-1.32558625736251
5,10,0.244288571428571,0.206136482603826,NA,0.0188948048165608,NA,0.0047237012041402,"myevisp",2.01918406647449
5,11,0.182815,0.186948244765559,NA,0.0198633611771759,NA,0.00496584029429397,"myevisp",-0.208083854927232
5,12,0.155068571428571,0.162018535327177,NA,0.024737885389292,NA,0.00618447134732301,"myevisp",-0.280944138483787
6,1,0.249948684210526,0.242525314088658,NA,0.0123797317162876,NA,0.00319643298451318,"myevisp",0.599639014155797
6,2,0.226579824561404,0.22561611592877,NA,0.0239010084830049,NA,0.00597525212075122,"myevisp",0.0403208355546361
6,3,0.212702192982456,0.215864950080031,NA,0.0123748583738271,NA,0.00309371459345678,"myevisp",-0.255579256103945
6,4,0.212162280701754,0.227210419944925,NA,0.0139190689306114,NA,0.00347976723265285,"myevisp",-1.08111679870166
6,5,0.305016228070175,0.296519962021282,NA,0.0274170048802424,NA,0.00685425122006061,"myevisp",0.30989037956572
6,6,0.350982894736842,0.340829655006009,NA,0.0156525363467387,NA,0.00391313408668469,"myevisp",0.648664184890911
6,7,0.32386798245614,0.329861050261929,NA,0.0243350081732275,NA,0.00608375204330688,"myevisp",-0.246273507003867
6,8,0.285112280701754,0.309327886447757,NA,0.018212184778534,NA,0.0045530461946335,"myevisp",-1.32963760473949
6,9,0.286363596491228,0.299657083528535,NA,0.0153020500732183,NA,0.00382551251830459,"myevisp",-0.868738958093775
6,10,0.351819736842105,0.297730800874314,NA,0.0152324611842145,NA,0.00380811529605361,"myevisp",3.55089931388397
6,11,0.276703947368421,0.277991224205773,NA,0.0161249838434614,NA,0.00403124596086536,"myevisp",-0.0798312016835881
6,12,0.243390350877193,0.256787540321291,NA,0.0173056797344216,NA,0.0043264199336054,"myevisp",-0.774149854249877
7,1,0.231170473537604,0.24342909559017,NA,0.0188106891082583,NA,0.00485689904313131,"myevisp",-0.651683836887369
7,2,0.217458495821727,0.228480060915735,NA,0.0267946123488261,NA,0.00669865308720652,"myevisp",-0.411335120304174
7,3,0.209884401114206,0.236538440039417,NA,0.0179083768326793,NA,0.00447709420816981,"myevisp",-1.48835593388746
7,4,0.217194707520891,0.26230759873805,NA,0.0240119638239689,NA,0.00600299095599222,"myevisp",-1.87876724902138
7,5,0.296827298050139,0.324904848605441,NA,0.0186951600158739,NA,0.00467379000396848,"myevisp",-1.50186200767799
7,6,0.316420055710306,0.337895930660746,NA,0.0229028985921307,NA,0.00572572464803269,"myevisp",-0.937692443777316
7,7,0.284683008356546,0.311758818060347,NA,0.0222148565335958,NA,0.00555371413339894,"myevisp",-1.21881542034062
7,8,0.253748746518106,0.288717690109415,NA,0.0176629815434662,NA,0.00441574538586654,"myevisp",-1.97978713306445
7,9,0.248443732590529,0.274543576398344,NA,0.0135418537687763,NA,0.00338546344219407,"myevisp",-1.92734645148759
7,10,0.276960445682451,0.273110361028201,NA,0.0140625446842232,NA,0.00351563617105581,"myevisp",0.273782927678096
7,11,0.275818384401114,0.272260716854575,NA,0.0144116612927282,NA,0.00360291532318206,"myevisp",0.246860335826398
7,12,0.245182729805014,0.253899252671523,NA,0.0144400381414202,NA,0.00361000953535505,"myevisp",-0.603635723198414
8,1,0.248053380782918,0.25875938022658,NA,0.0138818870670176,NA,0.00358428782829942,"myevisp",-0.771220756369524
8,2,0.244948754448399,0.244501730523434,NA,0.0130405097078707,NA,0.00326012742696768,"myevisp",0.0342796359175147
8,3,0.223528113879004,0.236871962842056,NA,0.0141010794171298,NA,0.00352526985428244,"myevisp",-0.946299823461895
8,4,0.2288,0.250772852562169,NA,0.0164557838752186,NA,0.00411394596880464,"myevisp",-1.33526623397495
8,5,0.311161921708185,0.309218510940872,NA,0.0204764471564105,NA,0.00511911178910263,"myevisp",0.0949095686604226
8,6,0.321649110320285,0.33637119473636,NA,0.019710686560301,NA,0.00492767164007525,"myevisp",-0.746908757898221
8,7,0.297089323843416,0.321118117780985,NA,0.0213545596144252,NA,0.00533863990360631,"myevisp",-1.12523013217921
8,8,0.26695231316726,0.302214122084075,NA,0.0189426218295514,NA,0.00473565545738786,"myevisp",-1.86150624945725
8,9,0.265770462633452,0.293511920281296,NA,0.0143512714732919,NA,0.00358781786832298,"myevisp",-1.93303134843989
8,10,0.283464412811388,0.29135914516212,NA,0.0147357620103127,NA,0.00368394050257817,"myevisp",-0.535753247453879
8,11,0.277133807829182,0.28057763459721,NA,0.0124150595277329,NA,0.00310376488193323,"myevisp",-0.277391079787834
8,12,0.257610320284698,0.270123150962443,NA,0.017541174967984,NA,0.004385293741996,"myevisp",-0.713340508864664
1,1,0.153280454545455,0.171936942104285,NA,0.0206485803910674,NA,0.00533144053182861,"myndvisp",-0.903523981091779
1,2,0.109184186046512,0.168969782684367,NA,0.0383588032908832,NA,0.0095897008227208,"myndvisp",-1.5585886813123
1,3,0.169579279279279,0.17769161680227,NA,0.0243806006844144,NA,0.0060951501711036,"myndvisp",-0.332737393471062
1,4,0.184334196891192,0.222506525744545,NA,0.0195792220720175,NA,0.00489480551800438,"myndvisp",-1.94963460309839
1,5,0.281077016129032,0.293294397255007,NA,0.0214401568999923,NA,0.00536003922499807,"myndvisp",-0.569836367474494
1,6,0.312673357664234,0.318011216828231,NA,0.0250967394918616,NA,0.00627418487296541,"myndvisp",-0.212691340471881
1,7,0.269002996254682,0.28331408054369,NA,0.0233385663535615,NA,0.00583464158839037,"myndvisp",-0.613194661240398
1,8,0.23724170212766,0.254307852974661,NA,0.0187678848238304,NA,0.00469197120595759,"myndvisp",-0.909327343341942
1,9,0.237627748691099,0.237864259614939,NA,0.0167751379956314,NA,0.00419378449890786,"myndvisp",-0.0140988958720477
1,10,0.253226691729323,0.224499511569477,NA,0.0163129318474767,NA,0.00407823296186917,"myndvisp",1.7610065700293
1,11,0.191267479674797,0.196988206490557,NA,0.0161006801772612,NA,0.0040251700443153,"myndvisp",-0.35530963616305
1,12,0.176238671875,0.185779928156745,NA,0.0162343391324904,NA,0.0040585847831226,"myndvisp",-0.587720645963944
2,1,0.131948660714286,0.142611125596172,NA,0.0131872895782988,NA,0.00340494352789105,"myndvisp",-0.808541043902837
2,2,0.14408829787234,0.160981931641274,NA,0.0198372238639577,NA,0.00495930596598943,"myndvisp",-0.851612800500132
2,3,0.165735,0.182348320091007,NA,0.0197891224560687,NA,0.00494728061401718,"myndvisp",-0.839517776894235
2,4,0.174488,0.2367150675009,NA,0.0297762680653985,NA,0.00744406701634963,"myndvisp",-2.08982090583781
2,5,0.285961504424779,0.315385729191067,NA,0.0298770915943511,NA,0.00746927289858776,"myndvisp",-0.984842338932724
2,6,0.31937566539924,0.321184247562652,NA,0.0304537327829913,NA,0.00761343319574783,"myndvisp",-0.0593878647422258
2,7,0.269025531914894,0.275400860349518,NA,0.0258723483462415,NA,0.00646808708656038,"myndvisp",-0.246414757149413
2,8,0.228001069518717,0.244638923730767,NA,0.0209480251172124,NA,0.00523700627930309,"myndvisp",-0.79424452276315
2,9,0.229547715736041,0.226810720046237,NA,0.0147193815816438,NA,0.00367984539541096,"myndvisp",0.185945019131538
2,10,0.232323636363636,0.215929596210151,NA,0.0220616513739476,NA,0.0055154128434869,"myndvisp",0.743101224636564
2,11,0.187998843930636,0.180271978766622,NA,0.0157769556182257,NA,0.00394423890455643,"myndvisp",0.489756411248825
2,12,0.160660714285714,0.150953130382425,NA,0.0124207665294236,NA,0.0031051916323559,"myndvisp",0.781560774070845
3,1,0.190841614906832,0.205194272150787,NA,0.013870579032956,NA,0.00358136810645948,"myndvisp",-1.03475544963573
3,2,0.198278881987578,0.202247614691987,NA,0.0349574730960319,NA,0.00873936827400798,"myndvisp",-0.113530308483884
3,3,0.21862049689441,0.210077657532132,NA,0.0234750973170006,NA,0.00586877432925015,"myndvisp",0.36391071129196
3,4,0.211637903225806,0.247926167382081,NA,0.0275667747418337,NA,0.00689169368545842,"myndvisp",-1.31637685206627
3,5,0.309987741935484,0.300039430344444,NA,0.0208070441608762,NA,0.00520176104021905,"myndvisp",0.478122289457409
3,6,0.323525842696629,0.325836178515529,NA,0.0226536928638294,NA,0.00566342321595735,"myndvisp",-0.101984953746252
3,7,0.294985625,0.304305335357383,NA,0.0199090802438888,NA,0.00497727006097221,"myndvisp",-0.468113556388112
3,8,0.253175974025974,0.278003947982011,NA,0.0198019757013836,NA,0.00495049392534589,"myndvisp",-1.25381296949588
3,9,0.26372972972973,0.275521852097832,NA,0.0156975621902336,NA,0.0039243905475584,"myndvisp",-0.751207240028547
3,10,0.297427810650888,0.279185012066355,NA,0.0213684867817088,NA,0.00534212169542721,"myndvisp",0.853724401306158
3,11,0.22941568627451,0.253623849638342,NA,0.0227991802722096,NA,0.0056997950680524,"myndvisp",-1.06179972590242
3,12,0.216449068322981,0.226375851247871,NA,0.027175463161604,NA,0.006793865790401,"myndvisp",-0.365284774204527
4,1,0.172984615384615,0.120374350774493,NA,0.0193973844272535,NA,0.00500838312311574,"myndvisp",2.7122349823724
4,2,0.124288888888889,0.122993420948369,NA,0.0349461979567026,NA,0.00873654948917566,"myndvisp",0.0370703543236762
4,3,0.158884615384615,0.144648945128384,NA,0.0314319868135896,NA,0.00785799670339741,"myndvisp",0.452903926839158
4,4,0.205561538461538,0.19776397689448,NA,0.0244752192737035,NA,0.00611880481842587,"myndvisp",0.318590059596972
4,5,0.258380341880342,0.247339672305609,NA,0.0211301251083847,NA,0.00528253127709618,"myndvisp",0.522508481047823
4,6,0.289128205128205,0.281630971112338,NA,0.0167739165000414,NA,0.00419347912501034,"myndvisp",0.446957871517255
4,7,0.250740170940171,0.253897433605148,NA,0.0191210427195962,NA,0.00478026067989904,"myndvisp",-0.165119795571674
4,8,0.210004273504274,0.224687158947324,NA,0.0197099292645035,NA,0.00492748231612586,"myndvisp",-0.744948662474098
4,9,0.187202564102564,0.211467454083169,NA,0.0124811614127447,NA,0.00312029035318618,"myndvisp",-1.94412115813414
4,10,0.227030769230769,0.200565442482673,NA,0.0128518025083546,NA,0.00321295062708865,"myndvisp",2.05926964181808
4,11,0.162808547008547,0.169188696565283,NA,0.0205060498729762,NA,0.00512651246824404,"myndvisp",-0.311134986809146
4,12,0.131164102564103,0.143074545249674,NA,0.0128804110723162,NA,0.00322010276807906,"myndvisp",-0.924694298862152
5,1,0.165407857142857,0.135246956863693,NA,0.0167484876396428,NA,0.00432444091349981,"myndvisp",1.8008133586805
5,2,0.150762857142857,0.142695836286683,NA,0.0451200576818006,NA,0.0112800144204502,"myndvisp",0.178790127288072
5,3,0.213145,0.149698366332055,NA,0.0306808043283281,NA,0.00767020108208203,"myndvisp",2.06795861637056
5,4,0.169382142857143,0.202208349545047,NA,0.0315373500119022,NA,0.00788433750297555,"myndvisp",-1.04086762760711
5,5,0.269032142857143,0.253973421628779,NA,0.0270615613277196,NA,0.00676539033192991,"myndvisp",0.556461655925931
5,6,0.292312857142857,0.300073291454927,NA,0.0257619228038043,NA,0.00644048070095106,"myndvisp",-0.301236610759635
5,7,0.255406428571429,0.261332965620746,NA,0.0231791762575641,NA,0.00579479406439104,"myndvisp",-0.255683678464766
5,8,0.209917857142857,0.228374831516539,NA,0.0188937479564663,NA,0.00472343698911658,"myndvisp",-0.976882639495847
5,9,0.190206428571429,0.212278775238107,NA,0.0166510074648747,NA,0.00416275186621866,"myndvisp",-1.32558625736251
5,10,0.244288571428571,0.206136482603826,NA,0.0188948048165608,NA,0.0047237012041402,"myndvisp",2.01918406647449
5,11,0.182815,0.186948244765559,NA,0.0198633611771759,NA,0.00496584029429397,"myndvisp",-0.208083854927232
5,12,0.155068571428571,0.162018535327177,NA,0.024737885389292,NA,0.00618447134732301,"myndvisp",-0.280944138483787
6,1,0.249948684210526,0.242525314088658,NA,0.0123797317162876,NA,0.00319643298451318,"myndvisp",0.599639014155797
6,2,0.226579824561404,0.22561611592877,NA,0.0239010084830049,NA,0.00597525212075122,"myndvisp",0.0403208355546361
6,3,0.212702192982456,0.215864950080031,NA,0.0123748583738271,NA,0.00309371459345678,"myndvisp",-0.255579256103945
6,4,0.212162280701754,0.227210419944925,NA,0.0139190689306114,NA,0.00347976723265285,"myndvisp",-1.08111679870166
6,5,0.305016228070175,0.296519962021282,NA,0.0274170048802424,NA,0.00685425122006061,"myndvisp",0.30989037956572
6,6,0.350982894736842,0.340829655006009,NA,0.0156525363467387,NA,0.00391313408668469,"myndvisp",0.648664184890911
6,7,0.32386798245614,0.329861050261929,NA,0.0243350081732275,NA,0.00608375204330688,"myndvisp",-0.246273507003867
6,8,0.285112280701754,0.309327886447757,NA,0.018212184778534,NA,0.0045530461946335,"myndvisp",-1.32963760473949
6,9,0.286363596491228,0.299657083528535,NA,0.0153020500732183,NA,0.00382551251830459,"myndvisp",-0.868738958093775
6,10,0.351819736842105,0.297730800874314,NA,0.0152324611842145,NA,0.00380811529605361,"myndvisp",3.55089931388397
6,11,0.276703947368421,0.277991224205773,NA,0.0161249838434614,NA,0.00403124596086536,"myndvisp",-0.0798312016835881
6,12,0.243390350877193,0.256787540321291,NA,0.0173056797344216,NA,0.0043264199336054,"myndvisp",-0.774149854249877
7,1,0.231170473537604,0.24342909559017,NA,0.0188106891082583,NA,0.00485689904313131,"myndvisp",-0.651683836887369
7,2,0.217458495821727,0.228480060915735,NA,0.0267946123488261,NA,0.00669865308720652,"myndvisp",-0.411335120304174
7,3,0.209884401114206,0.236538440039417,NA,0.0179083768326793,NA,0.00447709420816981,"myndvisp",-1.48835593388746
7,4,0.217194707520891,0.26230759873805,NA,0.0240119638239689,NA,0.00600299095599222,"myndvisp",-1.87876724902138
7,5,0.296827298050139,0.324904848605441,NA,0.0186951600158739,NA,0.00467379000396848,"myndvisp",-1.50186200767799
7,6,0.316420055710306,0.337895930660746,NA,0.0229028985921307,NA,0.00572572464803269,"myndvisp",-0.937692443777316
7,7,0.284683008356546,0.311758818060347,NA,0.0222148565335958,NA,0.00555371413339894,"myndvisp",-1.21881542034062
7,8,0.253748746518106,0.288717690109415,NA,0.0176629815434662,NA,0.00441574538586654,"myndvisp",-1.97978713306445
7,9,0.248443732590529,0.274543576398344,NA,0.0135418537687763,NA,0.00338546344219407,"myndvisp",-1.92734645148759
7,10,0.276960445682451,0.273110361028201,NA,0.0140625446842232,NA,0.00351563617105581,"myndvisp",0.273782927678096
7,11,0.275818384401114,0.272260716854575,NA,0.0144116612927282,NA,0.00360291532318206,"myndvisp",0.246860335826398
7,12,0.245182729805014,0.253899252671523,NA,0.0144400381414202,NA,0.00361000953535505,"myndvisp",-0.603635723198414
8,1,0.248053380782918,0.25875938022658,NA,0.0138818870670176,NA,0.00358428782829942,"myndvisp",-0.771220756369524
8,2,0.244948754448399,0.244501730523434,NA,0.0130405097078707,NA,0.00326012742696768,"myndvisp",0.0342796359175147
8,3,0.223528113879004,0.236871962842056,NA,0.0141010794171298,NA,0.00352526985428244,"myndvisp",-0.946299823461895
8,4,0.2288,0.250772852562169,NA,0.0164557838752186,NA,0.00411394596880464,"myndvisp",-1.33526623397495
8,5,0.311161921708185,0.309218510940872,NA,0.0204764471564105,NA,0.00511911178910263,"myndvisp",0.0949095686604226
8,6,0.321649110320285,0.33637119473636,NA,0.019710686560301,NA,0.00492767164007525,"myndvisp",-0.746908757898221
8,7,0.297089323843416,0.321118117780985,NA,0.0213545596144252,NA,0.00533863990360631,"myndvisp",-1.12523013217921
8,8,0.26695231316726,0.302214122084075,NA,0.0189426218295514,NA,0.00473565545738786,"myndvisp",-1.86150624945725
8,9,0.265770462633452,0.293511920281296,NA,0.0143512714732919,NA,0.00358781786832298,"myndvisp",-1.93303134843989
8,10,0.283464412811388,0.29135914516212,NA,0.0147357620103127,NA,0.00368394050257817,"myndvisp",-0.535753247453879
8,11,0.277133807829182,0.28057763459721,NA,0.0124150595277329,NA,0.00310376488193323,"myndvisp",-0.277391079787834
8,12,0.257610320284698,0.270123150962443,NA,0.017541174967984,NA,0.004385293741996,"myndvisp",-0.713340508864664
