"miyear","mimonth","hyear","hyear_f","prec_ac","tmed","et0_ac"
1954,1,1954,"1953-1954",13,5.18279569892473,8.84964482677206
1954,2,1954,"1953-1954",18,5.55952380952381,9.63255626336589
1954,3,1954,"1953-1954",82,10.1935483870968,30.4713463173094
1954,4,1954,"1953-1954",37,12.1666666666667,42.947359073019
1954,5,1954,"1953-1954",2,19.3763440860215,98.9594901032544
1954,6,1954,"1953-1954",2,23.4333333333333,133.316832577647
1954,7,1954,"1953-1954",0,27.247311827957,172.122793280996
1954,8,1954,"1953-1954",0,26,150.841173309628
1954,9,1955,"1954-1955",0,23.8222222222222,116.285037004748
1954,10,1955,"1954-1955",6,18.2043010752688,71.014014808577
1954,11,1955,"1954-1955",60,13.2,37.8875453275362
1954,12,1955,"1954-1955",38,8.10752688172043,17.4291283459321
1955,1,1955,"1954-1955",46,9.49462365591398,22.8470576608893
1955,2,1955,"1954-1955",73,8.80952380952381,19.8128205448221
1955,3,1955,"1954-1955",31,9.74193548387097,28.3830425423303
1955,4,1955,"1954-1955",1,15.6111111111111,63.467277703351
1955,5,1955,"1954-1955",4,21.7204301075269,118.347738084817
1955,6,1955,"1954-1955",5,24.0444444444444,138.803894289343
1955,7,1955,"1954-1955",3,28.0752688172043,180.38722429321
1955,8,1955,"1954-1955",12,26.8387096774194,158.533804212807
1955,9,1956,"1955-1956",8,22.7666666666667,108.314584254218
1955,10,1956,"1955-1956",32,16.4623655913978,60.6608149515577
1955,11,1956,"1955-1956",19,12.0555555555556,32.8692414896044
1955,12,1956,"1955-1956",31,9.45161290322581,22.1638265198089
1956,1,1956,"1955-1956",36,7.40860215053763,15.489331802961
1956,2,1956,"1955-1956",14,3.71264367816092,5.11700140562253
1956,3,1956,"1955-1956",55,10.5591397849462,32.2008213222102
1956,4,1956,"1955-1956",86,12,42.0292282265121
1956,5,1956,"1955-1956",7,17.8064516129032,86.6899161427228
1956,6,1956,"1955-1956",0,23.5444444444444,134.308519085366
1956,7,1956,"1955-1956",11,26.2795698924731,162.642059360447
1956,8,1956,"1955-1956",7,26.1397849462366,152.113652943991
1956,9,1957,"1956-1957",32,21.6111111111111,99.8262377642148
1956,10,1957,"1956-1957",9,16.6129032258065,61.5321129655251
1956,11,1957,"1956-1957",29,8.16666666666667,17.8564791598599
1956,12,1957,"1956-1957",23,5.89247311827957,10.5717466784753
1957,1,1957,"1956-1957",50,4.17204301075269,6.29969569795035
1957,2,1957,"1956-1957",10,10.5,26.084703601273
1957,3,1957,"1956-1957",27,13.2795698924731,46.1147218861224
1957,4,1957,"1956-1957",58,12.2333333333333,43.3166172539008
1957,5,1957,"1956-1957",57,16.6559139784946,78.0765439907642
1957,6,1957,"1956-1957",6,21.3222222222222,114.98684209447
1957,7,1957,"1956-1957",0,27.989247311828,179.52206747745
1957,8,1957,"1956-1957",0,27.6344086021505,165.959036373842
1957,9,1958,"1957-1958",2,23.8111111111111,116.200074958873
1957,10,1958,"1957-1958",42,15.0215053763441,52.5517499349179
1957,11,1958,"1957-1958",52,9.51111111111111,22.6719825876302
1957,12,1958,"1957-1958",44,5.49462365591398,9.47507265175419
1958,1,1958,"1957-1958",29,7.12903225806452,14.5834415626295
1958,2,1958,"1957-1958",14,11.0357142857143,28.1996615435553
1958,3,1958,"1957-1958",41,10.6774193548387,32.7677200467683
1958,4,1958,"1957-1958",58,12.9444444444444,47.325906795159
1958,5,1958,"1957-1958",13,19.7311827956989,101.813409514335
1958,6,1958,"1957-1958",8,22.5333333333333,125.382730432039
1958,7,1958,"1957-1958",0,27.0860215053763,170.529202965892
1958,8,1958,"1957-1958",0,26.5483870967742,155.855319892904
1958,9,1959,"1958-1959",0,25.1222222222222,126.379447129266
1958,10,1959,"1958-1959",29,15.9677419354839,57.8297833537288
1958,11,1959,"1958-1959",6,10.2444444444444,25.469856110291
1958,12,1959,"1958-1959",138,8.80645161290323,19.8399028456279
1959,1,1959,"1958-1959",30,8.82795698924731,20.3842790833777
1959,2,1959,"1958-1959",24,7.41666666666667,15.1302490375983
1959,3,1959,"1958-1959",13,11.4193548387097,36.4044815677048
1959,4,1959,"1958-1959",30,13.6888888888889,51.6589638233002
1959,5,1959,"1958-1959",110,16.0967741935484,74.0094463295871
1959,6,1959,"1958-1959",0,23.2444444444444,131.637075684568
1959,7,1959,"1958-1959",6,27.8172043010753,177.796272339148
1959,8,1959,"1958-1959",10,25.9354838709677,150.255180077024
1959,9,1960,"1959-1960",43,20.9777777777778,95.2811067995722
1959,10,1960,"1959-1960",43,15.258064516129,53.8540947107889
1959,11,1960,"1959-1960",22,10.4777777777778,26.384564919615
1959,12,1960,"1959-1960",10,7.18279569892473,14.4170280971056
1960,1,1960,"1959-1960",6,6.67741935483871,13.1622959184314
1960,2,1960,"1959-1960",10,9.82758620689655,23.5155636501079
1960,3,1960,"1959-1960",5,10.7741935483871,33.2342024004641
1960,4,1960,"1959-1960",41,14.2444444444444,54.9811609662291
1960,5,1960,"1959-1960",12,18.7311827956989,93.8462010284333
1960,6,1960,"1959-1960",35,23.8555555555556,137.099352139374
1960,7,1960,"1959-1960",1,27.0967741935484,170.635275452553
1960,8,1960,"1959-1960",0,26.2258064516129,152.898637490628
1960,9,1961,"1960-1961",5,21.9888888888889,102.5736747529
1960,10,1961,"1960-1961",54,14.0860215053763,47.5157038599147
1960,11,1961,"1960-1961",36,11.1222222222222,28.9709208991427
1960,12,1961,"1960-1961",52,5.17204301075269,8.61819776382322
1961,1,1961,"1960-1961",29,5.66666666666667,10.1778578926699
1961,2,1961,"1960-1961",0,10.8571428571429,27.4880577367651
1961,3,1961,"1960-1961",3,12.9247311827957,44.1988946399147
1961,4,1961,"1960-1961",21,15.7111111111111,64.1053739352272
1961,5,1961,"1960-1961",20,19.3225806451613,98.5296427427727
1961,6,1961,"1960-1961",11,21.3666666666667,115.362569453437
1961,7,1961,"1960-1961",6,25.7338709677419,157.38212355179
1961,8,1961,"1960-1961",0,25.4516129032258,145.886604899258
1961,9,1962,"1961-1962",10,22.0583333333333,103.081649035609
1961,10,1962,"1961-1962",19,14.4758064516129,49.591743769683
1961,11,1962,"1961-1962",102,9.53333333333333,22.7550281367197
1961,12,1962,"1961-1962",95,7.42741935483871,15.1936588983388
1962,1,1962,"1961-1962",19,6.73387096774194,13.3370472442674
1962,2,1962,"1961-1962",8,6.41964285714286,12.0675153687173
1962,3,1962,"1961-1962",84,8.92741935483871,24.7543260187325
1962,4,1962,"1961-1962",48,12.4666666666667,44.6179975205131
1962,5,1962,"1961-1962",16,16.0806451612903,73.8932970322743
1962,6,1962,"1961-1962",0,20.0833333333333,104.693424000078
1962,7,1962,"1961-1962",0,25.6048387096774,156.147558466992
1962,8,1962,"1961-1962",0,25.8548387096774,149.523849473108
1962,9,1963,"1962-1963",3,22.1333333333333,103.631280044758
1962,10,1963,"1962-1963",6,16.2258064516129,59.3007380678036
1962,11,1963,"1962-1963",3,6.98333333333333,13.9729776285575
1962,12,1963,"1962-1963",64,5.70161290322581,10.0402205896539
1963,1,1963,"1962-1963",84,6.95967741935484,14.0443444114771
1963,2,1963,"1962-1963",142,5.75,10.1545956246387
1963,3,1963,"1962-1963",12,9.95161290322581,29.3459422385847
1963,4,1963,"1962-1963",22,12.9,47.0715792514712
1963,5,1963,"1962-1963",19,16.4032258064516,76.2287851094025
1963,6,1963,"1962-1963",11,20.825,110.813724660326
1963,7,1963,"1962-1963",0,25.7903225806452,157.923350883828
1963,8,1963,"1962-1963",1,25.1370967741935,143.072111141948
1963,9,1964,"1963-1964",71,19.125,82.4311890036803
1963,10,1964,"1963-1964",6,16.3306451612903,59.9021228138575
1963,11,1964,"1963-1964",57,10.9,28.0692071184697
1963,12,1964,"1963-1964",127,7.66129032258065,15.9498373583473
1964,1,1964,"1963-1964",7,5.93548387096774,10.9443874914783
1964,2,1964,"1963-1964",52,8.45689655172414,18.5845047541358
1964,3,1964,"1963-1964",44,10.1048387096774,30.0569203162825
1964,4,1964,"1963-1964",22,12,42.0292282265121
1964,5,1964,"1963-1964",1,20.9274193548387,111.648683302803
1964,6,1964,"1963-1964",22,22.1416666666667,121.985206041536
1964,7,1964,"1963-1964",0,26,159.939500139968
1964,8,1964,"1963-1964",0,24.8225806451613,140.277503210548
1964,9,1965,"1964-1965",0,24.9083333333333,124.697781350216
1964,10,1965,"1964-1965",4,14.508064516129,49.7649893927835
1964,11,1965,"1964-1965",43,9.55833333333333,22.8485855860311
1964,12,1965,"1964-1965",46,5.58064516129032,9.70850061199069
1965,1,1965,"1964-1965",38,6.20161290322581,11.722887893361
1965,2,1965,"1964-1965",20,6.375,11.9362999600229
1965,3,1965,"1964-1965",28,10.7096774193548,32.9229490927541
1965,4,1965,"1964-1965",11,13.5416666666667,50.7911898182813
1965,5,1965,"1964-1965",2,19.8064516129032,102.422552394298
1965,6,1965,"1964-1965",18,24.45,142.489307487039
1965,7,1965,"1964-1965",0,25.2016129032258,152.312269299129
1965,8,1965,"1964-1965",0,25.4032258064516,145.452315818148
1965,9,1966,"1965-1966",35,18.2416666666667,76.5449504658967
1965,10,1966,"1965-1966",6,15.1774193548387,53.4088184686577
1965,11,1966,"1965-1966",32,10.1083333333333,24.941686067462
1965,12,1966,"1965-1966",14,7.48387096774194,15.374967053477
1966,1,1966,"1965-1966",60,8.68548387096774,19.8712332287535
1966,2,1966,"1965-1966",57,9.95535714285714,23.9963120770022
1966,3,1966,"1965-1966",1,9.59677419354839,27.7232515886177
1966,4,1966,"1965-1966",46,13.0416666666667,47.8839741744977
1966,5,1966,"1965-1966",28,18.2177419354839,89.8474404815102
1966,6,1966,"1965-1966",4,21.5333333333333,116.775490649638
1966,7,1966,"1965-1966",0,25.5241935483871,155.377742609711
1966,8,1966,"1965-1966",0,25.9274193548387,150.181988946321
1966,9,1967,"1966-1967",20,21.5666666666667,99.5047864687045
1966,10,1967,"1966-1967",72,13.4596774193548,44.2475503983711
1966,11,1967,"1966-1967",5,7.05833333333333,14.208801800792
1966,12,1967,"1966-1967",1,5.83064516129032,10.3984771203049
1967,1,1967,"1966-1967",15,6.12096774193548,11.484938064767
1967,2,1967,"1966-1967",43,7.55357142857143,15.5700931293946
1967,3,1967,"1966-1967",19,11.7096774193548,37.8649205474767
1967,4,1967,"1966-1967",18,11.55,39.5863539470766
1967,5,1967,"1966-1967",21,16.1451612903226,74.3582899353971
1967,6,1967,"1966-1967",121,19.55,100.370549005613
1967,7,1967,"1966-1967",10,26.75,167.226481950227
1967,8,1967,"1966-1967",0,25.8306451612903,149.30470206586
1967,9,1968,"1967-1968",12,20.7666666666667,93.783148378249
1967,10,1968,"1967-1968",24,16.9516129032258,63.5089077775937
1967,11,1968,"1967-1968",53,10.2666666666667,25.5564676266308
1967,12,1968,"1967-1968",10,4.17741935483871,6.16736324431603
1968,1,1968,"1967-1968",4,5.65322580645161,10.1400617904058
1968,2,1968,"1967-1968",64,7.67241379310345,15.955590010515
1968,3,1968,"1967-1968",59,9.80645161290323,28.6780810531016
1968,4,1968,"1967-1968",29,12.4916666666667,44.7582561766963
1968,5,1968,"1967-1968",5,16.3387096774194,75.7595864012247
1968,6,1968,"1967-1968",25,21.75,118.621570461426
1968,7,1968,"1967-1968",0,26.2016129032258,161.886814754454
1968,8,1968,"1967-1968",4,24.1774193548387,134.607669208216
1968,9,1969,"1968-1969",3,20.625,92.782761708856
1968,10,1969,"1968-1969",0,17.6774193548387,67.8204547393922
1968,11,1969,"1968-1969",61,10.3583333333333,25.914862695701
1968,12,1969,"1968-1969",54,6.68548387096774,12.8841748579196
1969,1,1969,"1968-1969",56,7.62096774193548,16.190565266089
1969,2,1969,"1968-1969",55,7.0625,14.0137196800162
1969,3,1969,"1968-1969",51,9.92741935483871,29.234246117083
1969,4,1969,"1968-1969",27,12.0166666666667,42.1207181093083
1969,5,1969,"1968-1969",45,15.9032258064516,72.620017100855
1969,6,1969,"1968-1969",15,19.9166666666667,103.335448210046
1969,7,1969,"1968-1969",0,25.1209677419355,151.549358014195
1969,8,1969,"1968-1969",0,24.4838709677419,137.290289448068
1969,9,1970,"1969-1970",38,17.2416666666667,70.0738043405164
1969,10,1970,"1969-1970",46,14.3709677419355,49.0302065751035
1969,11,1970,"1969-1970",46,9.925,24.236623769277
1969,12,1970,"1969-1970",36,5.00806451612903,8.193981588811
1970,1,1970,"1969-1970",117,8.15322580645161,17.9968445251513
1970,2,1970,"1969-1970",3,7.45535714285714,15.2540903902244
1970,3,1970,"1969-1970",48,8.68548387096774,23.7114154630558
1970,4,1970,"1969-1970",29,12.7,45.9332549390977
1970,5,1970,"1969-1970",10,16.0645161290323,73.7772137350122
1970,6,1970,"1969-1970",18,20.0833333333333,104.693424000078
1970,7,1970,"1969-1970",0,26.241935483871,162.277299769199
1970,8,1970,"1969-1970",1,24.5403225806452,137.786542214741
1970,9,1971,"1970-1971",0,22.375,105.409491988631
1970,10,1971,"1970-1971",13,14.1129032258065,47.6578463438344
1970,11,1971,"1970-1971",19,12.05,32.8455137403969
1970,12,1971,"1970-1971",47,4.04032258064516,5.85322193089959
1971,1,1971,"1970-1971",61,5.66935483870968,10.1854232153034
1971,2,1971,"1970-1971",7,7.49107142857143,15.3687292405167
1971,3,1971,"1970-1971",68,7.11290322580645,17.3400986092618
1971,4,1971,"1970-1971",83,10.9416666666667,36.3689373427502
1971,5,1971,"1970-1971",63,13.0403225806452,53.2123533046334
1971,6,1971,"1970-1971",5,18.7833333333333,94.2728121238928
1971,7,1971,"1970-1971",0,24.1370967741935,142.354081762546
1971,8,1971,"1970-1971",0,24.4112903225806,136.653202402085
1971,9,1972,"1971-1972",22,20.75,93.6652544895429
1971,10,1972,"1971-1972",0,16.8870967741935,63.1306338731216
1971,11,1972,"1971-1972",29,6.50833333333333,12.5129357354129
1971,12,1972,"1971-1972",35,6.17741935483871,11.3835771252335
1972,1,1972,"1971-1972",80,4.89516129032258,8.09238388309866
1972,2,1972,"1971-1972",44,7.03448275862069,13.9267205467247
1972,3,1972,"1971-1972",68,8.58064516129032,23.2645488216902
1972,4,1972,"1971-1972",5,12.375,44.1050797467927
1972,5,1972,"1971-1972",23,14.7661290322581,64.6516798181245
1972,6,1972,"1971-1972",12,20.0583333333333,104.489318978213
1972,7,1972,"1971-1972",1,24.3387096774194,144.22137247895
1972,8,1972,"1971-1972",0,23.4516129032258,128.330877178551
1972,9,1973,"1972-1973",47,17.6416666666667,72.6374371542986
1972,10,1973,"1972-1973",104,13.741935483871,45.7098940740295
1972,11,1973,"1972-1973",23,10.2833333333333,25.6214960308359
1972,12,1973,"1972-1973",30,6.62365591397849,12.6979871861614
1973,1,1973,"1972-1973",39,6.3010752688172,12.0187822179013
1973,2,1973,"1972-1973",26,6.55952380952381,12.4820049663227
1973,3,1973,"1972-1973",60,9.40860215053763,26.8763541836472
1973,4,1973,"1972-1973",14,13.5888888888889,51.0689530053511
1973,5,1973,"1972-1973",46,18.7204301075269,93.7618129293227
1973,6,1973,"1972-1973",49,20.5916666666667,108.87469065412
1973,7,1973,"1972-1973",0,24.6612903225806,147.227299911866
1973,8,1973,"1972-1973",1,26.0887096774194,151.648260228931
1973,9,1974,"1973-1974",0,21.5416666666667,99.3241349685942
1973,10,1974,"1973-1974",40,14.25,48.3851582237348
1973,11,1974,"1973-1974",18,10.675,27.1667756950132
1973,12,1974,"1973-1974",61,5.61290322580645,9.79656483312304
1974,1,1974,"1973-1974",16,7.62903225806452,16.2174152290644
1974,2,1974,"1973-1974",48,6.55357142857143,12.4642641184376
1974,3,1974,"1973-1974",19,8.62096774193548,23.4360565966492
1974,4,1974,"1973-1974",55,9.725,30.2360909706938
1974,5,1974,"1973-1974",6,17.4274193548387,83.8163896789198
1974,6,1974,"1973-1974",23,20.5083333333333,108.185183267707
1974,7,1974,"1973-1974",0,26.2016129032258,161.886814754454
1974,8,1974,"1973-1974",0,24.8145161290323,140.206109042165
1974,9,1975,"1974-1975",0,20.4583333333333,91.610812731868
1974,10,1975,"1974-1975",32,12.8629032258065,41.2128111346035
1974,11,1975,"1974-1975",16,9.95833333333333,24.3642725141182
1974,12,1975,"1974-1975",1,7.21774193548387,14.5270714512299
1975,1,1975,"1974-1975",9,6.63709677419355,13.0379847200449
1975,2,1975,"1974-1975",39,8.52678571428571,18.8256882990185
1975,3,1975,"1974-1975",76,8.12096774193548,21.3418309757974
1975,4,1975,"1974-1975",43,11.875,41.3453514928886
1975,5,1975,"1974-1975",57,13.8387096774194,58.4042525112964
1975,6,1975,"1974-1975",21,19.8416666666667,102.726453727857
1975,7,1975,"1974-1975",0,26.7741935483871,167.463496721494
1975,8,1975,"1974-1975",0,25.2258064516129,143.86393395012
1975,9,1976,"1975-1976",1,18.825,80.4144221967192
1975,10,1976,"1975-1976",1,15.9596774193548,57.7840316230529
1975,11,1976,"1975-1976",15,9.10833333333333,21.1859387836167
1975,12,1976,"1975-1976",37,5.55645161290323,9.64264140564717
1976,1,1976,"1975-1976",33,4.45161290322581,6.97350447946754
1976,2,1976,"1975-1976",25,7.94827586206897,16.8634853122514
1976,3,1976,"1975-1976",37,9.12903225806452,25.635756455896
1976,4,1976,"1975-1976",48,9.76666666666667,30.4392961092761
1976,5,1976,"1975-1976",9,16.1532258064516,74.4164882071181
1976,6,1976,"1975-1976",9,21.425,115.856384071796
1976,7,1976,"1975-1976",4,24.2741935483871,143.622881997426
1976,8,1976,"1975-1976",2,23.8548387096774,131.804603089494
1976,9,1977,"1976-1977",11,18.8833333333333,80.8051551509458
1976,10,1977,"1976-1977",61,12.6532258064516,40.165169204507
1976,11,1977,"1976-1977",1,7.45,15.4633217934044
1976,12,1977,"1976-1977",56,7.50806451612903,15.4529084572136
1977,1,1977,"1976-1977",26,7.2258064516129,14.8947825514413
1977,2,1977,"1976-1977",14,8.44642857142857,18.5484772805526
1977,3,1977,"1976-1977",4,10.8145161290323,33.4292731536856
1977,4,1977,"1976-1977",2,14.25,55.0147600305721
1977,5,1977,"1976-1977",3,15.3467741935484,68.6787814483153
1977,6,1977,"1976-1977",8,18.75,94.0108386228892
1977,7,1977,"1976-1977",4,21.7903225806452,121.276140230681
1977,8,1977,"1976-1977",4,21.5161290322581,112.130429892217
1977,9,1978,"1977-1978",14,20.2416666666667,90.0953519660672
1977,10,1978,"1977-1978",39,15.3064516129032,54.1219017842089
1977,11,1978,"1977-1978",20,9.61666666666667,23.0674257022426
1977,12,1978,"1977-1978",44,9.24193548387097,21.398359643709
1978,1,1978,"1977-1978",20,5.92741935483871,10.9210996252885
1978,2,1978,"1977-1978",36,9.42857142857143,22.0370492916946
1978,3,1978,"1977-1978",18,10.1209677419355,30.1321177539325
1978,4,1978,"1977-1978",27,11.1916666666667,37.6792166020244
1978,5,1978,"1977-1978",25,14.3951612903226,62.1251836255799
1978,6,1978,"1977-1978",16,18.1916666666667,89.6621571955221
1978,7,1978,"1977-1978",0,25.5161290322581,155.300836734355
1978,8,1978,"1977-1978",0,24.758064516129,139.706718095794
1978,9,1979,"1978-1979",0,22.15,103.753563792319
1978,10,1979,"1978-1979",1,15.2741935483871,53.9433103402136
1978,11,1979,"1978-1979",15,9.15,21.3379736003584
1978,12,1979,"1978-1979",38,9.39516129032258,21.9567827105867
1979,1,1979,"1978-1979",71,8.64516129032258,19.7268920047028
1979,2,1979,"1978-1979",73,8.20535714285714,17.7258122765447
1979,3,1979,"1978-1979",21,8.9758064516129,24.9648511664431
1979,4,1979,"1978-1979",8,11.5166666666667,39.4075116897383
1979,5,1979,"1978-1979",3,17.2258064516129,82.3022387256355
1979,6,1979,"1978-1979",5,22.0166666666667,120.908010990672
1979,7,1979,"1978-1979",14,24.5806451612903,146.473716387828
1979,8,1979,"1978-1979",0,24.7096774193548,139.27918194591
1979,9,1980,"1979-1980",5,19.7083333333333,86.4041216622526
1979,10,1980,"1979-1980",44,14.8548387096774,51.6411321966583
1979,11,1980,"1979-1980",11,9.30833333333333,21.9192820702533
1979,12,1980,"1979-1980",2,6.5,12.3285627187105
1980,1,1980,"1979-1980",9,6.04838709677419,11.2722962981344
1980,2,1980,"1979-1980",9,8.9051724137931,20.1508758455872
1980,3,1980,"1979-1980",20,10.2016129032258,30.5091231211594
1980,4,1980,"1979-1980",16,12.7666666666667,46.3115760215187
1980,5,1980,"1979-1980",25,15.5403225806452,70.0406171236022
1980,6,1980,"1979-1980",14,22.0083333333333,120.836320922724
1980,7,1980,"1979-1980",0,24.8387096774194,148.890101117753
1980,8,1980,"1979-1980",1,26.5241935483871,155.632858731844
1980,9,1981,"1980-1981",0,22.6583333333333,107.508191611389
1980,10,1981,"1980-1981",38,15.1048387096774,53.0092144055937
1980,11,1981,"1980-1981",23,9.51666666666667,22.69273367769
1980,12,1981,"1980-1981",2,4.75806451612903,7.56227425772411
1981,1,1981,"1980-1981",0,4.57258064516129,7.27266533350703
1981,2,1981,"1980-1981",2,7.23214285714286,14.5446647087951
1981,3,1981,"1980-1981",14,12.7741935483871,43.395034989585
1981,4,1981,"1980-1981",30,11.8583333333333,41.2544748341112
1981,5,1981,"1980-1981",19,16.5564516129032,77.3473247636294
1981,6,1981,"1980-1981",35,22.7833333333333,127.568963938527
1981,7,1981,"1980-1981",0,24.5645161290323,146.323167592831
1981,8,1981,"1980-1981",0,24.1612903225806,134.467009609444
1981,9,1982,"1981-1982",6,21.1083333333333,96.2117655327472
1981,10,1982,"1981-1982",16,16.741935483871,62.2825107683947
1981,11,1982,"1981-1982",0,11.8083333333333,31.8193731235166
1981,12,1982,"1981-1982",56,8.33064516129032,18.186424657854
1982,1,1982,"1981-1982",20,7.87096774193548,17.0303627458418
1982,2,1982,"1981-1982",39,7.14285714285714,14.2643296530582
1982,3,1982,"1981-1982",41,10.8629032258065,33.6639026435169
1982,4,1982,"1981-1982",12,12.6,45.3678811365673
1982,5,1982,"1981-1982",3,17.3709677419355,83.3914213575962
1982,6,1982,"1981-1982",6,23.3166666666667,132.278425855996
1982,7,1982,"1981-1982",4,25.1129032258065,151.473143119778
1982,8,1982,"1981-1982",0,24.1854838709677,134.678018953255
1982,9,1983,"1982-1983",3,20.6,92.6066259855869
1982,10,1983,"1982-1983",7,13.8709677419355,46.3841057581542
1982,11,1983,"1982-1983",62,9.525,22.7238731859225
1982,12,1983,"1982-1983",15,5.48387096774194,9.4460388430619
1983,1,1983,"1982-1983",0,6.21774193548387,11.7706893773967
1983,2,1983,"1982-1983",0,6.1875,11.3908888173368
1983,3,1983,"1982-1983",39,11.8145161290323,38.3973916207676
1983,4,1983,"1982-1983",23,12.2583333333333,43.4553836698687
1983,5,1983,"1982-1983",11,15.1532258064516,67.3266441839701
1983,6,1983,"1982-1983",0,23.7916666666667,136.524541631487
1983,7,1983,"1982-1983",0,24.8951612903226,149.420589586506
1983,8,1983,"1982-1983",3,22.8629032258065,123.319796094846
1983,9,1984,"1983-1984",0,23.2666666666667,112.064543161134
1983,10,1984,"1983-1984",5,17.6532258064516,67.675090951512
1983,11,1984,"1983-1984",143,12.4,34.3524165445376
1983,12,1984,"1983-1984",47,7.62903225806452,15.8447483722579
1984,1,1984,"1983-1984",4,5.2741935483871,9.09536467182284
1984,2,1984,"1983-1984",12,6.37931034482759,11.9489463929752
1984,3,1984,"1983-1984",41,7.99193548387097,20.8129702078406
1984,4,1984,"1983-1984",26,14.2,54.7126358637359
1984,5,1984,"1983-1984",46,11.9354838709677,46.3207794363335
1984,6,1984,"1983-1984",0,20.2083333333333,105.716108031069
1984,7,1984,"1983-1984",0,26.7741935483871,167.463496721494
1984,8,1984,"1983-1984",0,23.7096774193548,130.55019715315
1984,9,1985,"1984-1985",0,21.05,95.7955349287256
1984,10,1985,"1984-1985",3,14.4758064516129,49.591743769683
1984,11,1985,"1984-1985",72,10.8333333333333,27.800708691501
1984,12,1985,"1984-1985",1,7.21774193548387,14.5270714512299
1985,1,1985,"1984-1985",18,5.38709677419355,9.40224703896754
1985,2,1985,"1984-1985",32,10.2589285714286,25.1525624748185
1985,3,1985,"1984-1985",9,8.79032258064516,24.1613493289758
1985,4,1985,"1984-1985",36,13.9666666666667,53.3107011786411
1985,5,1985,"1984-1985",29,14.8709677419355,65.372272833685
1985,6,1985,"1984-1985",1,22.225,122.705254223705
1985,7,1985,"1984-1985",0,26.0161290322581,160.094971475957
1985,8,1985,"1984-1985",0,25.9032258064516,149.962492960407
1985,9,1986,"1985-1986",6,23,110.058819601802
1985,10,1986,"1985-1986",0,17.1290322580645,64.553368247999
1985,11,1986,"1985-1986",52,10.0666666666667,24.7808029447152
1985,12,1986,"1985-1986",17,6.86290322580645,13.4238708454176
1986,1,1986,"1985-1986",21.4,6.08072289156626,11.3668539198624
1986,2,1986,"1985-1986",98.9,7.45,15.2369213523235
1986,4,1986,"1985-1986",33.8,9.88583333333333,29.0426131973989
1986,5,1986,"1985-1986",15.1,20.2790322580645,95.6196090422551
1986,6,1986,"1985-1986",45,22.0283333333333,120.986659501231
1986,7,1986,"1985-1986",0.3,26.3564516129032,160.276205493359
1986,8,1986,"1985-1986",0.5,25.9435483870968,159.395780894564
1986,9,1987,"1986-1987",30,22.5466666666667,120.657919326053
1986,10,1987,"1986-1987",0.5,15.4596774193548,59.064663862919
1986,11,1987,"1986-1987",27.7,9.99666666666667,27.7654670820016
1986,12,1987,"1986-1987",14.7,6.49838709677419,12.4829894209141
1987,1,1987,"1986-1987",131.3,5.22258064516129,8.75049525591049
