INDICATIVO;VARIABLE;FECHA;HORA;VALOR;VALIDACION
5514;PM1;28/02/1973;24:00;28,20;R
5514;PM1;31/03/1973;24:00;65,30;R
5514;PM1;30/04/1973;24:00;16,40;R
5514;PM1;31/05/1973;24:00;49,70;R
5514;PM1;30/06/1973;24:00;51,80;R
5514;PM1;31/07/1973;24:00;0,00;R
5514;PM1;31/08/1973;24:00;2,10;R
5514;PM1;30/09/1973;24:00;0,00;R
5514;PM1;31/10/1973;24:00;41,70;R
5514;PM1;30/11/1973;24:00;21,50;R
5514;PM1;31/12/1973;24:00;64,70;R
5514;PM1;31/01/1974;24:00;16,30;R
5514;PM1;28/02/1974;24:00;52,50;R
5514;PM1;31/03/1974;24:00;22,40;R
5514;PM1;30/04/1974;24:00;68,10;R
5514;PM1;31/05/1974;24:00;5,80;R
5514;PM1;30/06/1974;24:00;26,20;R
5514;PM1;31/07/1974;24:00;0,00;R
5514;PM1;31/08/1974;24:00;0,00;R
5514;PM1;30/09/1974;24:00;0,40;R
5514;PM1;31/10/1974;24:00;32,90;R
5514;PM1;30/11/1974;24:00;16,60;R
5514;PM1;31/12/1974;24:00;1,00;R
5514;PM1;31/01/1975;24:00;10,20;R
5514;PM1;28/02/1975;24:00;42,60;R
5514;PM1;31/03/1975;24:00;85,70;R
5514;PM1;30/04/1975;24:00;46,90;R
5514;PM1;31/05/1975;24:00;60,70;R
5514;PM1;30/06/1975;24:00;22,20;R
5514;PM1;31/07/1975;24:00;0,00;R
5514;PM1;31/08/1975;24:00;0,30;R
5514;PM1;30/09/1975;24:00;2,20;R
5514;PM1;31/10/1975;24:00;2,00;R
5514;PM1;30/11/1975;24:00;17,90;R
5514;PM1;31/12/1975;24:00;47,00;R
5514;PM1;31/01/1976;24:00;38,40;R
5514;PM1;29/02/1976;24:00;33,60;R
5514;PM1;31/03/1976;24:00;39,00;R
5514;PM1;30/04/1976;24:00;97,40;R
5514;PM1;31/05/1976;24:00;21,70;R
5514;PM1;30/06/1976;24:00;9,30;R
5514;PM1;31/07/1976;24:00;4,40;R
5514;PM1;31/08/1976;24:00;2,10;R
5514;PM1;30/09/1976;24:00;13,90;R
5514;PM1;31/10/1976;24:00;88,50;R
5514;PM1;30/11/1976;24:00;18,80;R
5514;PM1;31/12/1976;24:00;134,30;R
5514;PM1;31/01/1977;24:00;83,60;R
5514;PM1;28/02/1977;24:00;43,60;R
5514;PM1;31/03/1977;24:00;15,30;R
5514;PM1;30/04/1977;24:00;3,20;R
5514;PM1;31/05/1977;24:00;7,70;R
5514;PM1;30/06/1977;24:00;9,10;R
5514;PM1;31/07/1977;24:00;5,50;R
5514;PM1;31/08/1977;24:00;4,80;R
5514;PM1;30/09/1977;24:00;15,30;R
5514;PM1;31/10/1977;24:00;51,60;R
5514;PM1;30/11/1977;24:00;37,10;R
5514;PM1;31/12/1977;24:00;75,90;R
5514;PM1;31/01/1978;24:00;33,40;R
5514;PM1;28/02/1978;24:00;62,80;R
5514;PM1;31/03/1978;24:00;57,40;R
5514;PM1;30/04/1978;24:00;52,30;R
5514;PM1;31/05/1978;24:00;43,20;R
5514;PM1;30/06/1978;24:00;20,30;R
5514;PM1;31/07/1978;24:00;0,00;R
5514;PM1;31/08/1978;24:00;0,90;R
5514;PM1;30/09/1978;24:00;0,20;R
5514;PM1;31/10/1978;24:00;7,10;R
5514;PM1;30/11/1978;24:00;34,00;R
5514;PM1;31/12/1978;24:00;81,70;R
5514;PM1;31/01/1979;24:00;111,30;R
5514;PM1;28/02/1979;24:00;141,10;R
5514;PM1;31/03/1979;24:00;46,00;R
5514;PM1;30/04/1979;24:00;21,20;R
5514;PM1;31/05/1979;24:00;8,10;R
5514;PM1;30/06/1979;24:00;9,00;R
5514;PM1;31/07/1979;24:00;16,20;R
5514;PM1;31/08/1979;24:00;0,00;R
5514;PM1;30/09/1979;24:00;28,50;R
5514;PM1;31/10/1979;24:00;98,30;R
5514;PM1;30/11/1979;24:00;23,50;R
5514;PM1;31/12/1979;24:00;10,40;R
5514;PM1;31/01/1980;24:00;21,10;R
5514;PM1;29/02/1980;24:00;22,50;R
5514;PM1;31/03/1980;24:00;39,20;R
5514;PM1;30/04/1980;24:00;32,60;R
5514;PM1;31/05/1980;24:00;43,90;R
5514;PM1;30/06/1980;24:00;18,90;R
5514;PM1;31/07/1980;24:00;0,00;R
5514;PM1;31/08/1980;24:00;1,60;R
5514;PM1;30/09/1980;24:00;0,90;R
5514;PM1;31/10/1980;24:00;41,40;R
5514;PM1;30/11/1980;24:00;64,20;R
5514;PM1;31/12/1980;24:00;8,60;R
5514;PM1;31/01/1981;24:00;1,00;R
5514;PM1;28/02/1981;24:00;4,90;R
5514;PM1;31/03/1981;24:00;32,40;R
5514;PM1;30/04/1981;24:00;62,60;R
5514;PM1;31/05/1981;24:00;24,90;R
5514;PM1;30/06/1981;24:00;38,50;R
5514;PM1;31/07/1981;24:00;0,80;R
5514;PM1;31/08/1981;24:00;4,30;R
5514;PM1;30/09/1981;24:00;6,70;R
5514;PM1;31/10/1981;24:00;26,10;R
5514;PM1;30/11/1981;24:00;0,20;R
5514;PM1;31/12/1981;24:00;106,30;R
5514;PM1;31/01/1982;24:00;59,80;R
5514;PM1;28/02/1982;24:00;44,30;R
5514;PM1;31/03/1982;24:00;53,50;R
5514;PM1;30/04/1982;24:00;32,60;R
5514;PM1;31/05/1982;24:00;4,60;R
5514;PM1;30/06/1982;24:00;6,70;R
5514;PM1;31/07/1982;24:00;5,50;R
5514;PM1;31/08/1982;24:00;0,60;R
5514;PM1;30/09/1982;24:00;5,90;R
5514;PM1;31/10/1982;24:00;16,60;R
5514;PM1;30/11/1982;24:00;97,10;R
5514;PM1;31/12/1982;24:00;29,00;R
5514;PM1;31/01/1983;24:00;0,00;R
5514;PM1;28/02/1983;24:00;10,10;R
5514;PM1;31/03/1983;24:00;53,40;R
5514;PM1;30/04/1983;24:00;39,50;R
5514;PM1;31/05/1983;24:00;13,90;R
5514;PM1;30/06/1983;24:00;0,20;R
5514;PM1;31/07/1983;24:00;0,00;R
5514;PM1;31/08/1983;24:00;3,70;R
5514;PM1;30/09/1983;24:00;0,60;R
5514;PM1;31/10/1983;24:00;6,50;R
5514;PM1;30/11/1983;24:00;194,80;R
5514;PM1;31/12/1983;24:00;67,20;R
5514;PM1;31/01/1984;24:00;12,00;R
5514;PM1;29/02/1984;24:00;20,90;R
5514;PM1;31/03/1984;24:00;70,20;R
5514;PM1;30/04/1984;24:00;51,00;R
5514;PM1;31/05/1984;24:00;78,30;R
5514;PM1;30/06/1984;24:00;4,60;R
5514;PM1;31/07/1984;24:00;0,00;R
5514;PM1;31/08/1984;24:00;0,10;R
5514;PM1;30/09/1984;24:00;0,80;R
5514;PM1;31/10/1984;24:00;5,80;R
5514;PM1;30/11/1984;24:00;111,70;R
5514;PM1;31/12/1984;24:00;2,60;R
5514;PM1;31/01/1985;24:00;37,60;R
5514;PM1;28/02/1985;24:00;59,40;R
5514;PM1;31/03/1985;24:00;15,80;R
5514;PM1;30/04/1985;24:00;51,10;R
5514;PM1;31/05/1985;24:00;40,80;R
5514;PM1;30/06/1985;24:00;1,10;R
5514;PM1;31/07/1985;24:00;0,00;R
5514;PM1;31/08/1985;24:00;0,00;R
5514;PM1;30/09/1985;24:00;7,70;R
5514;PM1;31/10/1985;24:00;0,40;R
5514;PM1;30/11/1985;24:00;88,60;R
5514;PM1;31/12/1985;24:00;35,40;R
5514;PM1;31/01/1986;24:00;49,90;R
5514;PM1;28/02/1986;24:00;99,30;R
5514;PM1;31/03/1986;24:00;34,80;R
5514;PM1;30/04/1986;24:00;33,80;R
5514;PM1;31/05/1986;24:00;15,00;R
5514;PM1;30/06/1986;24:00;45,00;R
5514;PM1;31/07/1986;24:00;0,20;R
