INDICATIVO;VARIABLE;FECHA;HORA;VALOR;VALIDACION
5514;PM1;31/08/1986;24:00;0,50;R
5514;PM1;30/09/1986;24:00;30,00;R
5514;PM1;31/10/1986;24:00;71,40;R
5514;PM1;30/11/1986;24:00;27,60;R
5514;PM1;31/12/1986;24:00;14,70;R
5514;PM1;31/01/1987;24:00;139,70;R
5514;PM1;28/02/1987;24:00;62,40;R
5514;PM1;31/03/1987;24:00;5,60;R
5514;PM1;30/04/1987;24:00;9,90;R
5514;PM1;31/05/1987;24:00;1,00;R
5514;PM1;30/06/1987;24:00;3,40;R
5514;PM1;31/07/1987;24:00;17,30;R
5514;PM1;31/08/1987;24:00;18,80;R
5514;PM1;30/09/1987;24:00;7,90;R
5514;PM1;31/01/1988;24:00;36,20;R
5514;PM1;29/02/1988;24:00;18,40;R
5514;PM1;31/03/1988;24:00;14,00;R
5514;PM1;30/04/1988;24:00;37,00;R
5514;PM1;31/05/1988;24:00;28,70;R
5514;PM1;30/06/1988;24:00;26,30;R
5514;PM1;31/07/1988;24:00;4,80;R
5514;PM1;30/09/1988;24:00;1,60;R
5514;PM1;31/10/1988;24:00;46,10;R
5514;PM1;30/11/1988;24:00;34,00;R
5514;PM1;31/12/1988;24:00;5,60;R
5514;PM1;31/01/1989;24:00;21,00;R
5514;PM1;28/02/1989;24:00;31,40;R
5514;PM1;31/03/1989;24:00;27,00;R
5514;PM1;30/04/1989;24:00;37,30;R
5514;PM1;31/05/1989;24:00;13,00;R
5514;PM1;30/06/1989;24:00;15,10;R
5514;PM1;31/07/1989;24:00;0,20;R
5514;PM1;31/08/1989;24:00;1,00;R
5514;PM1;30/09/1989;24:00;69,60;R
5514;PM1;31/10/1989;24:00;38,00;R
5514;PM1;30/11/1989;24:00;66,10;R
5514;PM1;31/12/1989;24:00;69,30;R
5514;PM1;31/01/1990;24:00;37,80;R
5514;PM1;28/02/1990;24:00;0,10;R
5514;PM1;31/03/1990;24:00;24,60;R
5514;PM1;30/04/1990;24:00;93,00;R
5514;PM1;31/05/1990;24:00;17,40;R
5514;PM1;30/06/1990;24:00;0,10;R
5514;PM1;31/07/1990;24:00;1,20;R
5514;PM1;31/08/1990;24:00;0,50;R
5514;PM1;30/09/1990;24:00;20,60;R
5514;PM1;31/10/1990;24:00;62,30;R
5514;PM1;30/11/1990;24:00;28,00;R
5514;PM1;31/12/1990;24:00;23,80;R
5514;PM1;31/01/1991;24:00;3,00;R
5514;PM1;28/02/1991;24:00;41,40;R
5514;PM1;31/03/1991;24:00;52,70;R
5514;PM1;30/04/1991;24:00;16,80;R
5514;PM1;31/05/1991;24:00;0,90;R
5514;PM1;30/06/1991;24:00;8,40;R
5514;PM1;31/07/1991;24:00;1,00;R
5514;PM1;31/08/1991;24:00;0,10;R
5514;PM1;30/09/1991;24:00;37,70;R
5514;PM1;31/10/1991;24:00;40,50;R
5514;PM1;30/11/1991;24:00;27,10;R
5514;PM1;31/12/1991;24:00;17,50;R
5514;PM1;31/01/1992;24:00;15,80;R
5514;PM1;29/02/1992;24:00;25,10;R
5514;PM1;31/03/1992;24:00;22,60;R
5514;PM1;30/04/1992;24:00;21,00;R
5514;PM1;31/05/1992;24:00;1,40;R
5514;PM1;30/06/1992;24:00;58,00;R
5514;PM1;31/07/1992;24:00;22,50;R
5514;PM1;31/08/1992;24:00;0,10;R
5514;PM1;30/09/1992;24:00;12,10;R
5514;PM1;31/10/1992;24:00;75,30;R
5514;PM1;30/11/1992;24:00;17,90;R
5514;PM1;31/12/1992;24:00;16,40;R
5514;PM1;31/01/1993;24:00;0,20;R
5514;PM1;28/02/1993;24:00;11,60;R
5514;PM1;31/03/1993;24:00;33,10;R
5514;PM1;30/04/1993;24:00;31,00;R
5514;PM1;31/05/1993;24:00;31,20;R
5514;PM1;30/06/1993;24:00;2,00;R
5514;PM1;31/07/1993;24:00;0,10;R
5514;PM1;31/08/1993;24:00;1,20;R
5514;PM1;30/09/1993;24:00;3,60;R
5514;PM1;31/10/1993;24:00;61,10;R
5514;PM1;30/11/1993;24:00;32,60;R
5514;PM1;31/12/1993;24:00;7,70;R
5514;PM1;31/01/1994;24:00;49,00;R
5514;PM1;28/02/1994;24:00;48,00;R
5514;PM1;31/03/1994;24:00;2,30;R
5514;PM1;30/04/1994;24:00;32,10;R
5514;PM1;31/05/1994;24:00;24,80;R
5514;PM1;30/06/1994;24:00;0,30;R
5514;PM1;31/07/1994;24:00;0,20;R
5514;PM1;31/08/1994;24:00;1,70;R
5514;PM1;30/09/1994;24:00;16,60;R
5514;PM1;31/10/1994;24:00;31,10;R
5514;PM1;30/11/1994;24:00;26,30;R
5514;PM1;31/12/1994;24:00;2,00;R
5514;PM1;31/01/1995;24:00;6,60;R
5514;PM1;28/02/1995;24:00;8,10;R
5514;PM1;31/03/1995;24:00;19,10;R
5514;PM1;30/04/1995;24:00;7,50;R
5514;PM1;31/05/1995;24:00;0,70;R
5514;PM1;30/06/1995;24:00;20,80;R
5514;PM1;31/07/1995;24:00;0,10;R
5514;PM1;31/08/1995;24:00;1,50;R
5514;PM1;30/09/1995;24:00;2,60;R
5514;PM1;31/10/1995;24:00;2,80;R
5514;PM1;30/11/1995;24:00;41,90;R
5514;PM1;31/12/1995;24:00;116,70;R
5514;PM1;31/01/1996;24:00;168,20;R
5514;PM1;29/02/1996;24:00;32,30;R
5514;PM1;31/03/1996;24:00;35,10;R
5514;PM1;30/04/1996;24:00;19,30;R
5514;PM1;31/05/1996;24:00;99,00;R
5514;PM1;30/06/1996;24:00;4,80;R
5514;PM1;31/07/1996;24:00;3,00;R
5514;PM1;31/08/1996;24:00;4,40;R
5514;PM1;30/09/1996;24:00;45,70;R
5514;PM1;31/10/1996;24:00;23,20;R
5514;PM1;30/11/1996;24:00;70,90;R
5514;PM1;31/12/1996;24:00;156,70;R
5514;PM1;31/01/1997;24:00;125,60;R
5514;PM1;28/02/1997;24:00;0,00;R
5514;PM1;31/03/1997;24:00;0,10;R
5514;PM1;30/04/1997;24:00;76,40;R
5514;PM1;31/05/1997;24:00;52,50;R
5514;PM1;30/06/1997;24:00;31,60;R
5514;PM1;31/07/1997;24:00;0,00;R
5514;PM1;31/08/1997;24:00;30,60;R
5514;PM1;30/09/1997;24:00;49,20;R
5514;PM1;31/10/1997;24:00;24,50;R
5514;PM1;30/11/1997;24:00;87,50;R
5514;PM1;31/12/1997;24:00;105,40;R
5514;PM1;31/01/1998;24:00;8,40;R
5514;PM1;28/02/1998;24:00;44,30;R
5514;PM1;31/03/1998;24:00;10,90;R
5514;PM1;30/04/1998;24:00;31,80;R
5514;PM1;31/05/1998;24:00;49,00;R
5514;PM1;30/06/1998;24:00;16,20;R
5514;PM1;31/07/1998;24:00;0,00;R
5514;PM1;31/08/1998;24:00;0,40;R
5514;PM1;30/09/1998;24:00;43,90;R
5514;PM1;31/10/1998;24:00;0,90;R
5514;PM1;30/11/1998;24:00;6,80;R
5514;PM1;31/12/1998;24:00;33,00;R
5514;PM1;31/01/1999;24:00;23,50;R
5514;PM1;28/02/1999;24:00;21,70;R
5514;PM1;31/03/1999;24:00;40,20;R
5514;PM1;30/04/1999;24:00;5,70;R
5514;PM1;31/05/1999;24:00;5,40;R
5514;PM1;30/06/1999;24:00;5,10;R
5514;PM1;31/07/1999;24:00;0,00;R
5514;PM1;31/08/1999;24:00;0,50;R
5514;PM1;30/09/1999;24:00;11,20;R
5514;PM1;31/10/1999;24:00;105,40;R
5514;PM1;30/11/1999;24:00;34,10;R
5514;PM1;31/12/1999;24:00;34,80;R
5514;PM1;31/01/2000;24:00;10,60;R
5514;PM1;29/02/2000;24:00;0,00;R
5514;PM1;31/03/2000;24:00;19,20;R
5514;PM1;30/04/2000;24:00;65,70;R
5514;PM1;31/05/2000;24:00;72,50;R
5514;PM1;30/06/2000;24:00;0,70;R
5514;PM1;31/07/2000;24:00;0,00;R
5514;PM1;31/08/2000;24:00;0,10;R
5514;PM1;30/09/2000;24:00;14,80;R
5514;PM1;31/10/2000;24:00;55,00;R
5514;PM1;30/11/2000;24:00;57,70;R
5514;PM1;31/12/2000;24:00;89,30;R
5514;PM1;31/01/2001;24:00;57,90;R
5514;PM1;28/02/2001;24:00;21,30;R
5514;PM1;31/03/2001;24:00;51,10;R
5514;PM1;30/04/2001;24:00;4,50;R
5514;PM1;31/05/2001;24:00;50,00;R
5514;PM1;30/06/2001;24:00;0,10;R
5514;PM1;31/07/2001;24:00;0,10;R
5514;PM1;31/08/2001;24:00;0,20;R
5514;PM1;30/09/2001;24:00;49,00;R
5514;PM1;31/10/2001;24:00;64,70;R
5514;PM1;30/11/2001;24:00;22,20;R
5514;PM1;31/12/2001;24:00;52,50;R
5514;PM1;31/01/2002;24:00;15,00;R
5514;PM1;28/02/2002;24:00;3,20;R
5514;PM1;31/03/2002;24:00;82,30;R
5514;PM1;30/04/2002;24:00;72,80;R
5514;PM1;31/05/2002;24:00;27,10;R
5514;PM1;30/06/2002;24:00;37,00;R
5514;PM1;31/07/2002;24:00;0,00;R
5514;PM1;31/08/2002;24:00;4,90;R
5514;PM1;30/09/2002;24:00;9,10;R
5514;PM1;31/10/2002;24:00;20,50;R
5514;PM1;30/11/2002;24:00;120,30;R
5514;PM1;31/12/2002;24:00;52,70;R
5514;PM1;31/01/2003;24:00;57,50;R
5514;PM1;28/02/2003;24:00;64,20;R
5514;PM1;31/03/2003;24:00;39,30;R
5514;PM1;30/04/2003;24:00;32,30;R
5514;PM1;31/05/2003;24:00;16,00;R
5514;PM1;30/06/2003;24:00;2,60;R
5514;PM1;31/07/2003;24:00;0,00;R
5514;PM1;31/08/2003;24:00;0,50;R
5514;PM1;30/09/2003;24:00;17,00;R
5514;PM1;31/10/2003;24:00;88,50;R
5514;PM1;30/11/2003;24:00;43,00;R
5514;PM1;31/12/2003;24:00;34,50;R
5514;PM1;31/01/2004;24:00;9,30;R
5514;PM1;29/02/2004;24:00;40,70;R
5514;PM1;31/03/2004;24:00;73,30;R
5514;PM1;30/04/2004;24:00;58,60;R
5514;PM1;31/05/2004;24:00;54,70;R
5514;PM1;30/06/2004;24:00;6,90;R
5514;PM1;31/07/2004;24:00;0,30;R
5514;PM1;31/08/2004;24:00;0,10;R
5514;PM1;30/09/2004;24:00;4,40;R
5514;PM1;31/10/2004;24:00;18,40;R
5514;PM1;30/11/2004;24:00;7,80;R
5514;PM1;31/12/2004;24:00;34,40;R
5514;PM1;31/01/2005;24:00;0,10;R
5514;PM1;28/02/2005;24:00;37,30;R
5514;PM1;31/03/2005;24:00;28,00;R
5514;PM1;30/04/2005;24:00;3,70;R
5514;PM1;31/05/2005;24:00;9,80;R
5514;PM1;30/06/2005;24:00;2,10;R
5514;PM1;31/07/2005;24:00;0,20;R
5514;PM1;31/08/2005;24:00;1,50;R
5514;PM1;30/09/2005;24:00;18,60;R
5514;PM1;31/10/2005;24:00;37,90;R
5514;PM1;30/11/2005;24:00;23,00;R
5514;PM1;31/12/2005;24:00;19,90;R
5514;PM1;31/01/2006;24:00;48,30;R
5514;PM1;28/02/2006;24:00;34,80;R
5514;PM1;31/03/2006;24:00;45,70;R
5514;PM1;30/04/2006;24:00;28,00;R
5514;PM1;31/05/2006;24:00;27,20;R
5514;PM1;30/06/2006;24:00;0,80;R
5514;PM1;31/07/2006;24:00;0,20;R
5514;PM1;31/08/2006;24:00;7,50;R
5514;PM1;30/09/2006;24:00;14,00;R
5514;PM1;31/10/2006;24:00;16,90;R
5514;PM1;30/11/2006;24:00;48,20;R
5514;PM1;31/12/2006;24:00;24,00;R
5514;PM1;31/01/2007;24:00;29,90;R
5514;PM1;28/02/2007;24:00;26,50;R
5514;PM1;31/03/2007;24:00;8,10;R
5514;PM1;30/04/2007;24:00;55,10;R
5514;PM1;31/05/2007;24:00;56,30;R
5514;PM1;30/06/2007;24:00;0,10;R
5514;PM1;31/07/2007;24:00;0,10;R
5514;PM1;31/08/2007;24:00;0,30;R
5514;PM1;30/09/2007;24:00;89,90;R
5514;PM1;31/10/2007;24:00;50,00;R
5514;PM1;30/11/2007;24:00;26,30;R
5514;PM1;31/12/2007;24:00;12,20;R
5514;PM1;31/01/2008;24:00;38,70;R
5514;PM1;29/02/2008;24:00;23,50;R
5514;PM1;31/03/2008;24:00;17,10;R
5514;PM1;30/04/2008;24:00;37,70;R
5514;PM1;31/05/2008;24:00;50,90;R
5514;PM1;30/06/2008;24:00;4,50;R
5514;PM1;31/07/2008;24:00;1,50;R
5514;PM1;31/08/2008;24:00;0,00;R
5514;PM1;30/09/2008;24:00;23,30;R
5514;PM1;31/10/2008;24:00;46,20;R
5514;PM1;30/11/2008;24:00;46,20;R
5514;PM1;31/12/2008;24:00;47,40;R
5514;PM1;31/01/2009;24:00;57,70;R
5514;PM1;28/02/2009;24:00;52,70;R
5514;PM1;31/03/2009;24:00;59,30;R
5514;PM1;30/04/2009;24:00;48,50;R
5514;PM1;31/05/2009;24:00;17,10;R
5514;PM1;30/06/2009;24:00;3,70;R
5514;PM1;31/07/2009;24:00;0,30;R
5514;PM1;31/08/2009;24:00;2,60;R
5514;PM1;30/09/2009;24:00;47,50;R
5514;PM1;31/10/2009;24:00;34,10;R
5514;PM1;30/11/2009;24:00;26,40;R
5514;PM1;31/12/2009;24:00;144,60;R
5514;PM1;31/01/2010;24:00;99,70;R
5514;PM1;28/02/2010;24:00;104,40;R
5514;PM1;31/03/2010;24:00;73,50;R
5514;PM1;30/04/2010;24:00;21,20;R
5514;PM1;31/05/2010;24:00;13,30;R
5514;PM1;30/06/2010;24:00;23,10;R
5514;PM1;31/07/2010;24:00;0,40;R
5514;PM1;31/08/2010;24:00;17,80;R
5514;PM1;30/09/2010;24:00;18,20;R
5514;PM1;31/10/2010;24:00;33,60;R
5514;PM1;30/11/2010;24:00;58,40;R
5514;PM1;31/12/2010;24:00;103,80;R
5514;PM1;31/01/2011;24:00;35,90;R
5514;PM1;28/02/2011;24:00;38,40;R
5514;PM1;31/03/2011;24:00;40,30;R
5514;PM1;30/04/2011;24:00;59,30;R
5514;PM1;31/05/2011;24:00;84,70;R
5514;PM1;30/06/2011;24:00;12,40;R
5514;PM1;31/07/2011;24:00;0,10;R
5514;PM1;31/08/2011;24:00;0,00;R
5514;PM1;30/09/2011;24:00;1,60;R
5514;PM1;31/10/2011;24:00;25,40;R
5514;PM1;30/11/2011;24:00;61,10;R
5514;PM1;31/12/2011;24:00;5,50;R
5514;PM1;31/01/2012;24:00;19,70;R
5514;PM1;29/02/2012;24:00;4,90;R
5514;PM1;31/03/2012;24:00;6,70;R
5514;PM1;30/04/2012;24:00;68,30;R
5514;PM1;31/05/2012;24:00;14,50;R
5514;PM1;30/06/2012;24:00;0,10;R
5514;PM1;31/07/2012;24:00;0,00;R
5514;PM1;31/08/2012;24:00;0,00;R
5514;PM1;30/09/2012;24:00;42,80;R
5514;PM1;31/10/2012;24:00;107,50;R
5514;PM1;30/11/2012;24:00;118,00;R
5514;PM1;31/12/2012;24:00;14,90;R
5514;PM1;31/01/2013;24:00;64,40;R
5514;PM1;28/02/2013;24:00;60,20;R
5514;PM1;31/03/2013;24:00;139,00;R
5514;PM1;30/04/2013;24:00;53,40;R
5514;PM1;31/05/2013;24:00;23,00;R
5514;PM1;30/06/2013;24:00;0,00;R
5514;PM1;31/07/2013;24:00;0,00;R
5514;PM1;31/08/2013;24:00;9,70;R
5514;PM1;30/09/2013;24:00;27,60;R
5514;PM1;31/10/2013;24:00;10,80;R
5514;PM1;30/11/2013;24:00;14,90;R
5514;PM1;31/12/2013;24:00;44,30;R
5514;PM1;31/01/2014;24:00;59,50;R
5514;PM1;28/02/2014;24:00;58,90;R
5514;PM1;31/03/2014;24:00;30,50;R
5514;PM1;30/04/2014;24:00;30,40;R
5514;PM1;31/05/2014;24:00;13,20;R
5514;PM1;30/06/2014;24:00;15,50;R
5514;PM1;31/07/2014;24:00;0,00;R
5514;PM1;31/08/2014;24:00;0,00;R
5514;PM1;30/09/2014;24:00;17,80;R
5514;PM1;31/10/2014;24:00;51,50;R
5514;PM1;30/11/2014;24:00;87,30;R
5514;PM1;31/12/2014;24:00;6,30;R
5514;PM1;31/01/2015;24:00;48,00;R
5514;PM1;28/02/2015;24:00;22,40;R
5514;PM1;31/03/2015;24:00;30,20;R
5514;PM1;30/04/2015;24:00;28,60;R
5514;PM1;31/05/2015;24:00;1,20;R
5514;PM1;30/06/2015;24:00;0,60;R
5514;PM1;31/07/2015;24:00;0,10;R
5514;PM1;31/08/2015;24:00;9,10;R
5514;PM1;30/09/2015;24:00;50,20;R
5514;PM1;31/10/2015;24:00;50,40;R
5514;PM1;30/11/2015;24:00;22,10;R
5514;PM1;31/12/2015;24:00;0,60;R
5514;PM1;31/01/2016;24:00;18,90;R
5514;PM1;29/02/2016;24:00;54,10;R
5514;PM1;31/03/2016;24:00;15,30;R
5514;PM1;30/04/2016;24:00;53,40;R
5514;PM1;31/05/2016;24:00;43,20;R
5514;PM1;30/06/2016;24:00;0,90;R
5514;PM1;31/07/2016;24:00;1,00;R
5514;TM1;31/01/1951;24:00;6,10;R
5514;TM1;28/02/1951;24:00;6,80;R
5514;TM1;31/03/1951;24:00;11,00;R
5514;TM1;30/04/1951;24:00;13,20;R
5514;TM1;31/05/1951;24:00;13,80;R
5514;TM1;30/06/1951;24:00;22,30;R
5514;TM1;31/07/1951;24:00;25,40;R
5514;TM1;31/08/1951;24:00;24,90;R
5514;TM1;30/09/1951;24:00;21,00;R
5514;TM1;31/10/1951;24:00;13,60;R
5514;TM1;30/11/1951;24:00;10,50;R
5514;TM1;31/12/1951;24:00;8,20;R
5514;TM1;31/01/1952;24:00;4,60;R
5514;TM1;29/02/1952;24:00;7,20;R
5514;TM1;31/03/1952;24:00;13,00;R
5514;TM1;30/04/1952;24:00;12,50;R
5514;TM1;31/05/1952;24:00;16,00;R
5514;TM1;30/06/1952;24:00;23,00;R
5514;TM1;31/07/1952;24:00;25,80;R
5514;TM1;31/08/1952;24:00;24,60;R
5514;TM1;30/09/1952;24:00;19,50;R
5514;TM1;31/10/1952;24:00;17,20;R
5514;TM1;30/11/1952;24:00;11,20;R
5514;TM1;31/12/1952;24:00;6,60;R
5514;TM1;31/01/1953;24:00;5,10;R
5514;TM1;28/02/1953;24:00;6,60;R
5514;TM1;31/03/1953;24:00;9,60;R
5514;TM1;30/04/1953;24:00;14,20;R
5514;TM1;31/05/1953;24:00;20,30;R
5514;TM1;30/06/1953;24:00;21,30;R
5514;TM1;31/07/1953;24:00;26,50;R
5514;TM1;31/08/1953;24:00;26,70;R
5514;TM1;30/09/1953;24:00;21,00;R
5514;TM1;31/10/1953;24:00;14,30;R
5514;TM1;30/11/1953;24:00;11,80;R
5514;TM1;31/12/1953;24:00;9,00;R
5514;TM1;31/01/1954;24:00;4,70;R
5514;TM1;28/02/1954;24:00;4,80;R
5514;TM1;31/03/1954;24:00;9,50;R
5514;TM1;30/04/1954;24:00;11,30;R
5514;TM1;31/05/1954;24:00;17,30;R
5514;TM1;30/06/1954;24:00;20,90;R
5514;TM1;31/07/1954;24:00;24,70;R
5514;TM1;31/08/1954;24:00;24,20;R
5514;TM1;30/09/1954;24:00;22,80;R
5514;TM1;31/10/1954;24:00;18,00;R
5514;TM1;30/11/1954;24:00;13,20;R
5514;TM1;31/12/1954;24:00;8,60;R
5514;TM1;31/01/1955;24:00;9,60;R
5514;TM1;28/02/1955;24:00;8,80;R
5514;TM1;31/03/1955;24:00;9,40;R
5514;TM1;30/04/1955;24:00;14,80;R
5514;TM1;31/05/1955;24:00;20,00;R
5514;TM1;30/06/1955;24:00;22,20;R
5514;TM1;31/07/1955;24:00;26,30;R
5514;TM1;31/08/1955;24:00;25,50;R
5514;TM1;30/09/1955;24:00;22,10;R
5514;TM1;31/10/1955;24:00;16,40;R
5514;TM1;30/11/1955;24:00;12,40;R
5514;TM1;31/12/1955;24:00;9,20;R
5514;TM1;31/01/1956;24:00;7,10;R
5514;TM1;29/02/1956;24:00;3,30;R
5514;TM1;31/03/1956;24:00;10,30;R
5514;TM1;30/04/1956;24:00;11,50;R
5514;TM1;31/05/1956;24:00;15,70;R
5514;TM1;30/06/1956;24:00;21,00;R
5514;TM1;31/07/1956;24:00;23,80;R
5514;TM1;31/08/1956;24:00;24,50;R
5514;TM1;30/09/1956;24:00;20,60;R
5514;TM1;31/10/1956;24:00;16,40;R
5514;TM1;30/11/1956;24:00;8,10;R
5514;TM1;31/12/1956;24:00;6,00;R
5514;TM1;31/01/1957;24:00;4,10;R
5514;TM1;28/02/1957;24:00;9,80;R
5514;TM1;31/03/1957;24:00;12,40;R
5514;TM1;30/04/1957;24:00;11,40;R
5514;TM1;31/05/1957;24:00;15,30;R
5514;TM1;30/06/1957;24:00;19,00;R
5514;TM1;31/07/1957;24:00;25,40;R
5514;TM1;31/08/1957;24:00;26,00;R
5514;TM1;30/09/1957;24:00;23,10;R
5514;TM1;31/10/1957;24:00;15,00;R
5514;TM1;30/11/1957;24:00;9,70;R
5514;TM1;31/12/1957;24:00;5,70;R
5514;TM1;31/01/1958;24:00;7,30;R
5514;TM1;28/02/1958;24:00;10,80;R
5514;TM1;31/03/1958;24:00;10,40;R
5514;TM1;30/04/1958;24:00;12,10;R
5514;TM1;31/05/1958;24:00;17,90;R
5514;TM1;30/06/1958;24:00;20,50;R
5514;TM1;31/07/1958;24:00;24,70;R
5514;TM1;31/08/1958;24:00;25,00;R
5514;TM1;30/09/1958;24:00;23,90;R
5514;TM1;31/10/1958;24:00;15,60;R
5514;TM1;30/11/1958;24:00;10,10;R
5514;TM1;31/12/1958;24:00;8,20;R
5514;TM1;31/01/1959;24:00;8,10;R
5514;TM1;28/02/1959;24:00;6,70;R
5514;TM1;31/03/1959;24:00;10,60;R
5514;TM1;30/04/1959;24:00;12,40;R
5514;TM1;31/05/1959;24:00;14,90;R
5514;TM1;30/06/1959;24:00;20,80;R
5514;TM1;31/07/1959;24:00;25,90;R
5514;TM1;31/08/1959;24:00;24,40;R
5514;TM1;30/09/1959;24:00;20,30;R
5514;TM1;31/10/1959;24:00;15,20;R
5514;TM1;30/11/1959;24:00;10,40;R
5514;TM1;31/12/1959;24:00;7,10;R
5514;TM1;31/01/1960;24:00;6,70;R
5514;TM1;29/02/1960;24:00;9,50;R
5514;TM1;31/03/1960;24:00;10,80;R
5514;TM1;30/04/1960;24:00;13,10;R
5514;TM1;31/05/1960;24:00;17,40;R
5514;TM1;30/06/1960;24:00;22,20;R
5514;TM1;31/07/1960;24:00;25,00;R
5514;TM1;31/08/1960;24:00;24,60;R
5514;TM1;30/09/1960;24:00;20,90;R
5514;TM1;31/10/1960;24:00;14,10;R
5514;TM1;30/11/1960;24:00;11,40;R
5514;TM1;31/12/1960;24:00;5,10;R
5514;TM1;31/01/1961;24:00;5,90;R
5514;TM1;28/02/1961;24:00;10,60;R
5514;TM1;31/03/1961;24:00;12,20;R
5514;TM1;30/04/1961;24:00;14,70;R
5514;TM1;31/05/1961;24:00;19,70;R
5514;TM1;30/06/1961;24:00;21,80;R
5514;TM1;31/07/1961;24:00;26,10;R
5514;TM1;31/08/1961;24:00;25,80;R
5514;TM1;30/09/1961;24:00;22,40;R
5514;TM1;31/10/1961;24:00;14,80;R
5514;TM1;30/11/1961;24:00;9,80;R
5514;TM1;31/12/1961;24:00;7,80;R
5514;TM1;31/01/1962;24:00;7,00;R
5514;TM1;28/02/1962;24:00;6,80;R
5514;TM1;31/03/1962;24:00;9,40;R
5514;TM1;30/04/1962;24:00;12,80;R
5514;TM1;31/05/1962;24:00;16,50;R
5514;TM1;30/06/1962;24:00;20,50;R
5514;TM1;31/07/1962;24:00;26,00;R
5514;TM1;31/08/1962;24:00;26,20;R
5514;TM1;30/09/1962;24:00;22,40;R
5514;TM1;31/10/1962;24:00;16,60;R
5514;TM1;30/11/1962;24:00;7,30;R
5514;TM1;31/12/1962;24:00;6,10;R
5514;TM1;31/01/1963;24:00;7,20;R
5514;TM1;28/02/1963;24:00;6,10;R
5514;TM1;31/03/1963;24:00;10,20;R
5514;TM1;30/04/1963;24:00;13,30;R
5514;TM1;31/05/1963;24:00;16,80;R
5514;TM1;30/06/1963;24:00;21,10;R
5514;TM1;31/07/1963;24:00;26,20;R
5514;TM1;31/08/1963;24:00;25,40;R
5514;TM1;30/09/1963;24:00;19,40;R
5514;TM1;31/10/1963;24:00;16,60;R
5514;TM1;30/11/1963;24:00;11,20;R
5514;TM1;31/12/1963;24:00;7,90;R
5514;TM1;31/01/1964;24:00;6,30;R
5514;TM1;29/02/1964;24:00;8,80;R
5514;TM1;31/03/1964;24:00;10,40;R
5514;TM1;30/04/1964;24:00;12,40;R
5514;TM1;31/05/1964;24:00;21,20;R
5514;TM1;30/06/1964;24:00;22,50;R
5514;TM1;31/07/1964;24:00;26,40;R
5514;TM1;31/08/1964;24:00;25,10;R
5514;TM1;30/09/1964;24:00;25,10;R
5514;TM1;31/10/1964;24:00;14,80;R
5514;TM1;30/11/1964;24:00;9,90;R
5514;TM1;31/12/1964;24:00;5,90;R
5514;TM1;31/01/1965;24:00;6,50;R
5514;TM1;28/02/1965;24:00;6,60;R
5514;TM1;31/03/1965;24:00;11,20;R
5514;TM1;30/04/1965;24:00;13,90;R
5514;TM1;31/05/1965;24:00;20,20;R
5514;TM1;30/06/1965;24:00;24,80;R
5514;TM1;31/07/1965;24:00;25,50;R
5514;TM1;31/08/1965;24:00;25,60;R
5514;TM1;30/09/1965;24:00;18,50;R
5514;TM1;31/10/1965;24:00;15,50;R
5514;TM1;30/11/1965;24:00;10,40;R
5514;TM1;31/12/1965;24:00;7,80;R
5514;TM1;31/01/1966;24:00;9,00;R
5514;TM1;28/02/1966;24:00;10,30;R
5514;TM1;31/03/1966;24:00;10,00;R
5514;TM1;30/04/1966;24:00;13,50;R
5514;TM1;31/05/1966;24:00;18,60;R
5514;TM1;30/06/1966;24:00;21,90;R
5514;TM1;31/07/1966;24:00;25,80;R
5514;TM1;31/08/1966;24:00;26,20;R
5514;TM1;30/09/1966;24:00;21,90;R
5514;TM1;31/10/1966;24:00;13,70;R
5514;TM1;30/11/1966;24:00;7,40;R
5514;TM1;31/12/1966;24:00;6,10;R
5514;TM1;31/01/1967;24:00;6,40;R
5514;TM1;28/02/1967;24:00;7,90;R
5514;TM1;31/03/1967;24:00;12,10;R
5514;TM1;30/04/1967;24:00;12,00;R
5514;TM1;31/05/1967;24:00;16,50;R
5514;TM1;30/06/1967;24:00;20,00;R
5514;TM1;31/07/1967;24:00;27,10;R
5514;TM1;31/08/1967;24:00;26,10;R
5514;TM1;30/09/1967;24:00;21,10;R
5514;TM1;31/10/1967;24:00;17,30;R
5514;TM1;30/11/1967;24:00;10,60;R
5514;TM1;31/12/1967;24:00;4,40;R
5514;TM1;31/01/1968;24:00;6,00;R
5514;TM1;29/02/1968;24:00;8,10;R
5514;TM1;31/03/1968;24:00;10,20;R
5514;TM1;30/04/1968;24:00;12,90;R
5514;TM1;31/05/1968;24:00;16,80;R
5514;TM1;30/06/1968;24:00;22,20;R
5514;TM1;31/07/1968;24:00;26,60;R
5514;TM1;31/08/1968;24:00;24,50;R
5514;TM1;30/09/1968;24:00;21,00;R
5514;TM1;31/10/1968;24:00;18,00;R
5514;TM1;30/11/1968;24:00;10,70;R
5514;TM1;31/12/1968;24:00;7,10;R
5514;TM1;31/01/1969;24:00;8,00;R
5514;TM1;28/02/1969;24:00;7,50;R
5514;TM1;31/03/1969;24:00;10,20;R
5514;TM1;30/04/1969;24:00;12,40;R
5514;TM1;31/05/1969;24:00;16,30;R
5514;TM1;30/06/1969;24:00;20,40;R
5514;TM1;31/07/1969;24:00;25,50;R
5514;TM1;31/08/1969;24:00;24,80;R
5514;TM1;30/09/1969;24:00;17,60;R
