"iv_malla_modi_id","pop","long","lat","dr","post","pre","rt","rc","rs","rrs"
142799,1,-3.2653977,37.1964115,1.261,1.4537,1.59303333333333,0.791571634826641,1.1528152260111,0.912535833106652,0.120964198280011
142800,1,-3.2627823,37.1964115,1.3253,1.42793333333333,1.7315,0.765405717585908,1.07744158555296,0.824679949947059,0.0592742323611512
142801,1,-3.2601669,37.1964115,1.4976,1.62566666666667,1.92,0.78,1.0855146011396,0.846701388888889,0.0667013888888888
142802,1,-3.2575516,37.1964115,1.6408,1.74076666666667,2.0496,0.800546448087432,1.06092556476516,0.849320192557898,0.0487737444704658
142803,1,-3.2549362,37.1964115,1.5894,1.69326666666667,2.072,0.767084942084942,1.06534960781846,0.817213642213642,0.0501287001287002
142804,1,-3.2523208,37.1964115,1.4636,1.5855,1.8981,0.771086876350034,1.08328778354742,0.83530899320373,0.0642221168536957
142805,1,-3.2497054,37.1964115,1.3245,1.44896666666667,1.69126666666667,0.783140841184122,1.09397256826475,0.856734597343214,0.0735937561590918
142806,1,-3.24709,37.1964115,1.2716,1.40563333333333,1.67993333333333,0.75693479899996,1.10540526370976,0.836719711099647,0.0797849120996864
142807,1,-3.2444746,37.1964115,1.2847,1.3546,1.50946666666667,0.851095309601625,1.0544095897875,0.897403056267114,0.046307746665489
143477,1,-3.2679229,37.1943282,1.1419,1.31733333333333,1.5478,0.737756816126114,1.15363283416528,0.851100486712323,0.113343670586208
143478,1,-3.2653076,37.1943282,1.368,1.45806666666667,1.59333333333333,0.858577405857741,1.06583820662768,0.91510460251046,0.0565271966527196
143479,1,-3.2626923,37.1943282,1.5692,1.64006666666667,2.01003333333333,0.780683570753387,1.04516101622908,0.815940034161954,0.0352564634085671
143480,1,-3.260077,37.1943282,1.6119,1.78676666666667,2.12146666666667,0.759804537741185,1.1084848108857,0.842231789328138,0.0824272515869524
143481,1,-3.2574617,37.1943282,1.7199,1.78703333333333,2.07086666666667,0.830521842706757,1.03903327712852,0.862939831954415,0.032417989247658
143482,1,-3.2548464,37.1943282,1.6153,1.88616666666667,2.12073333333333,0.761670491339474,1.1676881487443,0.889393605985351,0.127723114645877
143483,1,-3.252231,37.1943282,1.5807,1.76793333333333,2.05386666666667,0.769621526876136,1.11844963201957,0.860782913528954,0.0911613866528175
143484,1,-3.2496157,37.1943282,1.3792,1.47513333333333,1.7291,0.797640390954832,1.06955723124517,0.853122048078962,0.05548165712413
143485,1,-3.2470004,37.1943282,1.4068,1.33276666666667,1.65903333333333,0.847963673625203,0.94737465643067,0.803339293966366,-0.0446243796588375
143486,1,-3.2443851,37.1943282,1.3139,1.33716666666667,1.51503333333333,0.867241644848298,1.01770809549179,0.882598842709731,0.0153571978614331
143487,1,-3.2417698,37.1943282,1.0968,1.1824,1.3148,0.834195314876787,1.07804522246535,0.899300273805902,0.0651049589291146
144156,1,-3.2678327,37.1922448,1.069,1.26156666666667,1.39456666666667,0.766546358486507,1.18013719987527,0.904629873078854,0.138083514592347
144157,1,-3.2652175,37.1922448,1.569,1.60193333333333,1.79743333333333,0.872911373625355,1.02099001487147,0.891233796339225,0.0183224227138699
144158,1,-3.2626023,37.1922448,1.754,1.89676666666667,2.1633,0.810798317385476,1.08139490687951,0.876793170927133,0.0659948535416571
144159,1,-3.259987,37.1922448,1.6572,1.95286666666667,2.19306666666667,0.755654182879377,1.17841338804409,0.890473005836576,0.134818822957198
144160,1,-3.2573718,37.1922448,1.7002,1.83923333333333,2.07023333333333,0.821260083404447,1.08177469317335,0.888418374740367,0.0671582913359203
144161,1,-3.2547565,37.1922448,1.5878,1.77343333333333,2.0725,0.766127864897467,1.11691228954108,0.855697627663852,0.0895697627663852
144162,1,-3.2521413,37.1922448,1.6308,1.89153333333333,2.1406,0.76184247407269,1.15988063118306,0.883646329689495,0.121803855616805
144163,1,-3.2495261,37.1922448,1.7147,1.7298,1.98306666666667,0.864670880118335,1.00880620516708,0.872285349290661,0.00761446917232575
144164,1,-3.2469108,37.1922448,1.3093,1.459,1.73283333333333,0.755583341348466,1.11433590468189,0.841973646244109,0.0863903048956431
144165,1,-3.2442956,37.1922448,1.2816,1.34756666666667,1.64436666666667,0.779388214307433,1.0514721181856,0.81950497658673,0.0401167622792969
144166,1,-3.2416803,37.1922448,1.1551,1.24773333333333,1.5353,0.752361102064743,1.08019507690532,0.812696758505395,0.0603356564406522
144167,1,-3.2390651,37.1922448,1.108,1.1225,1.31596666666667,0.841966615162491,1.01308664259928,0.852985131335647,0.0110185161731553
144168,1,-3.2364499,37.1922448,1.2208,1.30223333333333,1.45073333333333,0.841505445521805,1.06670489296636,0.897637976195947,0.0561325306741417
144833,1,-3.2729729,37.1901615,1.2018,1.38326666666667,1.48183333333333,0.811022382184231,1.15099572862928,0.933483297716792,0.122460915532561
144834,1,-3.2703577,37.1901615,1.232,1.4224,1.49443333333333,0.824392746414471,1.15454545454545,0.951798898133072,0.1274061517186
144835,1,-3.2677426,37.1901615,1.2918,1.41056666666667,1.58293333333333,0.816079851752022,1.09193889663003,0.891109332884097,0.0750294811320755
144836,1,-3.2651274,37.1901615,1.6235,1.73026666666667,1.90506666666667,0.852201147816349,1.06576326865825,0.908244680851064,0.0560435330347145
144837,1,-3.2625122,37.1901615,1.6318,1.82716666666667,2.05306666666667,0.794811014417457,1.11972463945745,0.889969476555397,0.09515846213794
144838,1,-3.2598971,37.1901615,1.606,1.76296666666667,1.90686666666667,0.842219347620879,1.09773765047738,0.924535887843932,0.0823165402230534
144839,1,-3.2572819,37.1901615,1.5272,1.58853333333333,1.86196666666667,0.820208023774145,1.04016064257028,0.853148105050216,0.0329400812760702
144840,1,-3.2546667,37.1901615,1.466,1.61293333333333,1.89226666666667,0.774732243517475,1.10022737608004,0.852381623449831,0.0776493799323563
144841,1,-3.2520516,37.1901615,1.5434,1.70776666666667,1.99313333333333,0.774358631300799,1.10649647963371,0.856825099508312,0.0824664682075124
144842,1,-3.2494364,37.1901615,1.5333,1.73396666666667,1.9715,0.777732690844535,1.13087241026979,0.879516442640967,0.101783751796432
144843,1,-3.2468212,37.1901615,1.584,1.62426666666667,1.91686666666667,0.826348554933398,1.02542087542088,0.847355058602581,0.0210065036691823
144844,1,-3.2442061,37.1901615,1.5479,1.4979,1.83493333333333,0.843572881848569,0.967698171716519,0.816323935474495,-0.0272489463740736
144845,1,-3.2415909,37.1901615,1.2999,1.3959,1.70216666666667,0.763673749143249,1.07385183475652,0.820072456672868,0.056398707529619
144846,1,-3.2389757,37.1901615,1.086,1.18473333333333,1.3702,0.792585024084075,1.09091467157765,0.864642631246047,0.0720576071619715
144847,1,-3.2363606,37.1901615,1.1349,1.2863,1.41446666666667,0.802351887637272,1.13340382412547,0.909388697742377,0.107036810105104
145511,1,-3.2754977,37.1880782,1.1023,1.2177,1.33523333333333,0.825548593254612,1.10469019323233,0.911975435005118,0.0864268417505055
