"iv_malla_modi_id","poblacion","lng","lat","dr","post","pre","rt","rc","rs","rrs"
142799,1,-3.2653977048134,37.1964115002029,1.30075,1.57275,1.45913333333333,0.891453831041257,1.20911012877186,1.07786585644446,0.186412025403207
142800,1,-3.26278232147106,37.1964115002029,1.2237,1.5545,1.53393333333333,0.797753053153114,1.27032769469641,1.01340779694902,0.215654743795906
142801,1,-3.26016693812872,37.1964115002029,1.6388,1.8083,1.87353333333333,0.874710884958901,1.1034293385404,0.965181653204284,0.090470768245383
142802,1,-3.25755155478638,37.1964115002029,1.7832,1.92155,2.11996666666667,0.841145301026746,1.07758524001795,0.906405761096873,0.065260460070127
142803,1,-3.25493617144404,37.1964115002029,1.88325,1.8505,1.97343333333333,0.95430130229887,0.982609849993363,0.937705859500363,-0.0165954427985069
142804,1,-3.2523207881017,37.1964115002029,1.7792,1.90935,1.7547,1.01396250071237,1.07315085431655,1.08813472388442,0.0741722231720522
142805,1,-3.24970540475935,37.1964115002029,1.3831,1.82475,1.75826666666667,0.786626981117768,1.31931892126383,1.03781186016531,0.251184879047547
142806,1,-3.24709002141701,37.1964115002029,1.3538,1.7128,1.70736666666667,0.792916967649987,1.2651794947555,1.00318228851448,0.210265320864489
142807,1,-3.24447463807467,37.1964115002029,1.30485,1.60125,1.6048,0.813091974077767,1.22715254626969,0.997787886340977,0.18469591226321
143477,1,-3.26792290907797,37.1943281700917,1.1452,1.6017,1.68646666666667,0.679052852116852,1.39862032832693,0.949737122979009,0.270684270862158
143478,1,-3.26530759790574,37.1943281700917,1.138,1.5627,1.46043333333333,0.779220779220779,1.3731985940246,1.07002487846073,0.290804099239952
143479,1,-3.2626922867335,37.1943281700917,1.5262,1.89955,1.9598,0.778752933972854,1.24462717861355,0.969257067047658,0.190504133074804
143480,1,-3.26007697556127,37.1943281700917,1.6027,1.97485,2.1541,0.744023025857667,1.23220190927809,0.916786593008681,0.172763567151014
143481,1,-3.25746166438904,37.1943281700917,1.7961,1.91015,2.2709,0.790919899599278,1.0634986916096,0.841142278391827,0.0502223787925492
143482,1,-3.2548463532168,37.1943281700917,1.83815,2.13575,2.0876,0.880508718145238,1.16190191224873,1.02306476336463,0.142556045219391
143483,1,-3.25223104204457,37.1943281700917,1.8206,1.8425,2.06193333333333,0.882957741925054,1.0120290014281,0.893578841863623,0.0106210999385691
143484,1,-3.24961573087234,37.1943281700917,1.69805,1.7575,1.91063333333333,0.888736719063487,1.03501074762227,0.919852056037265,0.0311153369737784
143485,1,-3.2470004197001,37.1943281700917,1.4247,1.6563,1.6603,0.858097934108294,1.16256053906085,0.997590796843944,0.13949286273565
143486,1,-3.24438510852787,37.1943281700917,1.1035,1.6226,1.47043333333333,0.750459048353093,1.47041232442229,1.10348423367261,0.35302518531952
143487,1,-3.24176979735564,37.1943281700917,1.08725,1.51755,1.33586666666667,0.813891106896896,1.39576914233157,1.13600409222477,0.322112985327877
144156,1,-3.2678327392973,37.1922448399805,1.08595,1.40275,1.30386666666667,0.832868902750793,1.29172613840416,1.07583853154719,0.242969628796401
144157,1,-3.26521750028773,37.1922448399805,1.3889,1.94605,1.67113333333333,0.831112618183269,1.40114479084167,1.16450911557027,0.333396497387003
144158,1,-3.26260226127817,37.1922448399805,1.8088,2.2348,2.18103333333333,0.829331662361877,1.23551525873507,1.02465192340022,0.195320261038346
144159,1,-3.2599870222686,37.1922448399805,1.8969,2.31175,2.1297,0.890688829412593,1.21869892983289,1.08548152321923,0.194792693806639
144160,1,-3.25737178325903,37.1922448399805,1.6033,2.1577,2.1344,0.751171289355322,1.34578681469469,1.0109164167916,0.259745127436282
144161,1,-3.25475654424947,37.1922448399805,1.5639,2.03935,2.15576666666667,0.725449569372072,1.30401560202059,0.9459975569403,0.220547987568228
144162,1,-3.2521413052399,37.1922448399805,1.6363,2.15675,2.2533,0.726179381351795,1.31806514697794,0.957151733013802,0.230972351662007
144163,1,-3.24952606623034,37.1922448399805,1.8582,1.9308,2.03636666666667,0.912507570673258,1.03907006780756,0.94815930333437,0.0356517326611121
144164,1,-3.24691082722077,37.1922448399805,1.4036,1.676,1.81793333333333,0.772085518354175,1.19407238529496,0.921925996552862,0.149840478198687
