"iv_malla_modi_id","pop","long","lat","dr","post","pre","rt","rc","rs","rrs"
142799,1,-3.2653977,37.1964115,4.4074,5.01566666666667,5.4792,0.804387501825084,1.13801031598372,0.915401275125322,0.111013773300238
142800,1,-3.2627823,37.1964115,4.8814,5.24203333333333,5.99316666666667,0.814494285158097,1.07387907840647,0.874668372312912,0.0601740871548152
142801,1,-3.2601669,37.1964115,6.0171,6.00173333333333,6.8659,0.876374546672687,0.997446167312049,0.874136432708506,-0.00223811396418051
142802,1,-3.2575516,37.1964115,6.2553,6.31143333333333,7.36356666666667,0.849493225656045,1.00897372361571,0.857116343076498,0.00762311742045296
142803,1,-3.2549362,37.1964115,5.6867,5.99113333333333,7.08493333333333,0.802646931516646,1.05353427002186,0.845616049080678,0.0429691175640325
142804,1,-3.2523208,37.1964115,5.2524,5.5731,6.44656666666667,0.814759277548256,1.06105780214759,0.86450668831471,0.0497474107664546
142805,1,-3.2497054,37.1964115,4.9821,5.1554,5.79,0.860466321243523,1.03478452861243,0.890397236614853,0.0299309153713299
142806,1,-3.24709,37.1964115,4.9106,4.9481,5.61353333333333,0.874778808355997,1.00763654135951,0.881459092906428,0.00668028455043179
142807,1,-3.2444746,37.1964115,4.789,4.76193333333333,5.19426666666667,0.921978078394127,0.99434815897543,0.916767204866905,-0.00521087352722226
143477,1,-3.2679229,37.1943282,3.937,4.38276666666667,5.11786666666667,0.769265839933305,1.11322495978325,0.856365933722384,0.0871000937890789
143478,1,-3.2653076,37.1943282,4.7314,5.03026666666667,5.3497,0.884423425612651,1.06316664553127,0.94028948663788,0.0558660610252289
143479,1,-3.2626923,37.1943282,6.1932,6.1859,7.0199,0.882234789669369,0.998821287864109,0.88119488881608,-0.00103990085328849
143480,1,-3.260077,37.1943282,6.4161,6.31053333333333,7.60493333333333,0.843676034854568,0.983546598920424,0.82979469467188,-0.0138813401826884
143481,1,-3.2574617,37.1943282,5.8887,6.28536666666667,7.07493333333333,0.832332931287927,1.0673606511907,0.888399419546945,0.0560664882590177
143482,1,-3.2548464,37.1943282,5.8086,6.2927,7.03473333333333,0.825702940646885,1.08334194125951,0.894518626624084,0.0688156859771988
143483,1,-3.252231,37.1943282,5.7525,6.01993333333333,6.89593333333333,0.834187298794459,1.04648993191366,0.872968609518654,0.0387813107241949
143484,1,-3.2496157,37.1943282,4.9622,5.34986666666667,5.9925,0.828068418856905,1.07812395039834,0.892760394938117,0.0646919760812125
143485,1,-3.2470004,37.1943282,5.1278,5.01553333333333,5.753,0.891326264557622,0.978106270395361,0.871811808331885,-0.0195144562257373
143486,1,-3.2443851,37.1943282,5.0185,4.76386666666667,5.4188,0.926127555916439,0.949261067384013,0.879136832262986,-0.0469907236534534
143487,1,-3.2417698,37.1943282,4.1713,4.40793333333333,4.7945,0.870017728647408,1.0567289174438,0.919372892550492,0.0493551639030835
144156,1,-3.2678327,37.1922448,3.7653,4.07183333333333,4.6414,0.811242297582626,1.08141006914013,0.877285589118226,0.0660432915355999
144157,1,-3.2652175,37.1922448,5.4391,5.48616666666667,6.19493333333333,0.877991692135509,1.00865339241173,0.8855892987818,0.00759760664629162
144158,1,-3.2626023,37.1922448,6.6966,6.5919,7.26493333333333,0.921770330537559,0.984365200250874,0.907358636004919,-0.0144116945326408
144159,1,-3.259987,37.1922448,6.1584,6.4237,7.01196666666667,0.878270005086543,1.04307937126526,0.916105324706811,0.0378353196202682
144160,1,-3.2573718,37.1922448,5.6093,6.07856666666667,6.69136666666667,0.838289138740965,1.08365868587287,0.90841930646953,0.0701301677285656
144161,1,-3.2547565,37.1922448,5.9909,6.12086666666667,7.11293333333333,0.842254484788273,1.02169401369855,0.860526365118938,0.0182718803306653
144162,1,-3.2521413,37.1922448,5.9004,6.4381,7.2415,0.814803562797763,1.09112941495492,0.889056134778706,0.0742525719809432
144163,1,-3.2495261,37.1922448,5.853,5.84856666666667,6.62776666666667,0.88310290545332,0.999242553676178,0.882434002404027,-0.000668903049292582
144164,1,-3.2469108,37.1922448,5.2407,5.2386,6.0503,0.866188453465118,0.99959929017116,0.865841363238187,-0.000347090226930968
144165,1,-3.2442956,37.1922448,5.1042,4.91036666666667,5.89626666666667,0.865666410383972,0.962024737797631,0.832792501469857,-0.0328739089141151
144166,1,-3.2416803,37.1922448,4.7558,4.56426666666667,5.395,0.881519925857275,0.959726369205321,0.846017917825147,-0.0355020080321285
144167,1,-3.2390651,37.1922448,4.2259,4.28676666666667,4.81856666666667,0.877003534937775,1.01440324349054,0.889635230393547,0.0126316954557718
144168,1,-3.2364499,37.1922448,4.2923,4.67346666666667,4.98513333333333,0.861020099763296,1.08880242915609,0.937480776174492,0.0764606764111959
144833,1,-3.2729729,37.1901615,4.1131,4.5267,4.80976666666667,0.855155828765082,1.10055675767669,0.941147526214023,0.0859916974489406
144834,1,-3.2703577,37.1901615,4.264,4.42403333333333,4.7948,0.889296738132977,1.03753126954346,0.92267317371597,0.0333764355829926
144835,1,-3.2677426,37.1901615,4.4965,4.6186,5.27766666666667,0.851986357607529,1.02715445346381,0.875121581506979,0.0231352238994504
144836,1,-3.2651274,37.1901615,5.9952,5.9118,6.23083333333333,0.962182693593687,0.986088871096877,0.948797646114752,-0.0133850474789354
144837,1,-3.2625122,37.1901615,6.1075,6.35796666666667,6.72393333333333,0.908322509642174,1.04100968754264,0.945572531950545,0.037250022308371
144838,1,-3.2598971,37.1901615,5.8997,6.02373333333333,6.61226666666667,0.89223564284562,1.02102366787012,0.910993708662687,0.0187580658170673
144839,1,-3.2572819,37.1901615,5.4197,5.8612,6.6497,0.815029249439824,1.08146207354651,0.881423222100245,0.0663939726604208
144840,1,-3.2546667,37.1901615,5.5519,5.63296666666667,6.7427,0.82339418927136,1.01460160785797,0.835417068335632,0.012022879064272
144841,1,-3.2520516,37.1901615,5.4523,5.76636666666667,6.8168,0.799832766107265,1.05760260196003,0.84590521456793,0.0460724484606658
144842,1,-3.2494364,37.1901615,5.5079,5.69603333333333,6.63906666666667,0.829619625248529,1.03415699873515,0.857956941738799,0.0283373164902697
144843,1,-3.2468212,37.1901615,5.7002,5.5141,6.52633333333333,0.87341539404464,0.967352022736044,0.844900148117881,-0.0285152459267582
144844,1,-3.2442061,37.1901615,5.607,5.50466666666667,6.38673333333333,0.877913591716162,0.981749004220914,0.861890794459348,-0.0160227972568136
144845,1,-3.2415909,37.1901615,4.9793,5.23233333333333,5.8871,0.845798440658389,1.05081704925056,0.888779421673376,0.0429809810149875
144846,1,-3.2389757,37.1901615,4.164,4.3624,4.84903333333333,0.858727856411243,1.047646493756,0.899643227859848,0.0409153714486049
144847,1,-3.2363606,37.1901615,4.316,4.55376666666667,4.81326666666667,0.896688319782822,1.05508958912573,0.946086510893503,0.0493981911106802
145511,1,-3.2754977,37.1880782,3.9777,4.08236666666667,4.45276666666667,0.89330977744174,1.02631336366912,0.916815762484747,0.0235059850430071
145512,1,-3.2728826,37.1880782,4.3044,4.5509,4.77376666666667,0.901677920300531,1.05726698262243,0.953314294093413,0.051636373792882
145513,1,-3.2702675,37.1880782,4.9058,5.03413333333333,5.75646666666667,0.852224165286576,1.0261595118703,0.87451793345455,0.0222937681679733
145514,1,-3.2676524,37.1880782,5.2488,5.2268,5.7758,0.908757228435888,0.995808565767414,0.904948232279511,-0.00380899615637665
145515,1,-3.2650373,37.1880782,5.7293,5.80266666666667,6.4194,0.892497741221921,1.01280552016244,0.90392663904207,0.0114288978201494
145516,1,-3.2624222,37.1880782,6.0953,6.31206666666667,6.793,0.897291329309583,1.03556292006409,0.929201629128024,0.0319102998184405
145517,1,-3.2598071,37.1880782,5.6801,5.98406666666667,6.59003333333333,0.861922802616072,1.05351431606251,0.908048011896753,0.0461252092806814
145518,1,-3.257192,37.1880782,4.9637,5.5439,6.40236666666667,0.775291428690432,1.11688861131817,0.865914167156937,0.0906227384665045
145519,1,-3.254577,37.1880782,4.7934,5.4028,5.9633,0.803816678684621,1.12713314140276,0.906008418157731,0.102191739473111
145520,1,-3.2519619,37.1880782,4.7377,5.365,5.8825,0.805388865278368,1.13240601979864,0.912027199320017,0.106638334041649
145521,1,-3.2493468,37.1880782,5.2454,5.5483,6.01106666666667,0.872623827163232,1.05774583444542,0.923014218219728,0.0503903910564958
145522,1,-3.2467317,37.1880782,5.4263,5.6656,6.25756666666667,0.86715816052033,1.0441000313289,0.905399862566386,0.0382417020460563
145523,1,-3.2441166,37.1880782,5.6935,5.46853333333333,6.37923333333333,0.892505368983734,0.96048710517842,0.857239898211384,-0.0352654707723499
145524,1,-3.2415015,37.1880782,5.5452,5.07156666666667,5.9867,0.926253194581322,0.914586789776143,0.847138935752028,-0.0791142588292939
145525,1,-3.2388864,37.1880782,5.173,4.7279,5.38793333333333,0.960108390353753,0.913957084863715,0.877497865600911,-0.0826105247528428
145526,1,-3.2362713,37.1880782,4.0873,4.31756666666667,4.75416666666667,0.859730061349693,1.05633710925713,0.90816476774759,0.0484347063978967
146190,1,-3.2754074,37.1859948,4.0662,4.11186666666667,4.361,0.932400825498739,1.0112307969767,0.942872429870825,0.0104716043720859
146191,1,-3.2727923,37.1859948,4.4591,4.49883333333333,4.89083333333333,0.911726018060999,1.00891061723965,0.919850059635372,0.00812404157437384
146192,1,-3.2701773,37.1859948,5.1873,5.56726666666667,6.15456666666667,0.842837567768107,1.07324941041904,0.904574922686135,0.0617373549180284
146193,1,-3.2675623,37.1859948,5.6983,5.9498,6.5263,0.873128725311432,1.04413597037713,0.911665108867199,0.0385363835557667
146194,1,-3.2649473,37.1859948,5.7658,6.31973333333333,6.98833333333333,0.825060815645123,1.09607224207106,0.90432625804913,0.0792654424040068
146195,1,-3.2623322,37.1859948,5.7888,6.7224,6.99593333333333,0.827452138861624,1.16127694859038,0.960901094921812,0.133448956060187
146196,1,-3.2597172,37.1859948,5.0119,5.90633333333333,6.48686666666667,0.772622632395712,1.17846192727974,0.910506356432998,0.137883724037286
146197,1,-3.2571022,37.1859948,4.3596,5.1606,5.62826666666667,0.774590163934426,1.18373245251858,0.916907514450867,0.142317350516441
146198,1,-3.2544872,37.1859948,4.4714,5.27176666666667,5.69113333333333,0.785678306605597,1.17899688389915,0.926312275235161,0.140633968629564
146199,1,-3.2518722,37.1859948,4.7437,5.2345,5.7306,0.827784176177015,1.10346354111769,0.913429658325481,0.0856454821484662
146200,1,-3.2492571,37.1859948,5.3328,5.49803333333333,6.09003333333333,0.875660231744763,1.03098434843484,0.902791993475679,0.0271317617309155
146201,1,-3.2466421,37.1859948,5.5344,5.52746666666667,6.12093333333333,0.904175833750844,0.998747229449745,0.903043108894068,-0.00113272485677568
146202,1,-3.2440271,37.1859948,5.6302,5.6756,6.25456666666667,0.900174272664773,1.00806365670847,0.907432968977334,0.00725869631256094
146203,1,-3.2414121,37.1859948,5.6807,5.3718,6.33666666666667,0.896480799579169,0.945622898586442,0.847732772225145,-0.0487480273540241
146204,1,-3.238797,37.1859948,5.9419,5.66746666666667,6.22243333333333,0.954915815356265,0.953813875471931,0.910811954594398,-0.044103860761867
146205,1,-3.236182,37.1859948,4.4591,4.4262,5.10743333333333,0.873060832903676,0.992621829517167,0.866619241236629,-0.00644159166704749
146868,1,-3.277932,37.1839115,4.3221,4.2137,4.6206,0.935398000259707,0.974919599268874,0.911937843570099,-0.0234601566896073
146869,1,-3.275317,37.1839115,4.6799,4.99953333333333,5.0649,0.923986653240933,1.06829918018191,0.987094184156318,0.0631075309153849
