"iv_malla_modi_id","pop","long","lat","dr","post","pre","rt","rc","rs","rrs"
142799,1,-3.2653977,37.1964115,4.9238,5.30776666666667,5.32306666666667,0.9249931117401,1.07798177559338,0.997125717005235,0.0721326052651354
142800,1,-3.2627823,37.1964115,5.3986,5.66913333333333,5.92483333333333,0.911181749134997,1.05011175736919,0.956842667866888,0.0456609187318913
142801,1,-3.2601669,37.1964115,6.2056,6.73343333333333,6.7475,0.919688773619859,1.08505758239869,0.997915277263184,0.0782265036433247
142802,1,-3.2575516,37.1964115,7.1514,7.1678,7.2701,0.983672851817719,1.00229325726431,0.985928666730856,0.00225581491313737
142803,1,-3.2549362,37.1964115,6.9003,6.67583333333333,6.92506666666667,0.996423620470561,0.967470013381061,0.964009973429859,-0.0324136470407023
142804,1,-3.2523208,37.1964115,6.2582,6.17413333333333,6.42476666666667,0.974074285447461,0.986566957485113,0.960989504158387,-0.0130847812890741
142805,1,-3.2497054,37.1964115,5.7102,5.83926666666667,6.0166,0.949074227969285,1.02260282768846,0.970525989207637,0.0214517612383517
142806,1,-3.24709,37.1964115,5.4608,5.6294,5.67666666666667,0.961972988843218,1.03087459712863,0.991673517322372,0.0297005284791545
142807,1,-3.2444746,37.1964115,5.0473,5.33063333333333,5.28843333333333,0.954403635607269,1.05613562366678,1.00797967892192,0.0535760433146552
143477,1,-3.2679229,37.1943282,4.0344,4.63273333333333,4.677,0.862604233483002,1.14830788551788,0.990535243389637,0.127931009906635
143478,1,-3.2653076,37.1943282,4.8617,5.32203333333333,5.15733333333333,0.942677094105481,1.09468567236426,1.03193510858325,0.0892580144777664
143479,1,-3.2626923,37.1943282,6.5236,6.8442,6.93713333333333,0.940388440950633,1.04914464406156,0.986603496160758,0.0462150552101252
143480,1,-3.260077,37.1943282,7.1331,7.27033333333333,7.46503333333333,0.955534916120044,1.01923894706836,0.973918401793249,0.0183834856732053
143481,1,-3.2574617,37.1943282,6.8522,6.92606666666667,7.12716666666667,0.961419919088932,1.01077999280037,0.971784018894839,0.010364099805907
143482,1,-3.2548464,37.1943282,6.9128,6.69496666666667,6.95146666666667,0.99443762467393,0.968488407977472,0.963101311953353,-0.0313363127205769
143483,1,-3.252231,37.1943282,6.7363,6.43766666666667,6.91153333333333,0.974646243477087,0.95566804724651,0.931438272259894,-0.0432079712171925
143484,1,-3.2496157,37.1943282,6.1378,6.14853333333333,6.27563333333333,0.978036745295296,1.00174872647094,0.979747064041345,0.00171031874604956
143485,1,-3.2470004,37.1943282,5.7563,5.65636666666667,5.84553333333333,0.98473478325331,0.982639311131572,0.967639109063331,-0.0170956741899798
143486,1,-3.2443851,37.1943282,5.2586,5.37696666666667,5.3862,0.976309828821804,1.02250915959888,0.998285742576709,0.0219759137549045
